id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_1193,"Low inflation hurts consumers, ECB credibility - Draghi",nifty_1193,"Low inflation hurts consumers, ECB credibility: Draghi",0.99408925,1.0,0,1e260320cf7b65f73314965c4edd60f3,True,5,False,not_reviewed
nifty_864,ECB rate cut next week under discussion-Nowotny,nifty_864,ECB rate cut next week under discussion: Nowotny,0.99405795,1.0,0,e311c366819d1be088aae7509df5ef67,True,5,False,not_reviewed
nifty_300,HIGHLIGHTS-Euro zone finance ministers and officials,nifty_300,Highlights: Euro zone finance ministers and officials,0.9935933,1.0,0,41c9f9bf63927a94f21915f3227ae8ca,True,5,False,not_reviewed
nifty_273,Next IMF chief should be European - German finmin,nifty_273,Next IMF chief should be European: German finmin,0.9935374,0.6666666666666666,0,861c678afa541904ac9628680508261d,True,5,False,not_reviewed
nifty_485,Euro zone collapse would cripple tourism-Euromonitor,nifty_485,Euro zone collapse would cripple tourism: Euromonitor,0.9935355,0.4,0,504ecd427b357f55bf467f3e91cd4191,True,5,False,not_reviewed
nifty_361,Highlights: EU and euro zone leaders comments on debt crisis,nifty_361,HIGHLIGHTS-EU and euro zone leaders' comments on debt crisis,0.99351025,0.3333333333333333,0,79fd658e69cba5dc77bb78b8cdeb7f74,True,5,False,not_reviewed
nifty_1127,New accounting rules to challenge banking industry - ECB's Nouy,nifty_1127,New accounting rules to challenge banking industry: ECB's Nouy,0.9935047,1.0,0,326ccd148e012dc885283b9795062d94,True,5,False,not_reviewed
nifty_95,Timeline: Euro zone debt crisis,nifty_112,TIMELINE-Euro zone debt crisis,0.9932426,0.5,30,2c0a15580dd726a364e65229986ab22d,True,5,False,not_reviewed
nifty_95,TIMELINE-Euro zone debt crisis,nifty_95,Timeline: Euro zone debt crisis,0.9932424,0.5,0,ad5b5a9cbc4aff47acb08bad6b902381,True,5,False,correct
nifty_367,"HIGHLIGHTS-Euro zone finance ministers, officials",nifty_367,"Highlights: Euro zone finance ministers, officials",0.99313825,1.0,0,37ad8736600b647d54c8af4fd4b6ffae,True,5,False,not_reviewed
nifty_148,Euro-Zone Producer Prices Rise,nifty_167,Euro Zone Producer Prices Rise,0.99253106,0.0,31,37bb010a009f454f0dc4f67c6b1ed9b1,True,5,False,not_reviewed
nifty_167,Euro Zone Producer Prices Rise,nifty_902,Euro-Zone Producer Prices Rise,0.99253106,0.0,1369,ec5d499457170fa1a9d3f3f6ce58be1c,True,5,False,not_reviewed
nifty_656,"ECB cut rates because of weak economy, tame inflation - Draghi",nifty_656,"ECB cut rates because of weak economy, tame inflation: Draghi",0.9924434,1.0,0,235e6ca52c92625da7fa42461276d45e,True,5,False,not_reviewed
nifty_746,Euro-zone banks face big capital shortfalls after next stress test-survey,nifty_746,Euro-zone banks face big capital shortfalls after next stress test: survey,0.99244004,0.5,0,275d40b32314eceb346522c168cee4fa,True,5,False,not_reviewed
nifty_1318,What to Watch at the ECB’s Meeting,nifty_1368,What to Watch at the ECB Meeting,0.9923025,0.5,91,f728c9dd669ddfdae1246ecd5f0f9830,True,5,False,not_reviewed
nifty_1264,What to Watch at the ECB Meeting,nifty_1318,What to Watch at the ECB’s Meeting,0.99230224,0.5,98,26ae2f627db1407d1b97346068fb88a5,True,5,False,not_reviewed
nifty_949,ECB worried about euro zone's lack of real growth - Constancio,nifty_949,ECB worried about euro zone's lack of real growth: Constancio,0.99218655,0.8,0,4aab0a53a7bd9bef59eee304e6a6d4cf,True,5,False,not_reviewed
nifty_170,"New bank rules good, costs ""limited"" -ECB's Quaden",nifty_170,"New bank rules good, costs ""limited"": ECB's Quaden",0.99186355,0.6,0,3b69b61316c65d443b0dfc13100bc2b5,True,5,False,not_reviewed
nifty_1078,Germany opposes EU's proposed deposit insurance plan - sources,nifty_1078,Germany opposes EU's proposed deposit insurance plan: sources,0.9918095,0.75,0,331d28290a2c5f9cf5dcc1c85249429a,True,5,False,not_reviewed
nifty_367,Euro zone aims to deploy boosted bailout fund in Dec-document,nifty_367,Euro zone aims to deploy boosted bailout fund in Dec:document,0.991625,0.6666666666666666,0,2923780bf1eddc20fa129846ce19d0cb,True,5,False,not_reviewed
nifty_300,HIGHLIGHTS-Euro zone finance ministers and officials,nifty_367,"Highlights: Euro zone finance ministers, officials",0.9913289,1.0,119,c7ee53cdb56c25ad40686e8e40d879a5,True,5,False,not_reviewed
nifty_1131,Almost all large euro zone banks have capital above requirements - ECB Coene,nifty_1131,Almost all large euro zone banks have capital above requirements: ECB's Coene,0.9912609,1.0,0,f22d212c377b1a50d6ad8026c833d7c4,True,5,False,not_reviewed
nifty_905,ECB open to broad asset buys if inflation outlook changes -Draghi,nifty_905,ECB open to broad asset buys if inflation outlook changes: Draghi,0.991122,0.6,0,fb7138af8f7b68280cb83790973ec7d0,True,5,False,not_reviewed
nifty_512,"ECB holds rates to assess inflation, growth risks",nifty_595,"ECB holds rates to assess growth, inflation risks",0.991095,0.3333333333333333,161,ce1e347cb0f66484652c5a30dd762645,False,1,True,not_returned
nifty_361,"Euro zone aims to leverage EFSF ""several fold"" - draft statement",nifty_361,"Euro zone aims to leverage EFSF ""several fold"": draft statement",0.99088496,0.75,0,69e645f5666af58a3e77675516f7cdd5,False,1,True,not_returned
nifty_578,No bank supervision framework this year - Asmussen,nifty_578,No bank supervision framework this year: Asmussen,0.99042434,1.0,0,229d4faac310a8f5de1e11001b4b1f6d,False,1,True,not_returned
nifty_309,Overseas banks cut lending to euro zone in Q1 -BIS,nifty_309,Overseas banks cut lending to euro zone in Q1: BIS,0.9902912,0.7142857142857143,0,4ac2f0789e5146f0af223feb7378b917,False,1,True,not_returned
nifty_652,Merkel: ECB would have to raise rates if looking at Germany only,nifty_652,ECB would have to raise rates if looking at Germany only: Merkel,0.9902656,1.0,0,6ed5bd9f0fd99f34563b99e68ef226e5,False,1,True,not_returned
nifty_195,FACTBOX-ECB policymakers' recent rate comments,nifty_501,Factbox: ECB policymakers' recent rate comments,0.9902388,0.25,565,1c87dae9072a96b0bf428eace25e86e8,False,1,True,not_returned
nifty_141,FACTBOX-ECB policymakers' recent rate comments,nifty_501,Factbox: ECB policymakers' recent rate comments,0.99023867,0.25,664,1c87dae9072a96b0bf428eace25e86e8,False,1,True,not_returned
nifty_141,Bank stress puts E.Europe recovery at risk -study,nifty_141,Bank stress puts E.Europe recovery at risk: study,0.99019474,0.8,0,cf0e0baf10252be3deeb2be83604a392,False,1,True,not_returned
nifty_1164,"The Great Divide - how markets are shaping up ahead of Fed, ECB",nifty_1164,"The Great Divide: How markets are shaping up ahead of Fed, ECB",0.98999184,0.8333333333333334,0,e544cb70341e2ab897616fa8e9a51d14,False,1,True,not_returned
nifty_384,INSIGHT-Credit noose tightens slowly in central Europe,nifty_384,Insight: Credit noose tightens slowly in central Europe,0.98982406,0.4,0,f754cb9cd631c9908cb522a70b496531,False,1,True,not_returned
nifty_300,Highlights: Euro zone finance ministers and officials,nifty_367,"HIGHLIGHTS-Euro zone finance ministers, officials",0.98941994,1.0,119,158b8fe59ffbb799d35fe1374602619f,False,1,True,not_returned
nifty_769,"ECB's Noyer: financial markets stabilising, rates returning to normal",nifty_769,"ECB's Noyer: financial markets stabilizing, rates returning to normal",0.98935866,1.0,0,53454f065bdb11a48c61e0019b996d15,False,1,True,not_returned
nifty_1278,Euro zone lending picks up in May -ECB,nifty_1278,Euro zone lending picks up in May: ECB,0.9892974,0.6,0,149fc8aa911db64b40a6cfa767d6c97b,False,1,True,not_returned
nifty_496,"ECB's Draghi: Euro zone economy weak, faces risks",nifty_496,"Euro zone economy weak, faces risks: ECB's Draghi",0.9886777,0.8333333333333334,0,2ae172a567a8546b928c3f13d4232417,False,1,True,not_returned
nifty_91,EU diplomats deadlocked on bank watchdogs - sources,nifty_91,EU diplomats deadlocked on bank watchdogs: sources,0.98800546,1.0,0,0d051094e1828b32363fc3fd6a24486e,False,1,True,not_returned
nifty_128,"FACTBOX-U.S., European bank writedowns, credit losses",nifty_181,"FACTBOX-European, U.S. bank writedowns, credit losses",0.98761934,0.4,98,be26176bb7da509243799c61d301e40f,False,1,True,not_returned
nifty_112,"FACTBOX-U.S., European bank writedowns, credit losses",nifty_181,"FACTBOX-European, U.S. bank writedowns, credit losses",0.9876193,0.4,126,be26176bb7da509243799c61d301e40f,False,1,True,not_returned
nifty_147,"FACTBOX-U.S., European bank writedowns, credit losses",nifty_181,"FACTBOX-European, U.S. bank writedowns, credit losses",0.9876193,0.4,63,be26176bb7da509243799c61d301e40f,False,1,True,not_returned
nifty_877,IMF urges ECB to take further steps to fight deflation risk-source,nifty_877,IMF urges ECB to take further steps to fight deflation risk: source,0.98760253,0.8,0,7679e890f0eaa7c5f048c314ab5560fa,False,1,True,not_returned
nifty_848,ECB chief sees low inflation persisting but QE still distant-source,nifty_848,ECB chief sees low inflation persisting but QE still distant: source,0.98709667,1.0,0,7e23f01a8eca1561228d5cf60de665e7,False,1,True,not_returned
nifty_381,ECB Deposits Hit High,nifty_394,Deposits at ECB Hit High,0.98705965,0.3333333333333333,23,e7589d26dc1c2878074c4da9091bc038,False,1,True,not_returned
nifty_966,First three months of 2015 too early for more ECB action - Nowotny,nifty_966,First three months of 2015 too early for more ECB action: Nowotny,0.98665255,0.75,0,79d369965be74d1a2884e7d713ecde42,False,1,True,not_returned
nifty_500,ECB can cut interest rates further if needed - Knot,nifty_500,ECB can cut interest rates further if needed: Knot,0.98664767,1.0,0,5d4bbb43b1e3921981aa83af2dfa2ff7,False,1,True,not_returned
nifty_644,ECB has no magic wand to revive lending to smaller firms -Coeure,nifty_644,ECB has no magic wand to revive lending to smaller firms: Coeure,0.98619854,0.6,0,0836df41a412aafd033f83aaa5231426,False,1,True,not_returned
nifty_272,ECB's Stark - Need for monetary stimulus fading,nifty_272,Need for monetary stimulus fading: ECB's Stark,0.9843916,0.6,0,e3266a064df338b6bf86fa5f835fcd8e,False,1,True,not_returned
nifty_361,EU leaders: guarantees needed to back banks -draft statement,nifty_361,EU leaders: guarantees needed to back banks: draft statement,0.9841118,1.0,0,3c53ca1d5b8e9dbe90de4b28bb40d40c,False,1,True,not_returned
nifty_511,ECB's watchdog could get power to order bank closures - sources,nifty_511,ECB's watchdog could get power to order bank closures: sources,0.9833224,1.0,0,d38062389eb10f9b7c68431136ba7024,False,1,True,not_returned
nifty_1008,Europe looks to securitised debt to aid flagging economy,nifty_1008,Europe looks to securitized debt to aid flagging economy,0.98212594,0.5,0,ac22ce02ae98daf7e74199ffaabb77c1,False,1,True,not_returned
nifty_918,"As ECB agonises over QE, markets are already half way there",nifty_918,"As ECB agonizes over QE, markets are already half way there",0.98080355,1.0,0,78f03a51dde04bddeb17cd3cdf017d84,False,1,True,not_returned
nifty_593,Euro-Zone Jobless Rate Hits New High,nifty_689,Euro-Zone Jobless Rate Hits High,0.9802236,0.5,175,9d862d3830ea1fba230070e2cdd13b6a,False,1,True,not_returned
nifty_568,Euro-Zone Industrial Production Falls,nifty_909,Euro-Zone Industrial Production Falls Again,0.97989494,1.0,638,0fb278be6e5c7f91a55b74c6f57cb155,False,1,True,not_returned
nifty_187,Germany would support ECB capital increase-official,nifty_187,Germany says would support ECB capital increase,0.9780099,1.0,0,58d871f5a9c04ec6badaf821d032805d,False,1,True,not_returned
nifty_149,Euro-Zone Growth Slows Sharply,nifty_181,Euro-Zone Growth Slows,0.97789925,1.0,58,f0c027cae62fc8f81a1300f79f2247ef,False,1,True,not_returned
nifty_149,Euro-Zone Growth Slows Sharply,nifty_307,Euro-Zone Growth Slows,0.97789925,1.0,289,f0c027cae62fc8f81a1300f79f2247ef,False,1,True,not_returned
nifty_544,Sovereign bonds will be risk-free again -ECB's Coeure,nifty_544,Sovereign bonds will be risk-free again: ECB's Coeure,0.9773446,0.5,0,1a9970e16fa9c2c2f9608e5ce180439b,False,1,True,not_returned
nifty_243,ECB FOCUS-New liquidity plan to speed exit from crisis steps,nifty_244,CORRECTED - ECB FOCUS-New liquidity plan to speed exit from crisis steps,0.9766572,0.5,1,92c4e21aed341f6037aae20b419b046c,False,1,True,not_returned
nifty_367,ECB's Stark sees crisis solved in 1-2 yrs,nifty_367,ECB's Stark sees crisis solved in 1 to 2 years,0.9766405,0.6666666666666666,0,ffa0e0c42cff84b93d12fb52f8026a47,False,1,True,not_returned
nifty_361,HIGHLIGHTS-EU and euro zone leaders' comments on debt crisis,nifty_361,EU and euro zone leaders' comments on debt crisis,0.9755979,0.6,0,72092b820e49b1be0f491548bcd3e26f,False,1,True,not_returned
nifty_485,Euro Zone Industrial Output Falls,nifty_1020,Eurozone Industrial Output Falls,0.9743786,0.0,1002,ee49ca518874103a5c1ff790cbb3c833,False,1,True,not_returned
nifty_485,Euro Zone Industrial Output Falls,nifty_1156,Eurozone Industrial Output Falls,0.9743786,0.0,1247,ee49ca518874103a5c1ff790cbb3c833,False,1,True,not_returned
nifty_338,Trichet-Dollar operations show central banks united,nifty_338,Dollar operations show central banks united: Trichet,0.9743427,0.25,0,45bde37eb9bf16ac0faf318ee26530cc,False,1,True,not_returned
nifty_99,FACTBOX-Coming events in euro zone debt crisis,nifty_355,Factbox: Coming events in the euro zone debt crisis,0.9742561,0.6,467,e723b21a39f00a61cd50107c6542cf10,False,1,True,not_returned
