id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_272,FACTBOX-Fed staff forecasts from FOMC minutes,nifty_353,FACTBOX-Fed staff forecasts from FOMC minutes,1.0000001,1.0,147,84fd13f051291639ba01fc4dfc1ea5c6,True,5,False,
nifty_353,FACTBOX-Fed staff forecasts from FOMC minutes,nifty_376,FACTBOX-Fed staff forecasts from FOMC minutes,1.0000001,1.0,41,84fd13f051291639ba01fc4dfc1ea5c6,True,5,False,
nifty_1194,Text of Fed Statement,nifty_1221,Text of Fed Statement,1.0000001,1.0,49,5b8c41430fb53951c77b0d0fdd23965d,True,5,False,
nifty_1233,WSJ Survey: Most Economists Expect Next Fed Rate Increase in June,nifty_1401,WSJ Survey: Most Economists Expect Next Fed Rate Increase in June,1.0000001,1.0,308,f6c457a4bdc06f6b389f70c65d2bb099,True,5,False,
nifty_1160,"Markets now calmed, Fed should soon raise U.S. rates -Lockhart",nifty_1160,"Markets now calmed, Fed should soon raise U.S. rates - Lockhart",1.0000001,0.6666666666666666,0,7d8a5baf487c4eb8e5118b49454d914d,True,5,False,
nifty_141,Bernanke's emphasis on inflation may lure hawks,nifty_142,Bernanke's emphasis on inflation may lure hawks,1.0,1.0,1,b96cc8f9e657b5887a5539c74e0f2dba,True,5,False,
nifty_165,Analyst view: What economists are saying about Fed's QE2,nifty_166,Analyst view: What economists are saying about Fed's QE2,1.0,1.0,1,011e44e56356c8a3d84d558a195811ba,True,5,False,
nifty_521,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_525,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,7,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_521,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_558,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,65,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_521,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_708,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,352,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_525,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_544,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,35,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_525,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_558,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,58,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_544,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_558,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,23,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_544,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_708,"Factbox: Fed officials' comments on U.S. economy, policy",1.0,1.0,310,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_1281,What to Watch in the Fed Minutes,nifty_1305,What to Watch in the Fed Minutes,1.0,1.0,42,d22a889a8a296eb9c939a055df05b18a,True,5,False,
nifty_1281,What to Watch in the Fed Minutes,nifty_1337,What to Watch in the Fed Minutes,1.0,1.0,99,d22a889a8a296eb9c939a055df05b18a,True,5,False,
nifty_1281,What to Watch in the Fed Minutes,nifty_1431,What to Watch in the Fed Minutes,1.0,1.0,274,d22a889a8a296eb9c939a055df05b18a,True,5,False,
nifty_1305,What to Watch in the Fed Minutes,nifty_1337,What to Watch in the Fed Minutes,1.0,1.0,57,d22a889a8a296eb9c939a055df05b18a,True,5,False,
nifty_1305,What to Watch in the Fed Minutes,nifty_1431,What to Watch in the Fed Minutes,1.0,1.0,232,d22a889a8a296eb9c939a055df05b18a,True,5,False,
nifty_1337,What to Watch in the Fed Minutes,nifty_1431,What to Watch in the Fed Minutes,1.0,1.0,175,d22a889a8a296eb9c939a055df05b18a,True,5,False,
nifty_165,Analysis: Ebbing deflation risk poses Fed policy conundrum,nifty_166,Analysis: Ebbing deflation risk poses Fed policy conundrum,0.99999994,1.0,1,3113d0cde262827dd7bc34e2fb02fd64,True,5,False,
nifty_227,"Factbox: Fed officials' comments on the economy, policy",nifty_333,"Factbox: Fed officials' comments on the economy, policy",0.99999994,1.0,191,ac9efe6858f2b584f5dcfd8a310cb710,True,5,False,
nifty_333,"Factbox: Fed officials' comments on the economy, policy",nifty_412,"Factbox: Fed officials' comments on the economy, policy",0.99999994,1.0,147,ac9efe6858f2b584f5dcfd8a310cb710,True,5,False,
nifty_376,"Factbox: Fed officials' comments on the economy, policy",nifty_412,"Factbox: Fed officials' comments on the economy, policy",0.99999994,1.0,71,ac9efe6858f2b584f5dcfd8a310cb710,True,5,False,
nifty_502,HIGHLIGHTS-Bernanke's Q&A; testimony to Senate Banking panel,nifty_619,HIGHLIGHTS-Bernanke's Q&A; testimony to Senate Banking panel,0.99999994,1.0,224,efd775916110e4b10862455c31f830c3,True,5,False,
nifty_521,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_544,"Factbox: Fed officials' comments on U.S. economy, policy",0.99999994,1.0,42,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_525,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_708,"Factbox: Fed officials' comments on U.S. economy, policy",0.99999994,1.0,345,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_558,"Factbox: Fed officials' comments on U.S. economy, policy",nifty_708,"Factbox: Fed officials' comments on U.S. economy, policy",0.99999994,1.0,287,91d8594f4bd86c2ab0b3694bafae2829,True,5,False,
nifty_1228,U.S. fed funds rate holds at 0.37 pct,nifty_1232,U.S. fed funds rate holds at 0.37 pct,0.99999994,1.0,7,a137dfa0331ec513bf6f34971fdabb87,True,5,False,
nifty_1255,Transcript: WSJ Interview With San Francisco Fed’s John Williams,nifty_1345,Transcript: WSJ Interview With San Francisco Fed’s John Williams,0.99999994,1.0,162,590a2c28e049057a153a99e170fe7ab0,True,5,False,
nifty_1335,Mixed Jobs Report Won’t Be a Tiebreaker for the Fed,nifty_1336,Mixed Jobs Report Won’t Be a Tiebreaker for the Fed,0.99999994,1.0,1,d2fcf5bd9486365c603fa95f1412bec0,True,5,False,
nifty_103,FACTBOX-Fed staff forecasts from FOMC minutes,nifty_272,FACTBOX-Fed staff forecasts from FOMC minutes,0.9999999,1.0,308,84fd13f051291639ba01fc4dfc1ea5c6,True,5,False,
nifty_103,FACTBOX-Fed staff forecasts from FOMC minutes,nifty_376,FACTBOX-Fed staff forecasts from FOMC minutes,0.9999999,1.0,496,84fd13f051291639ba01fc4dfc1ea5c6,True,5,False,
nifty_166,"FACTBOX-Fed officials' comments on the economy, policy",nifty_181,"FACTBOX-Fed officials' comments on the economy, policy",0.9999999,1.0,29,06916998f1eca1194baf3f26ce12baa8,True,5,False,
nifty_166,"FACTBOX-Fed officials' comments on the economy, policy",nifty_219,"FACTBOX-Fed officials' comments on the economy, policy",0.9999999,1.0,99,06916998f1eca1194baf3f26ce12baa8,True,5,False,
nifty_166,"FACTBOX-Fed officials' comments on the economy, policy",nifty_303,"FACTBOX-Fed officials' comments on the economy, policy",0.9999999,1.0,253,06916998f1eca1194baf3f26ce12baa8,True,5,False,
nifty_181,"FACTBOX-Fed officials' comments on the economy, policy",nifty_219,"FACTBOX-Fed officials' comments on the economy, policy",0.9999999,1.0,70,06916998f1eca1194baf3f26ce12baa8,True,5,False,
nifty_272,FACTBOX-Fed staff forecasts from FOMC minutes,nifty_376,FACTBOX-Fed staff forecasts from FOMC minutes,0.9999999,1.0,188,84fd13f051291639ba01fc4dfc1ea5c6,True,5,False,
nifty_272,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,nifty_273,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,0.9999999,1.0,1,724d604c6c5bdeb891415a88512ac774,True,5,False,
nifty_272,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,nifty_283,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,0.9999999,1.0,21,724d604c6c5bdeb891415a88512ac774,True,5,False,
nifty_272,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,nifty_288,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,0.9999999,1.0,29,724d604c6c5bdeb891415a88512ac774,True,5,False,
nifty_272,Bullard prefers paring Fed's balance sheet for exit,nifty_273,Bullard prefers paring Fed's balance sheet for exit,0.9999999,1.0,1,27bc8d4b44e298ae06415d5758388dbc,True,5,False,
nifty_273,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,nifty_283,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,0.9999999,1.0,20,724d604c6c5bdeb891415a88512ac774,True,5,False,
nifty_273,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,nifty_288,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,0.9999999,1.0,28,724d604c6c5bdeb891415a88512ac774,True,5,False,
nifty_283,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,nifty_288,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,0.9999999,1.0,8,724d604c6c5bdeb891415a88512ac774,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_839,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,273,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,589,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,862,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,nifty_839,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,140,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,0.9999999,1.0,183,cf3cef87983262c4e79071df4dfcb9c9,True,5,False,
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,638,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,182,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,0.9999999,1.0,455,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_1043,U.S. fed funds rate remains at 0.13 pct,nifty_1078,U.S. fed funds rate remains at 0.13 pct,0.9999999,1.0,63,6906debaf1c31969ca3f16e52defa269,True,5,False,
nifty_1328,San Francisco Fed Studies Slow Credit Recovery and Excess Returns on Capital,nifty_1329,San Francisco Fed Studies Slow Credit Recovery and Excess Returns on Capital,0.9999999,1.0,1,74be7818399f60b729ff7857018648ae,True,5,False,
nifty_139,Q+A-What could prompt more Fed easing?,nifty_141,Q+A-What could prompt more Fed easing?,0.9999998,1.0,5,a264939165dde8a5e88458ea9f9d6e3e,True,5,False,
nifty_147,U.S. commercial paper market expands in week-Fed,nifty_500,U.S. commercial paper market expands in week - Fed,0.9999998,1.0,651,f03e301aaa8eec5707023fca1f45da9a,True,5,False,
nifty_181,"FACTBOX-Fed officials' comments on the economy, policy",nifty_303,"FACTBOX-Fed officials' comments on the economy, policy",0.9999998,1.0,224,06916998f1eca1194baf3f26ce12baa8,True,5,False,
nifty_219,"FACTBOX-Fed officials' comments on the economy, policy",nifty_303,"FACTBOX-Fed officials' comments on the economy, policy",0.9999998,1.0,154,06916998f1eca1194baf3f26ce12baa8,True,5,False,
nifty_227,"Factbox: Fed officials' comments on the economy, policy",nifty_376,"Factbox: Fed officials' comments on the economy, policy",0.9999998,1.0,267,ac9efe6858f2b584f5dcfd8a310cb710,True,5,False,
nifty_333,"Factbox: Fed officials' comments on the economy, policy",nifty_376,"Factbox: Fed officials' comments on the economy, policy",0.9999998,1.0,76,ac9efe6858f2b584f5dcfd8a310cb710,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_913,Factbox: Fed staff forecasts from FOMC minutes,0.9999998,1.0,407,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,nifty_913,Factbox: Fed staff forecasts from FOMC minutes,0.9999998,1.0,274,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,nifty_913,Factbox: Fed staff forecasts from FOMC minutes,0.9999998,1.0,134,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,0.9999998,1.0,49,cf3cef87983262c4e79071df4dfcb9c9,True,5,False,
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.9999998,1.0,504,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_767,Factbox: Fed staff forecasts from FOMC minutes,0.99999976,1.0,133,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,0.99999976,1.0,456,cf3cef87983262c4e79071df4dfcb9c9,True,5,False,
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.99999976,1.0,911,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,0.99999976,1.0,316,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,0.99999976,1.0,589,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_499,Factbox: Fed minutes show support for more stimulus rising,nifty_525,Factbox: Fed minutes show support for more stimulus rising,0.9999997,1.0,47,69b8206d678232c94f10a149f2ba5109,True,5,False,
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,0.9999997,1.0,323,cf3cef87983262c4e79071df4dfcb9c9,True,5,False,
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.9999997,1.0,778,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.9999997,1.0,455,9b30d44e2bbd9f4b2a0422e398f1e9e1,True,5,False,
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,456,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,729,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,133,9b30d44e2bbd9f4b2a0422e398f1e9e1,True,5,False,
nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,406,9b30d44e2bbd9f4b2a0422e398f1e9e1,True,5,False,
nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,273,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,322,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,0.99999964,1.0,49,3083e0918dcc73932ec28b5aa6821a60,True,5,False,
nifty_507,Fed Moving Closer to Action,nifty_524,Fed Moving Closer to Action,0.9999996,1.0,29,ac1ff6dd0e026b69305b40d7062e6ccd,True,5,False,
nifty_147,U.S. commercial paper market expands in week-Fed,nifty_512,U.S. commercial paper market expands in week -Fed,0.9999996,0.6,672,c1b16cf75e6b86496e90da1f876ec826,True,5,False,
nifty_500,U.S. commercial paper market expands in week - Fed,nifty_512,U.S. commercial paper market expands in week -Fed,0.9999996,0.6,21,35e58917aa0f0365cd791b0a8bd8e980,True,5,False,
nifty_1371,Live: Janet Yellen’s Postmeeting Press Conference,nifty_1419,Live: Janet Yellen’s Postmeeting Press Conference,0.9999995,1.0,91,b5b500c0e911cfe0ae85fa2e599e6c4b,True,5,False,
nifty_1371,Live: Janet Yellen’s Postmeeting Press Conference,nifty_1469,Live: Janet Yellen’s Postmeeting Press Conference,0.9999995,1.0,182,b5b500c0e911cfe0ae85fa2e599e6c4b,True,5,False,
nifty_1419,Live: Janet Yellen’s Postmeeting Press Conference,nifty_1469,Live: Janet Yellen’s Postmeeting Press Conference,0.9999995,1.0,91,b5b500c0e911cfe0ae85fa2e599e6c4b,True,5,False,
nifty_748,Fed's default crisis tools back on the shelf -- for now,nifty_748,Fed's default crisis tools back on the shelf - for now,0.9982814,1.0,0,f4f498413ae4d85cee47d699d78ddee7,True,5,False,not_reviewed
nifty_608,Fed's Bernanke to testify on monetary policy on Feb. 26-27,nifty_608,Fed's Bernanke to testify on monetary policy on February 26-27,0.99665695,0.6666666666666666,0,d8f410033ca4dd9a83d3ba8b8ffd8f61,True,5,False,not_reviewed
nifty_1239,U.S. economy looks good but Fed remains cautious -Dudley,nifty_1239,U.S. economy looks good but Fed remains cautious: Dudley,0.9957656,0.6,0,0b68c8319f64da46e3fc1d4570d23ac1,True,5,False,not_reviewed
nifty_332,Fed's Lacker: Easing would stir inflation-report,nifty_332,Fed's Lacker: Easing would stir inflation: report,0.9947371,0.7142857142857143,0,ce8a4919b0d2a225794ad869719321b8,True,5,False,not_reviewed
nifty_758,Fed could keep U.S. rates rock-bottom into 2016 -Rosengren,nifty_758,Fed could keep U.S. rates rock-bottom into 2016: Rosengren,0.9946084,0.6,0,3c21856dedc5784f277d46afbc98b43f,True,5,False,not_reviewed
nifty_1224,Fed's Williams downplays soft U.S. market inflation measures -MNI,nifty_1224,Fed's Williams downplays soft U.S. market inflation measures: MNI,0.9938376,0.7142857142857143,0,27b4f1e916579495338c333205149a68,True,5,False,correct
nifty_502,HIGHLIGHTS-Bernanke's Q&A; testimony to Senate Banking panel,nifty_502,Highlights: Bernanke's Q&A; testimony to Senate Banking panel,0.99360853,1.0,0,e2a3e29bd7e547378a1152a30ba4a80d,True,5,False,not_reviewed
nifty_502,Highlights: Bernanke's Q&A; testimony to Senate Banking panel,nifty_619,HIGHLIGHTS-Bernanke's Q&A; testimony to Senate Banking panel,0.9936085,1.0,224,644b65e48c5b92e9efcd1ecfdbfc0ae1,True,5,False,not_reviewed
nifty_1224,U.S. fed funds rate remains at 0.37 pct,nifty_1225,U.S. fed funds rate remain at 0.37 pct,0.9933742,1.0,1,93fc651ddf3c72164750af8a531e377a,True,5,False,not_reviewed
nifty_1225,U.S. fed funds rate remain at 0.37 pct,nifty_1227,U.S. fed funds rate remains at 0.37 pct,0.99337405,1.0,6,59ded5015534bbfdb9674227ccefe750,True,5,False,not_reviewed
nifty_1239,"U.S. doing well on inflation, employment -Fed's Rosengren",nifty_1239,"U.S. doing well on inflation, employment: Fed's Rosengren",0.9932403,0.6666666666666666,0,5677ea4b81a345ec6202351044b6a6fe,True,5,False,not_reviewed
nifty_860,Fed won't allow inflation upon exit -Williams,nifty_860,Fed won't allow inflation upon exit: Williams,0.993223,0.75,0,fda17a24164d29d431785e9839ef777d,True,5,False,not_reviewed
nifty_1437,Quarles Would Be Another ‘Clone’ at the Fed,nifty_1439,Quarles Would Be a ‘Clone’ at the Fed,0.9930796,0.6,2,a0f39822ad28fede0c3c0a2375144f0e,True,5,False,not_reviewed
nifty_860,Fed is moving toward normalizing policy- Williams,nifty_860,Fed is moving toward normalizing policy: Williams,0.9929305,0.6666666666666666,0,c8aa753146e45c0427aa84ae35c5551b,True,5,False,not_reviewed
nifty_932,Monetary policy will not solve all U.S. job market ills-Evans,nifty_932,Monetary policy will not solve all U.S. job market ills: Evans,0.9929144,1.0,0,6939397e310010f5f646ace907067ee5,True,5,False,not_reviewed
nifty_185,US commercial paper market falls in week-Fed,nifty_234,U.S. commercial paper market falls in week - Fed,0.9929077,0.3333333333333333,91,bb31449d8febc1203ab550eaa1d10b53,True,5,False,not_reviewed
nifty_808,Asset bubbles risk grows with better U.S. economy -Fed's Bullard,nifty_808,Asset bubbles risk grows with better U.S. economy: Fed's Bullard,0.9926284,0.5,0,9e9081cc8e438e6260d5e06d2202583a,True,5,False,not_reviewed
nifty_684,Fed's Kocherlakota - markets wrong if think Fed now more hawkish,nifty_684,Fed's Kocherlakota: markets wrong if think Fed now more hawkish,0.9925935,0.4,0,213b7852ae23340c90faf7cdb6e57319,True,5,False,not_reviewed
nifty_500,"Fed to miss on inflation, jobs for 'several years'-Williams",nifty_500,"Fed to miss on inflation, jobs for 'several years': Williams",0.99258244,0.5,0,8f24af69a2fe5bec507928da25827df5,True,5,False,not_reviewed
nifty_557,Bernanke probably won't stand for third term at Fed - NYT,nifty_557,Bernanke probably won't stand for third term at Fed: NYT,0.992356,1.0,0,e69a5e125873f20b902543f4056fb032,True,5,False,not_reviewed
nifty_276,OECD: US Fed should begin to hike interest rates,nifty_276,OECD: Fed should begin to hike interest rates,0.9920615,0.6,0,01df5839b53c9fcfcbc6f99ef5d66b81,True,5,False,not_reviewed
nifty_218,HIGHLIGHTS-Bernanke testifies on economy to House panel,nifty_218,Highlights: Bernanke testifies on economy to House panel,0.992027,0.8,0,3e8c4e869adbc1936137e60a3c655642,True,5,False,not_reviewed
nifty_740,Fed must take longer-term view to hit inflation target: Fisher,nifty_740,Fed must take longer-term view to hit inflation target - Fisher,0.9920001,1.0,0,286f4f39f5a5a3b6d06e02c0a51336a8,True,5,False,not_reviewed
nifty_165,Analysts' view: What economists are saying about Fed's QE2,nifty_165,Analyst view: What economists are saying about Fed's QE2,0.9919689,0.6666666666666666,0,855c10229c26f0d8a0e5b25010e5227d,True,5,False,correct
nifty_165,Analyst view: What economists are saying about Fed's QE2,nifty_166,Analysts' view: What economists are saying about Fed's QE2,0.9919689,0.6666666666666666,1,932a1a82bce7ae1546098ff6fc3ab5a6,True,5,False,not_reviewed
nifty_166,Analysts' view: What economists are saying about Fed's QE2,nifty_166,Analyst view: What economists are saying about Fed's QE2,0.9919689,0.6666666666666666,0,855c10229c26f0d8a0e5b25010e5227d,True,5,False,correct
nifty_165,Analysts' view: What economists are saying about Fed's QE2,nifty_166,Analyst view: What economists are saying about Fed's QE2,0.9919688,0.6666666666666666,1,855c10229c26f0d8a0e5b25010e5227d,True,5,False,correct
nifty_889,Fed's George says rate hike possible this year - Dow Jones,nifty_889,Fed's George says rate hike possible this year: Dow Jones,0.99194443,0.8571428571428571,0,96aa6297f41ca95cacf986b500211f6d,True,5,False,correct
nifty_808,Jobless drop will force Fed to more 'traditional' policy -Bullard,nifty_808,Jobless drop will force Fed to more 'traditional' policy: Bullard,0.9917417,0.6,0,d0966fbee7fbf370fac19f313f8d3777,True,5,False,not_reviewed
nifty_1008,Fed aims not to surprise markets when it drops 'patient' -Powell,nifty_1008,Fed aims not to surprise markets when it drops 'patient': Powell,0.9916242,0.6,0,2ccbc998ffda71aa9ec2db891517aa23,True,5,False,not_reviewed
nifty_272,Fed's should drop core inflation emphasis -Bullard,nifty_273,Fed should drop core inflation emphasis: Bullard,0.9913015,0.5,1,f121a82876507b493850691ec1e99e99,True,5,False,not_reviewed
nifty_181,Internal Fed debate over easing healthy-Bullard,nifty_181,Internal Fed debate over easing healthy: Bullard,0.99095476,0.75,0,256e4955abdc9f0e39acf1dff63656f2,True,5,False,not_reviewed
nifty_916,Three Fed banks pushed again for discount rate hike -minutes,nifty_916,Three Fed banks pushed again for discount rate hike: minutes ,0.9908248,1.0,0,5d503c67af79f21b7909e1523d876a1f,True,5,False,correct
nifty_170,US Democrats applaud Fed's bond buying program,nifty_170,Democrats applaud Fed's bond buying program,0.9897206,0.6,0,94add4ab3cb0156a90c31e44f2b5a248,True,5,False,not_reviewed
nifty_665,"Fed could keep up bond buys, end in autumn if sure on jobs -Evans",nifty_665,"Fed could keep up bond buys, end in autumn if sure on jobs: Evans",0.9889641,0.6666666666666666,0,c5db187ac9d90e69c8f68983f62b0a68,True,5,False,not_reviewed
