row_idx,pair_id,text1,text2,doer_label,confidence,evaluator_verdict,human_label,human_notes
18446,b12f664589a92313f7ba2ad749d9f759,European shares slip as oils weigh; banks rebound,"Banks, earnings worries drag down European shares",True,5,incorrect,,
18829,2a0a01c2874cec8b4b12a8491ecbc7de,Europe Factors to Watch-Shares set to pause; earnings flurry in focus,"Europe Factors to Watch-Shares set to bounce, Inditex in focus",True,3,incorrect,,
18844,a36d65cb88313556ddca4accae34bbf1,European Factors to Watch-Shares set to consolidate after strong week,European Factors to Watch- Shares to edge slightly higher,True,3,incorrect,,
18855,6a47bd9efc633ca61a4abc06b218104a,European shares hit by euro zone jitters,European shares steady ahead of euro zone meeting,True,3,incorrect,,
18856,46c65cde5ccf03c54c18950d990acde9,European Stocks Decline,European Stocks Pull Back From Losses,True,4,incorrect,,
18868,b0cc173267fda602ca613d347ce3b520,European Stocks Eke Out a Gain,European Stocks Surge,True,4,incorrect,,
19845,b8b6e5a904681f6ed902e2d59a32ff06,European shares seen opening higher - bookies,European Shares Rise,True,5,incorrect,,
19963,24899822418396817a519a71848ea211,Europe's Stocks Firm,Europe's Stocks Jump,True,3,incorrect,,
20065,f56853468810c9c500dec48cb8c6c77a,European Stocks Inch Higher,European Stocks Surge,True,3,incorrect,,
20067,f274ab7b31b054a0107ecbc42d72580c,European Stocks Surge,European Stocks Inch Higher,True,3,incorrect,,
20080,952ef7c5339f98dd2a2d32aa3f1f991c,European Markets Turn Lower,European Markets Jolted,True,3,incorrect,,
20094,ec2f6a668468467dc28894e76ab852ab,European Stocks Nudge Upward,European Stocks Surge,True,3,incorrect,,
20099,53509f39621213211ff39b85bdb652f9,European Stocks Inch Upward,European Stocks Jump,True,3,incorrect,,
20105,cbecaef1f62488e4828c3223a1c54c89,European Stocks Slip,European Stocks Drop,True,4,incorrect,,
21065,fd63e3221e4b276a808400c6e26f7cfe,European Stocks Finish Lower,European Stocks Hit Hard,False,3,incorrect,,
21114,25a2d7576416e30dcca53a314013327f,European Stocks Edge Down,European Stocks Hit Hard,True,3,incorrect,,
21115,ec9adf6c595c2c5af76411b0f1be4fbb,European Stocks Hit Hard,European Stocks Edge Down,True,3,incorrect,,
21150,09619b20d20ff354a3be18036316f173,European Stocks Retreat,European Stocks Plunge,True,5,incorrect,,
22786,628a04e12d6bdb821f26a8721c20f763,European Stocks Close Sharply Higher,European Stocks Edge Higher,True,5,incorrect,,
25330,31a41441aae25660b44e8f8c4e1708b3,European Markets Rally,European Markets Rise Slightly,True,5,incorrect,,
26071,726410c2b795e982578ff82269bfa4c9,European Stocks Rise Slightly,European Stocks Close Sharply Higher,True,5,incorrect,,
26753,16ec2ee1c9716b577cf65e4bd74d4934,European Stocks End Higher,European Stocks Inch Up,True,5,incorrect,,
26868,584ee913898c09077b99c0f7f07d605b,European Stocks Ease,European Stocks Rise Tepidly,True,5,incorrect,,
27970,acefeda146e75712d620a3098b59b7ee,European Stocks Rise 2.6%,European Stocks End Higher,True,5,incorrect,,
29671,0d013bd9cf47bbe97a6f6b0ca261f9ad,European Stocks Ease,European Stocks Nudge Higher,True,5,incorrect,,
30079,65d57727817debb6d863d728d1684d54,European Stocks Back to Nearly,European Stocks Nudge Upward,False,3,incorrect,,
30296,f1766c2d57456aba0390ef4ca7faff29,European Stocks Hit Hard,European Stocks Inch Downward,False,5,incorrect,,
30309,68d14baf8307e37dcb87375cac8d9afe,European Shares Advance,European Shares Bounce Back,False,2,incorrect,,
30313,842c420143b729c4138d2342c9d444b2,European Stocks Rise Slightly,European Stocks Recover,False,3,incorrect,,
30746,6a369e7c9a058d83c03072de78b8c26a,European Stocks Back to Nearly,European Stocks Climb,False,5,incorrect,,
33807,53e2a822d3bab5e4def684aa80beeb34,European Stocks Back to Nearly,European Stocks Edge Upward,False,1,incorrect,,
33919,e4b02f6cc08a985747d20ae5a381149d,European Stocks Inch Higher,European Stocks Little Changed,True,4,incorrect,,
33949,d859fa9636f2035e8ecf12275049e5df,European Stocks Ease,European Stocks Push Higher,True,3,incorrect,,
39676,902520136f6080c9976a879849b67eb2,European Stocks Inch Up,European Stocks Bounce Back,True,5,incorrect,,
