id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_1313,SpaceX Signs First Customer for Launch of Refurbished Rocket,spacex|first customer|launch|refurbished rocket,nifty_1314,SpaceX Signs First Customer for Launch of Refurbished Rocket,spacex|first customer|launch|refurbished rocket,1.0000001,1.0,1
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,1.0,1.0,369
nifty_473,Analysis: Golden age or bubble? Plane-makers walk the line,analysis|golden age|bubble|plane-makers|the line,nifty_474,Analysis: Golden age or bubble? Plane-makers walk the line,analysis|golden age|bubble|plane-makers|the line,1.0,1.0,1
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,nifty_202,Semi-annual update on the AIR LIQUIDE liquidity contract,semi-annual update|the air liquide liquidity contract|air|liquide,1.0,0.75,188
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,nifty_889,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,0.99999994,1.0,1464
nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,nifty_889,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,0.99999994,1.0,1095
nifty_202,Semi-annual update on the AIR LIQUIDE liquidity contract,semi-annual update|the air liquide liquidity contract|air|liquide,nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,0.99999994,0.75,181
nifty_110,"Lockheed, L-3 Post Profit",lockheed|l-3|post|profit,nifty_211,"Lockheed, L-3 Post Profit",lockheed|l-3|post|profit,0.9999999,1.0,184
nifty_272,"Bombardier sees biz jet market recovery, slow 2011",bombardier|biz jet market recovery,nifty_273,"Bombardier sees biz jet market recovery, slow 2011",bombardier|biz jet market recovery,0.9999999,1.0,1
nifty_272,Caution on outlook rife at business aviation show,caution|outlook|business aviation show,nifty_273,Caution on outlook rife at business aviation show,caution|outlook|business aviation show,0.9999999,1.0,1
nifty_473,Golden age or bubble? Plane-makers walk the line,golden age|bubble|plane-makers|the line,nifty_474,Golden age or bubble? Plane-makers walk the line,golden age|bubble|plane-makers|the line,0.9999999,1.0,1
nifty_859,Malaysia Airlines Loss Widens,malaysia airlines loss|malaysia,nifty_917,Malaysia Airlines Loss Widens,malaysia airlines loss|malaysia,0.9999999,1.0,105
nifty_1090,Exclusive: Lockheed to buy United Tech's Sikorsky for over $8 billion,lockheed|united tech's sikorsky|united|tech|sikorsky,nifty_1091,Exclusive: Lockheed to buy United Tech's Sikorsky for over $8 billion,lockheed|united tech's sikorsky|united|tech|sikorsky,0.9999999,1.0,1
nifty_202,Semi-annual update on the AIR LIQUIDE liquidity contract,semi-annual update|the air liquide liquidity contract|air|liquide,nifty_889,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,0.9999999,0.75,1276
nifty_1320,SpaceX Seeks to Return Falcon 9 to Service in November,spacex|falcon|service|november,nifty_1321,SpaceX Seeks to Return Falcon 9 to Service in November,spacex|falcon|service|november,0.99999964,1.0,1
nifty_1097,United Airlines data breached by China-backed hackers - Bloomberg,united airlines data|china-backed hackers|united|airlines|china|bloomberg,nifty_1097,United Airlines data breached by China-backed hackers: Bloomberg,united airlines data|china-backed hackers|united|airlines|china|bloomberg,0.99672574,1.0,0
nifty_1209,China's Comac aims for first C919 flight by early 2017 -sources,china's comac|first c919 flight|-sources|china|comac,nifty_1209,China's Comac aims for first C919 flight by early 2017: sources,china's comac|first c919 flight|china|comac,0.995899,0.8,0
nifty_1160,Holiday delays likely at U.S. airports as security tightens - analysts,holiday delays|u.s. airports|security|- analysts|holiday|u.s.,nifty_1160,Holiday delays likely at U.S. airports as security tightens: analysts,holiday delays|u.s. airports|security|holiday|u.s.,0.9953624,0.8333333333333334,0
nifty_1038,U.S. airliners could be vulnerable to in-flight hacking -GAO,u.s. airliners|flight|u.s.|-gao,nifty_1038,U.S. airliners could be vulnerable to in-flight hacking: GAO,u.s. airliners|flight|u.s.|gao,0.9947769,0.6,0
nifty_812,"BAE Systems says US business close to ""bottoming out"" in 2014",bae systems|us business|bae|systems|us,nifty_812,BAE Systems says U.S. business close to 'bottoming out' in 2014,bae systems|u.s. business|bae|systems|u.s.,0.99014056,0.42857142857142855,0
nifty_656,Americans eye big summer breaks as economy rebounds -Orbitz,americans|big summer breaks|economy|-orbitz,nifty_656,Americans eye big summer breaks as economy rebounds: Orbitz,americans|big summer breaks|economy|orbitz,0.9900106,0.6,0
nifty_724,"Boeing: China needs 5,580 new aircraft over next 20 yrs","china|5,580 new aircraft|next 20 yrs|boeing",nifty_724,"Boeing: China needs 5,580 new aircraft over next 20 years","china|5,580 new aircraft|next 20 years|boeing",0.98934805,0.6,0
nifty_1038,"Wilbur Ross, Stanhope launch Virgin Money share sale - bookrunners",wilbur ross|stanhope|virgin money share sale|- bookrunners|wilbur|ross|virgin|money,nifty_1038,"Wilbur Ross, Stanhope launch Virgin Money share sale: bookrunners",wilbur ross|stanhope|virgin money share sale|wilbur|ross|virgin|money,0.988553,0.875,0
nifty_806,Virgin America picks banks for potential 2014 IPO -FT,virgin america|banks|potential 2014 ipo|virgin|america,nifty_806,Virgin America picks banks for potential 2014 IPO: FT,virgin america|banks|potential 2014 ipo|virgin|america|ft,0.988374,0.8333333333333334,0
nifty_573,"Research and Markets: China Air Transport and Airport Industry Report, 2011-2012",research|markets|china air transport and airport industry report|china|air|transport|airport|industry|report,nifty_812,"Research and Markets: China Air Transport and Airport Industry Report, 2013-2016",research|markets|china air transport and airport industry report|china|air|transport|airport|industry|report,0.9869215,1.0,450
nifty_739,Delayed take-off: China cautious on large aircraft programme,delayed take-off|china|large aircraft programme,nifty_739,Delayed take-off: China cautious on large aircraft program,delayed take-off|china|large aircraft program,0.9844236,0.5,0
nifty_83,Airline-Passenger Satisfaction Improves,airline-passenger satisfaction,nifty_681,Airlines' Passenger-Satisfaction Improves,airlines' passenger-satisfaction,0.983764,0.0,1106
nifty_581,Delta CEO -new venture to have a quarter of transatlantic market,delta ceo -new venture|a quarter|transatlantic market|delta,nifty_581,Delta CEO: new venture to have a quarter of transatlantic market,delta ceo|new venture|a quarter|transatlantic market|delta|ceo,0.9829504,0.42857142857142855,0
nifty_111,Lufthansa Narrows Loss,lufthansa|loss,nifty_853,Lufthansa Loss Narrows,lufthansa loss|lufthansa,0.981631,0.3333333333333333,1378
nifty_563,INSIGHT-Boeing may take year to decide on mini-jumbo revamp,insight-boeing|year|mini-jumbo revamp|insight|boeing,nifty_563,Insight: Boeing may take year to decide on mini-jumbo revamp,insight|boeing|year|mini-jumbo revamp,0.9814478,0.8,0
nifty_338,Bombardier C-Series sales target at risk - analyst,bombardier c-series sales target|risk|- analyst|bombardier|series,nifty_338,Bombardier C-Series sales target at risk: analyst,bombardier c-series sales target|risk|analyst|bombardier|series,0.9805125,0.6666666666666666,0
nifty_473,"China to buy over 2,500 planes in 5 yrs to 2015 - Xinhua","china|over 2,500 planes|5 yrs|xinhua",nifty_473,"China to buy over 2,500 planes in 5 years to 2015: Xinhua","china|over 2,500 planes|5 years|xinhua",0.978597,0.6,0
nifty_3,Corporate jets get some U.S. bank execs to Capitol Hill,corporate jets|some u.s. bank execs|capitol hill|u.s.|capitol|hill,nifty_3,Corporate jets get some bank execs to Capitol Hill,corporate jets|some bank execs|capitol hill|capitol|hill,0.977543,0.5714285714285714,0
nifty_207,A wing and a prayer: outsourcing at Boeing,a wing|a prayer|outsourcing|boeing,nifty_207,Special Report: A wing and a prayer: outsourcing at Boeing,special report|a wing|a prayer|outsourcing|boeing|special|report,0.9764765,0.5714285714285714,0
nifty_86,Spirit Cancels Flights Through Wednesday,spirit|flights|wednesday,nifty_86,Spirit Cancels Flights Through Tuesday,spirit|flights|tuesday,0.9762591,0.5,0
nifty_592,Alitalia investors consider possible sale,alitalia investors|possible sale|alitalia,nifty_592,Alitalia investors consider possible sale: sources,alitalia investors|possible sale|sources|alitalia,0.9739336,0.75,0
nifty_839,U.S. Navy move to 'break' multiyear deal worries industry-Sikorsky,u.s. navy move|multiyear deal|industry-sikorsky|u.s.|navy|sikorsky,nifty_839,Navy move to 'break' multiyear deal worries industry: Sikorsky,navy move|multiyear deal|industry|navy|sikorsky,0.9728977,0.375,0
nifty_1148,Virgin America’s Profit Jumps on Lower Fuel Costs,virgin america’s profit|lower fuel costs|virgin|america,nifty_1206,Virgin America’s Profit Rises on Lower Fuel Costs,virgin america’s profit|lower fuel costs|virgin|america,0.9720185,1.0,112
nifty_746,Some key Alitalia investors will join cash call-source,some key alitalia investors|cash call-source|alitalia,nifty_746,Some key Alitalia investors will join cash call: source,some key alitalia investors|cash call|alitalia,0.97167784,0.5,0
nifty_325,AirAsia Profit Falls 48%,airasia profit|airasia,nifty_423,AirAsia's Profit Falls 56%,airasia's profit|airasia,0.9671759,0.3333333333333333,183
nifty_815,UPDATE 1-Boeing Black: This smartphone will self-destruct...,update|boeing black|this smartphone|boeing|black,nifty_815,Boeing Black: This smartphone will self-destruct..,this smartphone|boeing|black,0.9669107,0.6,0
nifty_202,Semi-annual update on the AIR LIQUIDE liquidity contract,semi-annual update|the air liquide liquidity contract|air|liquide,nifty_499,AIR LIQUIDE : Semi-annual update on the AIR LIQUIDE liquidity contract,air liquide|semi-annual update|the air liquide liquidity contract|air|liquide,0.96563536,0.8,547
nifty_99,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,nifty_499,AIR LIQUIDE : Semi-annual update on the AIR LIQUIDE liquidity contract,air liquide|semi-annual update|the air liquide liquidity contract|air|liquide,0.96563536,0.6,735
nifty_300,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,nifty_499,AIR LIQUIDE : Semi-annual update on the AIR LIQUIDE liquidity contract,air liquide|semi-annual update|the air liquide liquidity contract|air|liquide,0.96563524,0.6,366
nifty_499,AIR LIQUIDE : Semi-annual update on the AIR LIQUIDE liquidity contract,air liquide|semi-annual update|the air liquide liquidity contract|air|liquide,nifty_889,Semi-Annual Update on the AIR LIQUIDE Liquidity Contract,semi-annual update|the air liquide liquidity contract|air,0.9656352,0.6,729
nifty_956,U.S. Airlines Expect Rise in Thanksgiving Air Travelers,u.s. airlines|rise|thanksgiving air travelers|u.s.|thanksgiving,nifty_1349,U.S. Airlines Expect Slight Rise in Thanksgiving Air Travel,u.s. airlines|slight rise|thanksgiving air travel|u.s.|thanksgiving,0.96516675,0.42857142857142855,727
nifty_424,India: No Plans to Cancel Kingfisher License,india|no plans|kingfisher license|kingfisher,nifty_548,India May Cancel Kingfisher License,india|kingfisher license,0.9640964,0.5,228
nifty_447,US Airways Pushes Merger,us airways|merger|us|airways,nifty_462,US Airways Makes Push for Potential Merger,us airways|push|potential merger|us|airways,0.9638343,0.5,28
nifty_413,Singapore Airlines Net Profit Falls 53%,singapore airlines net profit|singapore|airlines,nifty_900,Singapore Airlines Net Profit Falls 71%,singapore airlines net profit|singapore|airlines,0.9631058,1.0,909
nifty_544,EADS-BAE deal risks collapse due to govts-sources,eads-bae deal|collapse|govts|eads|bae,nifty_544,EADS-BAE deal risks collapse due to governments: sources,eads-bae deal|collapse|governments|eads|bae,0.96301305,0.6666666666666666,0
nifty_645,Liberty Global's $15.8 bln Virgin Media deal cleared in EU,liberty global's $15.8 bln virgin media deal|liberty|global|virgin|media|eu,nifty_645,Liberty Global's $15.8 billion Virgin Media deal cleared in EU,liberty global's $15.8 billion virgin media deal|liberty|global|virgin|media|eu,0.9600549,0.7142857142857143,0
nifty_1146,JetBlue Profit Rises on Low Fuel Costs,jetblue profit|low fuel costs|jetblue,nifty_1293,Low Fuel Costs Help JetBlue’s Profit Rise,low fuel costs|jetblue’s profit|jetblue,0.95905715,0.5,273
nifty_803,Boeing May Boost 737 Production,boeing|737 production,nifty_936,Boeing Will Boost 737 Production,boeing|737 production,0.95840544,1.0,240
nifty_391,TEXT-Fitch:Aircraft funding sources adequate to support 2012 growth,text-fitch|aircraft funding sources|2012 growth|text|fitch,nifty_391,Fitch: Aircraft Funding Sources Adequate to Support 2012 Growth,fitch|aircraft funding sources|2012 growth,0.9559657,0.6,0
nifty_889,Lockheed says F-35 investments will save $1.8 bln by 2019,lockheed|f-35 investments|f-35,nifty_889,Lockheed says F-35 investments will save $1.8 billion by 2019,lockheed|f-35 investments|f-35,0.95354915,1.0,0
nifty_633,EADS CEO sees more defence industry consolidation,eads ceo|more defence industry consolidation|eads,nifty_633,EADS CEO predicts more defense industry consolidation,eads ceo|more defense industry consolidation|eads,0.95292467,0.5,0
nifty_531,Strike Forces Lufthansa to Cancel Flights,strike|lufthansa|flights,nifty_633,Lufthansa Cancels Flights Amid Strike,lufthansa|flights|strike,0.95278966,1.0,196
nifty_333,"China to need 5,000 jets worth $600 bln over 20 yrs -Boeing exec","china|5,000 jets|20 yrs|-boeing",nifty_333,China to need $600 bln worth of jets over 20 yrs -Boeing exec,china|$600 bln worth|jets|20 yrs|-boeing,0.95268047,0.5,0
nifty_438,Air India Will Take Delivery of All Dreamliners,air india|delivery|all dreamliners|air|india,nifty_531,Air India Gets Delivery of Dreamliner,air india|delivery|dreamliner|air|india,0.95122933,0.6666666666666666,170
nifty_581,TEXT - Fitch says strategic value upside clear in Delta's Virgin stake,text - fitch|strategic value upside|delta's virgin stake|fitch|delta|virgin,nifty_581,Fitch: Strategic Value Upside Clear in Delta's Virgin Stake,fitch|strategic value upside|delta's virgin stake|delta|virgin,0.94968504,0.8333333333333334,0
nifty_45,UPDATE 1-Airlines climbing out of recession - IATA,update|airlines|recession|iata,nifty_45,Airlines climbing out of recession: IATA,airlines|recession|iata,0.94939804,0.75,0
nifty_1221,UPDATE 1-Lockheed Martin to invest more in hypersonic aircraft -CEO,lockheed martin|hypersonic aircraft|-ceo|update|lockheed|martin,nifty_1221,Lockheed Martin to invest more in hypersonic aircraft: CEO,lockheed martin|hypersonic aircraft|lockheed|martin|ceo,0.9493067,0.5714285714285714,0
nifty_468,Air India Cancels 24 Flights,air india|24 flights|air|india,nifty_469,Air India Cancels 36 Flights,air india|36 flights|air|india,0.949215,0.6,1
nifty_873,European shares retreat as Lufthansa's woes hit travel stocks,european shares|lufthansa's woes|travel stocks|lufthansa,nifty_873,European shares retreat as Lufthansa drags down travel stocks,european shares|lufthansa|travel stocks,0.9482588,0.75,0
nifty_134,Airgas Rejects Air Products' Bid,airgas|air products' bid,nifty_192,Airgas Board Rejects Air Products' Bid,airgas board|air products' bid|airgas|board|air|products,0.94737005,0.3333333333333333,105
nifty_1091,Lockheed sees positive Pentagon view on Sikorsky buy,lockheed|positive pentagon view|sikorsky buy|pentagon|sikorsky,nifty_1091,UPDATE 1-Lockheed expects positive Pentagon view on Sikorsky buy,lockheed|positive pentagon view|sikorsky buy|update|pentagon|sikorsky,0.94727397,0.8333333333333334,0
nifty_219,UPDATE 2-Air France-KLM slumps after profit warning,air france-klm|profit warning|update|air|france|klm,nifty_219,Air France-KLM profit warning slump,air france-klm profit warning slump|air|france|klm,0.94619507,0.42857142857142855,0
nifty_103,Research and Markets: the Boeing Company: a Comprehensive Corporate Analysis on the Company,research|markets|the boeing company|a comprehensive corporate analysis|the company|boeing|company,nifty_496,Research and Markets: Boeing: Company Profile,research|markets|boeing|company profile|profile,0.94568825,0.3333333333333333,722
nifty_633,EADS CEO predicts more defense industry consolidation,eads ceo|more defense industry consolidation|eads,nifty_633,UPDATE 2-EADS CEO predicts more defence industry consolidation,eads ceo|more defence industry consolidation|eads,0.94566095,0.5,0
nifty_263,Strong Currency Lifts Korean Air's Profit,strong currency|korean air's profit,nifty_901,Currency Lifts Korean Air to Profit,currency|korean air,0.94300497,0.0,1185
nifty_74,Jet Airways Profit Rises 11%,jet airways profit|jet|airways,nifty_214,Jet Airways Net Profit Up 11%,jet airways net profit|jet|airways,0.9425756,0.5,258
nifty_83,Airline-Passenger Satisfaction Improves,airline-passenger satisfaction,nifty_283,Airline Satisfaction Improves,airline satisfaction,0.94237006,0.0,365
nifty_633,EADS CEO sees more defence industry consolidation,eads ceo|more defence industry consolidation|eads,nifty_633,UPDATE 2-EADS CEO predicts more defence industry consolidation,eads ceo|more defence industry consolidation|eads,0.9416913,1.0,0
nifty_855,Singapore Airlines Profit Falls 60%,singapore airlines profit|singapore|airlines,nifty_900,Singapore Airlines Net Profit Falls 71%,singapore airlines net profit|singapore|airlines,0.9415157,0.5,83
nifty_413,Singapore Airlines Net Profit Falls 53%,singapore airlines net profit|singapore|airlines,nifty_855,Singapore Airlines Profit Falls 60%,singapore airlines profit|singapore|airlines,0.9413565,0.5,826
nifty_281,JetBlue Pilots Seek Union Vote,jetblue pilots|union vote|jetblue,nifty_845,JetBlue Pilots Vote to Unionize,jetblue pilots|jetblue,0.9409316,0.6666666666666666,1051
nifty_824,UPDATE 2-Lufthansa restores dividend as revamp bears fruit,lufthansa|dividend|revamp|fruit,nifty_824,RPT-UPDATE 2-Lufthansa restores dividend as revamp bears fruit,lufthansa|dividend|revamp|fruit|rpt,0.93992025,0.8,0
nifty_764,"Lockheed Martin to Cut 4,000 Jobs","lockheed martin|4,000 jobs|lockheed|martin",nifty_1216,"Lockheed Martin Seeks to Cut 1,000 Jobs","lockheed martin|1,000 jobs|lockheed|martin",0.93827075,0.6,845
nifty_458,Boeing's Profit Jumps,boeing's profit|boeing,nifty_463,Boeing Supplier's Profit Jumps,boeing supplier's profit,0.9369766,0.0,8
nifty_381,Kingfisher Chairman: Expect to Meet Lenders This Week,kingfisher chairman|lenders|kingfisher|chairman,nifty_530,Kingfisher Lenders Seek Meeting With Chairman,kingfisher lenders|meeting|chairman,0.9355798,0.16666666666666666,275
nifty_670,Pratt & Whitney Aims for More F-35 Engine Deals,pratt|whitney|more f-35 engine deals|f-35,nifty_925,Pratt & Whitney Close to F-35 Engine Deal,pratt|whitney|f-35 engine deal|f-35,0.9324911,0.6,474
nifty_966,"Research and Markets: Global Business Jet Market Outlook, 2020: Bombardier, Gulfstream, Cessna, Dassault & Embraer Dominate the $33 Billion industry",global business jet market outlook|bombardier|gulfstream|cessna|dassault|embraer|the $33 billion industry|research|markets|global|business|market|outlook,nifty_1043,"Research and Markets: Global Business Jet Market 2015-2019 with Bombardier, Cessna, Dassault Aviation, Embraer & Gulfstream Dominating",research|markets|global business jet market|bombardier|cessna|dassault aviation|embraer|global|business|jet|market|dassault|aviation|gulfstream,0.9322749,0.5882352941176471,149
nifty_403,"Airbus, Boeing Rivalry Intensifies","airbus, boeing rivalry|airbus|boeing",nifty_874,"Airbus, Boeing Enter New Rivalry",airbus|boeing|new rivalry,0.9320305,0.5,877
nifty_859,Air Canada Loss Widens,air canada loss|air|canada,nifty_1004,Air Canada Quarterly Loss Widens,air canada quarterly loss|air|canada,0.93013453,0.5,272
nifty_217,UPDATE 1-AIRSHOW-Gulfstream says business jet market recovering,airshow-gulfstream|business jet market|gulfstream,nifty_217,Gulfstream says business jet market recovering,gulfstream|business jet market,0.9285223,0.6666666666666666,0
nifty_909,Boeing Plans Further 737 Production Boost,boeing|further 737 production boost,nifty_936,Boeing Will Boost 737 Production,boeing|737 production,0.9283729,0.3333333333333333,49
nifty_1195,JetBlue Profit Doubles on Cheap Fuel,jetblue profit|cheap fuel|jetblue,nifty_1243,JetBlue Profit Soars on Cheap Fuel,jetblue profit|cheap fuel|jetblue,0.927839,1.0,89
nifty_1199,Flight control: China banks pilot jet leasing firms in chase for $228 billion market,china banks|jet leasing firms|chase|$228 billion market|china,nifty_1199,REFILE-Flight control: China banks pilot jet leasing firms in chase for $228 bln market,china banks|jet leasing firms|chase|$228 bln market|refile|china,0.92665464,0.5714285714285714,0
nifty_48,"US Airways, United in Talks",us airways|united|talks|us|airways,nifty_51,United-US Airways Talks Intensify,us airways|united|us|airways,0.9264005,0.8,6
nifty_1204,Boeing sees new aircraft demand worth $550 bln in SE Asia in 20 yrs,boeing|new aircraft demand|se asia|20 yrs|se|asia,nifty_1204,AIRSHOW-Boeing sees new aircraft demand worth $550 bln in SE Asia over 20 yrs,airshow-boeing|new aircraft demand|se asia|20 yrs|airshow|boeing|se|asia,0.92570144,0.75,0
nifty_546,American Airlines Finds Seat Problems,american airlines|seat problems|american,nifty_547,American Airlines Finds More Problems With Seats,american airlines|more problems|seats|american|airlines,0.9256301,0.3333333333333333,1
nifty_860,Unipol would sell its 0.3 pct stake in Alitalia if asked - CEO,unipol|its 0.3 pct stake|alitalia|ceo,nifty_860,Unipol would sell its 0.3 percent stake in Alitalia if asked: CEO,unipol|its 0.3 percent stake|alitalia|ceo,0.92405206,0.6,0
nifty_583,"INTERVIEW-Lockheed well-placed amid global insecurities, CEO says",global insecurities|ceo|lockheed,nifty_583,"Lockheed well-placed amid global insecurities, CEO says",lockheed|global insecurities|ceo,0.92404515,1.0,0
nifty_1204,Boeing sees new aircraft demand worth $550 bln in SE Asia in 20 yrs,boeing|new aircraft demand|se asia|20 yrs|se|asia,nifty_1204,Boeing sees new aircraft demand worth $550 billion in Southeast Asia over 20 years,boeing|new aircraft demand|southeast asia|20 years|southeast|asia,0.92242587,0.3333333333333333,0
nifty_1062,Etihad Airways says it will add $6.2 bln to U.S. economy by 2020,etihad airways|u.s. economy|etihad|airways|u.s.,nifty_1062,Etihad Airways says it will add $6.2 billion to U.S. economy by 2020 ,etihad airways|u.s. economy|etihad|airways|u.s.,0.9224193,1.0,0
nifty_128,Philippine Airlines See Cancellations,philippine airlines|cancellations,nifty_344,Philippine Airlines Cancels Flights,philippine airlines|flights|philippine|airlines,0.9209723,0.2,397
nifty_147,Boeing Delays Jet's Delivery,boeing|jet's delivery,nifty_739,Boeing Faces Possible Jet-Delivery Delays,boeing|possible jet-delivery delays,0.91897625,0.3333333333333333,1098
nifty_206,India Likely to Give Order for 126 Fighter Jets by December,india|order|126 fighter jets|december,nifty_219,India to Order 126 Fighter Jets by September,india|126 fighter jets|september,0.9188907,0.4,22
nifty_1146,JetBlue Profit Rises on Low Fuel Costs,jetblue profit|low fuel costs|jetblue,nifty_1243,JetBlue Profit Soars on Cheap Fuel,jetblue profit|cheap fuel|jetblue,0.9188064,0.5,182
nifty_283,Airline Satisfaction Improves,airline satisfaction,nifty_681,Airlines' Passenger-Satisfaction Improves,airlines' passenger-satisfaction,0.9187134,0.0,741
nifty_932,Pilots Union Plans New Lufthansa Strikes,pilots union|new lufthansa strikes|pilots|union|lufthansa,nifty_1021,Lufthansa Pilots Union Calls for Strike,lufthansa pilots union|strike|lufthansa|pilots|union,0.91810054,0.42857142857142855,172
nifty_189,"UPDATE 1-Fujitsu, Boeing in aircraft supply chain deal - Nikkei",update|fujitsu|boeing|aircraft supply chain deal|nikkei,nifty_189,"Fujitsu, Boeing in aircraft supply chain deal: Nikkei",fujitsu|boeing|aircraft supply chain deal|nikkei,0.91571486,0.8,0
nifty_275,Flights Seen Resuming as Ash Clouds Clear,flights|ash clouds,nifty_276,Flights Seen Resuming as Ash Clears,flights|ash,0.91495067,0.3333333333333333,1
nifty_1243,JetBlue Profit Soars on Cheap Fuel,jetblue profit|cheap fuel|jetblue,nifty_1293,Low Fuel Costs Help JetBlue’s Profit Rise,low fuel costs|jetblue’s profit|jetblue,0.91451955,0.2,91
nifty_1146,JetBlue Profit Rises on Low Fuel Costs,jetblue profit|low fuel costs|jetblue,nifty_1195,JetBlue Profit Doubles on Cheap Fuel,jetblue profit|cheap fuel|jetblue,0.91414076,0.5,93
nifty_731,Air France Plans More Cost Cuts,air france|more cost cuts|air|france,nifty_1148,Air France Seeks Cost Cuts Despite Higher Profit,air france|cost cuts|higher profit|air|france,0.91405404,0.5,771
nifty_281,IATA Cuts Airline Profit Forecast,iata|airline profit forecast,nifty_383,IATA Cuts Airline Forecast,iata|airline forecast,0.91388184,0.3333333333333333,184
nifty_603,Ryanair Raises Forecasts,ryanair|forecasts,nifty_932,Ryanair Raises Passenger Forecast,ryanair|passenger forecast,0.9122545,0.3333333333333333,605
nifty_60,Boeing Delays 787 Fuselage Shipments,boeing|787 fuselage shipments,nifty_206,Boeing Delays 787 Deliveries,boeing|787 deliveries,0.91091645,0.3333333333333333,267
nifty_553,Etihad would be interested in govt's Aer Lingus stake,etihad|govt's aer lingus stake|aer|lingus,nifty_553,Etihad would be interested in Irish government's Aer Lingus stake,etihad|irish government's aer lingus stake|aer|lingus,0.91026366,0.6,0
nifty_409,EasyJet Soars as Revenue Grows,easyjet|revenue,nifty_797,Easyjet Revenue on the Rise,easyjet revenue|the rise,0.90902644,0.0,728
nifty_932,Pilots Union Plans New Lufthansa Strikes,pilots union|new lufthansa strikes|pilots|union|lufthansa,nifty_933,Lufthansa Pilots Plan New Strike,lufthansa pilots|new strike|lufthansa,0.90784836,0.14285714285714285,4
nifty_756,Boeing to Increase 737 Production,boeing|737 production,nifty_936,Boeing Will Boost 737 Production,boeing|737 production,0.90763396,1.0,336
nifty_803,Boeing May Boost 737 Production,boeing|737 production,nifty_909,Boeing Plans Further 737 Production Boost,boeing|further 737 production boost,0.9074295,0.3333333333333333,191
