distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
LogNormal,50,0.22457999256867817,0.83744557329463,4.449159985137356,15.651964654304823,"[5.2762421806267925, 1.663317541073152e-13]",96.0,89.0,92.0,73.0,87.5
Gamma,64,0.21701151153842188,0.9393939393939393,4.434023023076843,15.797143748195918,"[3.964121364965935e-09, 0.012412485787909319]",64.0,21.0,67.0,200.0,88.0
Burr_XII,50,0.2267789355266956,0.83744557329463,4.453557871053391,15.656362540220858,"[0.16152702783289632, 1.525159220291596]",98.0,89.0,94.0,74.0,88.75
Burr_XII,68,0.21333965123167647,0.9080459770114943,4.426679302463353,15.787030583336533,"[0.16524843471409034, 1.5677442033745461]",56.0,50.0,61.0,188.0,88.75
Burr_III,68,0.21341112814578192,0.9080459770114943,4.426822256291564,15.787173537164744,"[0.22932169148825296, 0.6104219574320802]",57.0,50.0,62.0,189.0,89.5
Burr_III,50,0.22680573678909724,0.83744557329463,4.453611473578195,15.65641614274566,"[0.21912365241933834, 0.6307606683730215]",99.0,89.0,95.0,75.0,89.5
Burr_XII,76,0.22335079956990167,0.8820598006644518,4.446701599139804,15.736540289057517,"[0.16372922694349562, 1.5486845442291313]",91.0,60.0,88.0,127.0,91.5
Logistic,50,0.22957100861937363,0.83744557329463,4.459142017238747,15.661946686406214,"[2.963560413918486e-09, 0.06571463565037033]",105.0,89.0,100.0,76.0,92.5
Burr_III,76,0.22340205239806463,0.8820598006644518,4.446804104796129,15.736642794713843,"[0.22493404177628554, 0.6194398337251753]",93.0,60.0,90.0,128.0,92.75
Logistic,68,0.21727689030657313,0.9080459770114943,4.434553780613146,15.794905061486327,"[3.4240446627826577e-09, 0.06913428641956833]",65.0,50.0,68.0,196.0,94.75
Gamma,50,0.230756852800613,0.83744557329463,4.461513705601226,15.664318374768692,"[3.7800270741505746e-09, 0.013302228854956908]",112.0,89.0,105.0,78.0,96.0
Gamma,68,0.21783588187958652,0.9080459770114943,4.435671763759173,15.796023044632353,"[3.585313108577961e-09, 0.012318007776445985]",68.0,50.0,71.0,198.0,96.75
Logistic,76,0.22759612710808697,0.8820598006644518,4.455192254216174,15.745030944133887,"[2.4593756731254968e-09, 0.06699495169462136]",101.0,60.0,96.0,135.0,98.0
Gamma,76,0.2277740617125232,0.8820598006644518,4.4555481234250465,15.74538681334276,"[4.365942667000548e-09, 0.01283230617203166]",102.0,60.0,97.0,137.0,99.0
Weibull,68,0.2205791167673242,0.9080459770114943,4.441158233534648,15.80150951440783,"[1.869164347939091, 1.895585025112866e-14]",77.0,50.0,77.0,205.0,102.25
Logistic,70,0.22102520511043813,0.7944444444444444,4.442050410220876,15.741435657643905,"[3.036877015891518e-09, 0.06770961657729994]",78.0,125.0,78.0,129.0,102.5
Exponential,76,0.3519783200669912,0.8820598006644518,2.7039566401339825,8.348875985092839,[0.125891825740413],338.0,60.0,7.0,6.0,102.75
Logistic,56,0.222254690019089,0.9305555555555556,4.444509380038178,15.814077267083748,"[4.227898654622887e-09, 0.07009163713566047]",83.0,30.0,82.0,217.0,103.0
Weibull,50,0.23399818280296034,0.8365384615384616,4.467996365605921,15.670801034773387,"[1.8016174810883534, 1.858477623493061e-15]",123.0,95.0,113.0,81.0,103.0
Burr_XII,70,0.22240676119679093,0.7944444444444444,4.444813522393582,15.744198769816611,"[0.16437731590013804, 1.5477548064870998]",84.0,125.0,83.0,132.0,106.0
Weibull,76,0.23174668828073117,0.8820598006644518,4.463493376561463,15.753332066479176,"[1.8396154913778844, 1.2717381636041186e-14]",114.0,60.0,106.0,144.0,106.0
Gamma,70,0.22257275324841064,0.7944444444444444,4.4451455064968215,15.74453075391985,"[3.6794221043392645e-09, 0.012723860322074421]",85.0,125.0,84.0,133.0,106.75
Burr_III,70,0.2226513308260504,0.7944444444444444,4.445302661652101,15.744687909075129,"[0.2257636094046175, 0.619916429237373]",86.0,125.0,85.0,134.0,107.5
Gamma,56,0.22337055514200066,0.9305555555555556,4.446741110284002,15.816308997329571,"[4.2535699138804544e-09, 0.012412621190279907]",92.0,30.0,89.0,219.0,107.5
LogNormal,65,0.20870825555729328,0.7619047619047619,4.417416511114586,15.779614514187305,"[4.990195435828509, 1.6133541992581601e-13]",36.0,178.0,46.0,180.0,110.0
Logistic,48,0.2317655187225642,0.7666666666666666,4.4635310374451285,15.633077192669525,"[2.8478182414814923e-09, 0.06512130310963586]",115.0,162.0,107.0,67.0,112.75
Burr_XII,47,0.22951429085470082,0.8192148760330578,4.4590285817094015,15.755554643513243,"[0.16387172267034414, 1.5511736702538652]",103.0,104.0,98.0,147.0,113.0
Weibull,70,0.2228806083253005,0.7930555555555556,4.445761216650601,15.74514646407363,"[1.8416437253507494, 6.1733494545508014e-15]",88.0,145.0,86.0,136.0,113.75
Logistic,78,0.2177564063505717,0.7412935323383084,4.435512812701143,15.721520083822579,"[3.1783642330159094e-09, 0.06737656303755066]",67.0,203.0,70.0,115.0,113.75
LogNormal,47,0.229532141980215,0.8192148760330578,4.45906428396043,15.75559034576427,"[5.096759062879125, 1.152807103806012e-13]",104.0,104.0,99.0,148.0,113.75
Burr_III,65,0.21103509507230664,0.7619047619047619,4.4220701901446136,15.784268193217331,"[0.22954917925987356, 0.6098579796879071]",43.0,178.0,52.0,183.0,114.0
Exponential,46,0.36361550796808023,0.8421875000000001,2.7272310159361606,8.356720932330155,[0.11680214769236319],363.0,79.0,8.0,7.0,114.25
LogNormal,70,0.2257132807316663,0.7944444444444444,4.451426561463332,15.750811808886361,"[5.097416869339131, 1.2965526260347004e-13]",97.0,125.0,93.0,143.0,114.5
Burr_III,47,0.22964555638508455,0.8192148760330578,4.459291112770169,15.755817174574009,"[0.2254261744230366, 0.6182247946881919]",106.0,104.0,101.0,149.0,115.0
Gamma,48,0.23352811223674988,0.7666666666666666,4.4670562244735,15.636602379697898,"[1.2747545825572633e-09, 0.012478156041206234]",120.0,162.0,110.0,68.0,115.0
Burr_XII,65,0.21116293041366008,0.7619047619047619,4.42232586082732,15.784523863900038,"[0.16532398991982045, 1.5688590513544702]",45.0,178.0,54.0,184.0,115.25
Burr_XII,48,0.23363881850150364,0.7666666666666666,4.467277637003007,15.636823792227405,"[0.15654333696260866, 1.5361791896206431]",121.0,162.0,111.0,69.0,115.75
Gamma,78,0.21900347083487617,0.7412935323383084,4.4380069416697525,15.724014212791188,"[3.632748832770581e-09, 0.012802462123662636]",71.0,203.0,73.0,116.0,115.75
Logistic,47,0.22991242315048258,0.8192148760330578,4.4598248463009655,15.756350908104805,"[3.350213103736978e-09, 0.067979387393366]",108.0,104.0,102.0,150.0,116.0
Burr_III,48,0.2338139708219622,0.7666666666666666,4.467627941643924,15.637174096868321,"[0.21334173486757674, 0.6243776234928075]",122.0,162.0,112.0,70.0,116.5
Weibull,78,0.21902886447127268,0.7412935323383084,4.438057728942545,15.724065000063982,"[1.8339598234852617, 6.480333197814632e-15]",73.0,203.0,74.0,117.0,116.75
LogNormal,45,0.2532179115671246,0.7990957570136796,4.506435823134249,15.68814007051141,"[5.2541797056169885, 1.8822157869436944e-13]",135.0,115.0,121.0,97.0,117.0
Gamma,47,0.23067149910481224,0.8192148760330578,4.461342998209624,15.757869060013466,"[4.203080838032192e-09, 0.012784518491172193]",111.0,104.0,104.0,151.0,117.5
Burr_XII,78,0.21920634419583435,0.7412935323383084,4.438412688391669,15.724419959513105,"[0.1641822102287548, 1.5422888323635275]",74.0,203.0,75.0,118.0,117.5
Burr_III,78,0.21945434021975516,0.7412935323383084,4.438908680439511,15.724915951560947,"[0.22485521123411242, 0.622553416702152]",75.0,203.0,76.0,119.0,118.25
Weibull,48,0.23404355960299558,0.7666666666666666,4.468087119205991,15.637633274430389,"[1.7929406763678837, 1.7706787338499958e-11]",126.0,162.0,114.0,71.0,118.25
LogNormal,49,0.24955628166738378,0.7854994629430719,4.4991125633347675,15.662551843585383,"[5.285648861734184, 3.6465489210177706e-13]",131.0,148.0,118.0,77.0,118.5
Burr_XII,45,0.25539845008738576,0.7990957570136796,4.510796900174771,15.692501147551933,"[0.16162960478139315, 1.5288117085926476]",138.0,115.0,124.0,98.0,118.75
LogNormal,48,0.23406410272753037,0.7666666666666666,4.468128205455061,15.637674360679458,"[5.32877513714792, 2.4543685121667283e-13]",127.0,162.0,115.0,72.0,119.0
Burr_XII,49,0.2513976317529855,0.7854994629430719,4.502795263505971,15.666234543756588,"[0.16110940530225532, 1.5242746337657298]",132.0,148.0,119.0,79.0,119.5
Burr_III,45,0.2554569384061834,0.7990957570136796,4.510913876812367,15.69261812418953,"[0.2196906173819013, 0.6289842315009305]",139.0,115.0,125.0,99.0,119.5
Burr_III,49,0.25146889215599094,0.7854994629430719,4.502937784311982,15.666377064562598,"[0.21844698930592674, 0.6311554751351856]",133.0,148.0,120.0,80.0,120.25
Logistic,45,0.25634662392687674,0.7990957570136796,4.512693247853753,15.694397495230916,"[1.952064631134061e-09, 0.06510083569503536]",141.0,115.0,126.0,101.0,120.75
Gamma,45,0.25660385466438956,0.7990957570136796,4.513207709328779,15.69491195670594,"[4.1546662428671034e-09, 0.01318267704940124]",142.0,115.0,127.0,102.0,121.5
Logistic,49,0.25387268468862884,0.7854994629430719,4.507745369377258,15.671184649627873,"[3.521385709740824e-09, 0.06562993379282674]",136.0,148.0,122.0,82.0,122.0
Gamma,49,0.2543293973533466,0.7854994629430719,4.508658794706693,15.67209807495731,"[3.3570675411292567e-09, 0.013290114314660362]",137.0,148.0,123.0,83.0,122.75
Weibull,56,0.23028504613709128,0.923611111111111,4.460570092274183,15.830137979319751,"[1.8744330672344358, 9.284518211794733e-16]",110.0,49.0,103.0,234.0,124.0
Logistic,65,0.21698865001851572,0.7619047619047619,4.433977300037031,15.79617530310975,"[4.272144395082017e-09, 0.06988528510697252]",63.0,178.0,66.0,199.0,126.5
Weibull,49,0.25670767440971676,0.7854994629430719,4.513415348819434,15.67685462907005,"[1.7970833500543435, 6.361383130639162e-14]",143.0,148.0,128.0,90.0,127.25
LogNormal,78,0.22345315663828189,0.7412935323383084,4.446906313276564,15.732913584398,"[5.124974429465593, 1.1312980934055319e-13]",95.0,203.0,91.0,124.0,128.25
Weibull,45,0.26086154918206056,0.7990957570136796,4.521723098364121,15.703427345741284,"[1.8076468261503464, 2.312919478024782e-13]",156.0,115.0,135.0,107.0,128.25
Logistic,66,0.21087080009923567,0.6911504424778762,4.421741600198471,15.728731419520978,"[4.2982084027200214e-09, 0.06872324737590543]",42.0,306.0,51.0,120.0,129.75
Gamma,65,0.21784959126418632,0.7619047619047619,4.4356991825283725,15.79789718560109,"[4.043760318693313e-09, 0.012373270790051995]",69.0,178.0,72.0,201.0,130.0
Weibull,66,0.21200000142269093,0.6911504424778762,4.424000002845382,15.730989822167889,"[1.842565819242766, 1.2724737609609387e-14]",52.0,306.0,58.0,121.0,134.25
LogNormal,75,0.25816114984906247,0.7935483870967743,4.516322299698125,15.742972258779403,"[5.157558322467081, 3.120574040369018e-13]",146.0,132.0,130.0,131.0,134.75
Gamma,66,0.21273327789624533,0.6911504424778762,4.42546655579249,15.732456375114998,"[2.445017454626963e-09, 0.012341722978661937]",54.0,306.0,60.0,123.0,135.75
LogNormal,73,0.23318749363813024,0.8360655737704918,4.466374987276261,15.822101988632681,"[4.981911193697122, 2.122453431619925e-13]",118.0,96.0,109.0,224.0,136.75
Weibull,65,0.22223035031354355,0.7619047619047619,4.444460700627087,15.806658703699805,"[1.870220314853074, 3.22163511610078e-13]",81.0,178.0,81.0,211.0,137.75
Burr_XII,66,0.2137290911179807,0.6911504424778762,4.427458182235961,15.734448001558468,"[0.1647063050123195, 1.5464274699796432]",60.0,306.0,63.0,125.0,138.5
Burr_III,66,0.21395677637569885,0.6911504424778762,4.427913552751398,15.734903372073903,"[0.22609400147693454, 0.620622389978065]",61.0,306.0,64.0,126.0,139.25
Burr_III,75,0.26158451705142716,0.7935483870967743,4.523169034102854,15.749818993184133,"[0.22324186730630083, 0.622598096032999]",161.0,132.0,138.0,139.0,142.5
LogNormal,66,0.21735705721965629,0.6911504424778762,4.434714114439313,15.74170393376182,"[5.089126597253172, 1.20771139920555e-13]",66.0,306.0,69.0,130.0,142.75
Burr_XII,75,0.26159411804783944,0.7935483870967743,4.523188236095679,15.749838195176958,"[0.1630628091310088, 1.5421151082813507]",162.0,132.0,139.0,140.0,143.25
Burr_III,73,0.24356122462719654,0.8360655737704918,4.487122449254393,15.842849450610814,"[0.22955797911846945, 0.6068745329559213]",128.0,96.0,116.0,240.0,145.0
Burr_XII,73,0.24401764868198292,0.8360655737704918,4.4880352973639654,15.843762298720387,"[0.16485273281946777, 1.5750328613827924]",129.0,96.0,117.0,241.0,145.75
Logistic,73,0.2576266493672458,0.8360655737704918,4.515253298734492,15.870980300090912,"[4.249757511628965e-09, 0.0702804367722007]",145.0,96.0,129.0,245.0,153.75
LogNormal,57,0.25971800273965384,0.8723404255319149,4.5194360054793075,15.888084140841618,"[4.954218296472959, 2.227215433293338e-13]",151.0,70.0,133.0,264.0,154.5
Logistic,75,0.26658247886481845,0.7935483870967743,4.533164957729637,15.759814916810916,"[2.717113146945742e-09, 0.06674825517622655]",181.0,132.0,154.0,153.0,155.0
Gamma,73,0.258742375766853,0.8360655737704918,4.517484751533706,15.873211752890127,"[3.894885181354959e-09, 0.012314162452070367]",147.0,96.0,131.0,249.0,155.75
Gamma,75,0.2668529841113039,0.7935483870967743,4.533705968222608,15.760355927303886,"[4.040629409765743e-09, 0.012947534262501705]",183.0,132.0,156.0,154.0,156.25
LogNormal,63,0.260364901599387,0.7555988315481986,4.520729803198774,15.776792057059444,"[5.12173906577834, 1.8138954855664944e-13]",152.0,187.0,134.0,176.0,162.25
Burr_XII,63,0.26107734754400086,0.7555988315481986,4.522154695088002,15.778216948948671,"[0.16332526962389451, 1.5499408410083864]",157.0,187.0,136.0,178.0,164.5
Burr_III,63,0.26114296067214027,0.7555988315481986,4.522285921344281,15.77834817520495,"[0.2244842611321679, 0.6187564479102281]",159.0,187.0,137.0,179.0,165.5
LogNormal,71,0.25961119824381457,0.7932203389830508,4.5192223964876295,15.876800392885936,"[4.9711356253588015, 2.5779943879670664e-13]",150.0,138.0,132.0,255.0,168.75
Logistic,63,0.2635507937829088,0.7555988315481986,4.527101587565817,15.783163841426488,"[2.5841579929053807e-09, 0.06712646857627357]",166.0,187.0,142.0,182.0,169.25
Burr_XII,69,0.2648415768878897,0.7096618357487923,4.529683153775779,15.709366178141094,"[0.1624052883480084, 1.5270462975901176]",170.0,256.0,145.0,109.0,170.0
Burr_III,69,0.2649772110241483,0.7096618357487923,4.529954422048297,15.70963744641361,"[0.2205815263001249, 0.6299480879098011]",171.0,256.0,146.0,110.0,170.75
Gamma,63,0.2647390143997707,0.7555988315481986,4.5294780287995415,15.785540282660211,"[4.136325195232483e-09, 0.01289968610939101]",169.0,187.0,144.0,185.0,171.25
Logistic,69,0.2653939638087642,0.7096618357487923,4.530787927617529,15.710470951982842,"[2.4721317883865074e-09, 0.06552564323012111]",172.0,256.0,147.0,111.0,171.5
Gamma,69,0.26568637261950195,0.7096618357487923,4.531372745239004,15.711055769604318,"[4.416063427784381e-09, 0.013287076906410063]",174.0,256.0,149.0,112.0,172.75
LogNormal,69,0.266000577134794,0.7096618357487923,4.532001154269588,15.711684178634902,"[5.243086250908356, 1.1701653164922456e-13]",177.0,256.0,151.0,113.0,174.25
Burr_XII,71,0.2622343875223597,0.7932203389830508,4.52446877504472,15.882046771443026,"[0.16546240671307025, 1.5723090280177323]",164.0,138.0,140.0,257.0,174.75
Burr_III,71,0.2622644432005594,0.7932203389830508,4.524528886401119,15.882106882799427,"[0.2301617038258366, 0.608249065783324]",165.0,138.0,141.0,258.0,175.5
Weibull,47,0.23298682572331053,0.6875,4.465973651446621,15.762499713250461,"[1.8440038675226695, 4.016020810563594e-19]",117.0,322.0,108.0,158.0,176.25
Weibull,73,0.267670426767891,0.8360655737704918,4.535340853535782,15.891067854892203,"[1.873392419668466, 3.5287270765704113e-13]",187.0,96.0,159.0,269.0,177.75
Exponential,47,0.5948404433125342,0.8192148760330578,3.1896808866250685,8.837943917526989,[0.1147876478734056],595.0,104.0,10.0,10.0,179.75
Weibull,69,0.2680602568096169,0.7096618357487923,4.536120513619234,15.715803537984549,"[1.8088740678164, 4.76664408802347e-14]",190.0,256.0,160.0,114.0,180.0
Burr_III,57,0.2711442437107462,0.8723404255319149,4.542288487421493,15.910936622783803,"[0.23068883957190084, 0.6052364407232904]",194.0,70.0,163.0,293.0,180.0
Exponential,50,0.5946119946060582,0.8038824383164005,3.1892239892121164,8.79062632379585,[0.1708278536165994],591.0,113.0,9.0,9.0,180.5
Burr_XII,57,0.27154279426478295,0.8723404255319149,4.543085588529566,15.911733723891876,"[0.1653354817032354, 1.5786411850519264]",197.0,70.0,165.0,294.0,181.5
Logistic,71,0.266247358831023,0.7932203389830508,4.532494717662046,15.890072714060352,"[3.1922127163687758e-09, 0.06942971325224707]",178.0,138.0,152.0,266.0,183.5
Gamma,71,0.2671254265262065,0.7932203389830508,4.534250853052413,15.89182884945072,"[4.003838146446067e-09, 0.01236709984963768]",184.0,138.0,157.0,271.0,187.5
Weibull,64,0.22310379238909916,0.6666666666666666,4.4462075847781986,15.809328309897273,"[1.8707478797845642, 2.3177815313707216e-19]",90.0,365.0,87.0,214.0,189.0
Weibull,71,0.2707128675965076,0.7932203389830508,4.541425735193015,15.899003731591321,"[1.8744511856466248, 9.861646792341677e-15]",192.0,138.0,162.0,278.0,192.5
Logistic,57,0.2849592023655849,0.8723404255319149,4.56991840473117,15.938566540093479,"[4.733167748278697e-09, 0.07056200596544211]",214.0,70.0,177.0,312.0,193.25
Gamma,57,0.2850641050661276,0.8723404255319149,4.570128210132255,15.938776345494565,"[3.6305520106641873e-09, 0.012171393988533273]",215.0,70.0,178.0,313.0,194.0
Exponential,70,0.6235392466145045,0.7944444444444445,3.247078493229009,8.896771116940524,[0.14135754430840664],642.0,123.0,12.0,12.0,197.25
Exponential,65,0.6038638145470547,0.75,3.2077276290941095,8.888826630630469,[0.15325195567222158],610.0,196.0,11.0,11.0,207.0
Logistic,53,0.2643808962935004,0.6574387947269302,4.528761792587001,15.764280945804012,"[2.706478963610169e-09, 0.0667279306834458]",167.0,379.0,143.0,162.0,212.75
Gamma,53,0.265511161348089,0.6574387947269302,4.531022322696178,15.766541475913188,"[3.5752555259563343e-09, 0.012847100985297578]",173.0,379.0,148.0,164.0,216.0
Weibull,53,0.26597523315603416,0.6574387947269302,4.531950466312068,15.767469619529079,"[1.830459070167775, 1.6590618972639405e-14]",176.0,379.0,150.0,165.0,217.5
LogNormal,79,0.2959934066504448,0.7399553571428571,4.59198681330089,15.876075619047405,"[5.02496106340109, 1.0196627935140374e-12]",227.0,211.0,187.0,252.0,219.25
Burr_XII,53,0.26648231159717667,0.6574387947269302,4.532964623194354,15.768483776411363,"[0.16319152438166343, 1.5426378867186867]",180.0,379.0,153.0,166.0,219.5
Burr_III,53,0.266629547253068,0.6574387947269302,4.5332590945061355,15.768778247723146,"[0.22345223398095856, 0.6222964560040563]",182.0,379.0,155.0,167.0,220.75
Burr_III,79,0.29926675689681176,0.7399553571428571,4.598533513793623,15.88262231954014,"[0.22801091733604525, 0.6117816334162702]",232.0,211.0,191.0,259.0,223.25
Burr_XII,79,0.2993486735620707,0.7399553571428571,4.5986973471241415,15.882786152870656,"[0.16458004228166226, 1.564731228315326]",233.0,211.0,192.0,261.0,224.25
LogNormal,53,0.269457425677513,0.6574387947269302,4.538914851355026,15.774434004572036,"[5.154395974137943, 9.262425986665972e-14]",191.0,379.0,161.0,173.0,226.0
Exponential,57,0.9881963402948597,0.8723404255319149,3.9763926805897194,9.660716748270875,[0.1825842862233056],816.0,70.0,20.0,20.0,231.5
Logistic,79,0.30464735390700237,0.7399553571428571,4.609294707814005,15.89338351356052,"[2.7127349888461522e-09, 0.0683097787946841]",244.0,211.0,200.0,273.0,232.0
Gamma,79,0.3050227561351634,0.7399553571428571,4.610045512270327,15.894134318016842,"[3.8262776981311755e-09, 0.012476604861041855]",245.0,211.0,201.0,274.0,232.75
Logistic,44,0.28600646589593925,0.655680224403927,4.572012931791878,15.759768621002115,"[2.477417338547409e-09, 0.06631177853255404]",216.0,386.0,179.0,152.0,233.25
Exponential,45,0.8018150863304359,0.7907488986784141,3.6036301726608717,9.194482296349452,[0.12089225125572303],755.0,146.0,16.0,16.0,233.25
Exponential,78,0.6472209502915721,0.7164179104477613,3.294441900583144,8.937445536143862,[0.1354723247642771],667.0,242.0,13.0,13.0,233.75
Gamma,44,0.28676961067676615,0.655680224403927,4.573539221353532,15.76129491056377,"[4.086908170974722e-09, 0.013012243591765884]",217.0,386.0,180.0,157.0,235.0
Burr_XII,44,0.28813042633059616,0.655680224403927,4.576260852661193,15.76401654187143,"[0.16252857771498405, 1.5401051652869926]",218.0,386.0,181.0,159.0,236.0
Weibull,44,0.2881775199855666,0.655680224403927,4.5763550399711335,15.76411072918137,"[1.8254804945560397, 1.878166550176578e-13]",220.0,386.0,182.0,160.0,237.0
Burr_III,44,0.28822929509292483,0.655680224403927,4.576458590185849,15.764214279396086,"[0.22222978982737132, 0.6234891306412936]",221.0,386.0,183.0,161.0,237.75
