distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Gamma,46,0.2865135909638444,0.621229127284184,4.573027181927689,21.489151348391957,"[9.131556005891766e-05, 0.03759407039315406]",4.0,432.0,1.0,200.0,159.25
LogNormal,47,0.299252294801703,0.631465529870206,4.598504589603406,21.51267512589538,"[4.45269154359949, 1.9520395051615814e-11]",98.0,193.0,71.0,276.0,159.5
Weibull,46,0.28662739364270257,0.621229127284184,4.573254787285405,21.48937895374967,"[1.1075361522074627, 0.12424880464859721]",5.0,432.0,2.0,201.0,160.0
Burr_XII,47,0.29929083784020377,0.631465529870206,4.598581675680408,21.512752211972384,"[0.22784919671725362, 1.4789259134909474]",99.0,193.0,72.0,277.0,160.25
Burr_III,47,0.29931826945867324,0.631465529870206,4.598636538917346,21.512807075209324,"[0.30045820641676935, 0.6508841098066627]",100.0,193.0,73.0,278.0,161.0
Burr_XII,46,0.28670068466281784,0.621229127284184,4.5734013693256355,21.489525535789905,"[0.2289144106058106, 1.464563013496543]",8.0,432.0,3.0,202.0,161.25
Logistic,47,0.2993439841190357,0.631465529870206,4.598687968238071,21.512858504530048,"[0.15985439800334456, 0.28850014930262813]",102.0,193.0,74.0,279.0,162.0
Burr_III,46,0.2867140848428815,0.621229127284184,4.573428169685763,21.48955233615003,"[0.2996864105855668, 0.658771402646818]",9.0,432.0,4.0,203.0,162.0
Logistic,46,0.28672267679444186,0.621229127284184,4.573445353588884,21.489569520053152,"[0.16776787571813498, 0.28808821968176856]",10.0,432.0,5.0,204.0,162.75
LogNormal,46,0.2868554357475561,0.621229127284184,4.573710871495113,21.48983503795938,"[4.488523460563103, 1.0758735802064433e-11]",11.0,432.0,6.0,205.0,163.5
Gamma,31,0.30563420723968027,0.6327515272409925,4.61126841447936,21.519681894406954,"[8.133636672420601e-05, 0.035485568068739176]",149.0,177.0,106.0,305.0,184.25
Burr_III,191,0.2886563497840277,0.6492859801065359,4.577312699568055,21.642891309662694,"[0.17604135957375963, 0.3409827398677366]",18.0,33.0,11.0,679.0,185.25
Burr_XII,191,0.2888206716108211,0.6492859801065359,4.577641343221642,21.643219953316283,"[0.0948664395918742, 2.2921300255999077]",19.0,33.0,12.0,681.0,186.25
LogNormal,31,0.30579735144788617,0.6327515272409925,4.611594702895772,21.520008182823364,"[4.4454526048498995, 3.585026660908578e-11]",153.0,177.0,110.0,306.0,186.5
Gamma,43,0.2972433389942061,0.6260567850358486,4.594486677988412,21.518520750730673,"[8.66292011708231e-05, 0.03645519409322684]",57.0,352.0,40.0,299.0,187.0
Gamma,45,0.29032984666948514,0.6198725815907759,4.58065969333897,21.499079807707773,"[9.516096959557613e-05, 0.03796690649858106]",21.0,504.0,13.0,210.0,187.0
Weibull,45,0.2905485537915015,0.6198725815907759,4.581097107583003,21.499517221951805,"[1.0987831678326274, 0.12593187629802033]",22.0,504.0,14.0,212.0,188.0
Weibull,43,0.2974520780445825,0.6260567850358486,4.594904156089165,21.518938228831423,"[1.1320220701863453, 0.12143502595225304]",59.0,352.0,42.0,300.0,188.25
Burr_XII,45,0.29065914101726575,0.6198725815907759,4.581318282034531,21.499738396403334,"[0.2338390077805658, 1.4465520182622102]",24.0,504.0,15.0,213.0,189.0
Weibull,31,0.30589562150033356,0.6327515272409925,4.611791243000667,21.52020472292826,"[1.143937848739315, 0.1200237388408985]",160.0,177.0,115.0,307.0,189.75
Burr_III,45,0.29067722276533525,0.6198725815907759,4.58135444553067,21.499774559899475,"[0.30356657218809546, 0.6693534769027175]",26.0,504.0,16.0,214.0,190.0
Burr_XII,43,0.2975828284259266,0.6260567850358486,4.5951656568518535,21.519199729594114,"[0.22072348518505971, 1.5082943735007222]",63.0,352.0,45.0,301.0,190.25
Logistic,45,0.2906885055688757,0.6198725815907759,4.581377011137752,21.499797125506554,"[0.1837838499460862, 0.29226642443826645]",27.0,504.0,17.0,215.0,190.75
Burr_XII,31,0.30606548007852147,0.6327515272409925,4.612130960157043,21.520544440084635,"[0.2189645332925661, 1.5193850681123582]",163.0,177.0,116.0,308.0,191.0
LogNormal,43,0.2976054880922842,0.6260567850358486,4.5952109761845685,21.519245048926827,"[4.457667898380019, 2.2140582758274064e-11]",66.0,352.0,46.0,302.0,191.5
LogNormal,48,0.3065181251770156,0.639910083536289,4.613036250354031,21.536612631006644,"[4.427570174098763, 2.1222086640427924e-11]",174.0,97.0,124.0,371.0,191.5
Burr_III,31,0.3060952269272263,0.6327515272409925,4.612190453854453,21.520603933782045,"[0.2942988953607421, 0.6288105413436861]",164.0,177.0,117.0,309.0,191.75
Gamma,48,0.3065198254689545,0.639910083536289,4.613039650937909,21.536616031590523,"[8.405232433042072e-05, 0.03566764282371445]",175.0,97.0,125.0,372.0,192.25
Burr_III,43,0.2976063997332717,0.6260567850358486,4.595212799466544,21.519246872208804,"[0.29485272307709604, 0.6338813582319835]",67.0,352.0,47.0,303.0,192.25
Logistic,31,0.3061233251863397,0.6327515272409925,4.612246650372679,21.52066013030027,"[0.13414938667448514, 0.28224801962790286]",165.0,177.0,118.0,310.0,192.5
Logistic,43,0.2976275967632226,0.6260567850358486,4.595255193526445,21.519289266268704,"[0.13722522963151962, 0.28237862201484315]",68.0,352.0,48.0,304.0,193.0
Weibull,48,0.30678830480938946,0.639910083536289,4.613576609618779,21.53715299027139,"[1.1421012333075824, 0.12084387579118817]",178.0,97.0,127.0,373.0,193.75
LogNormal,45,0.2910442636865027,0.6198725815907759,4.582088527373005,21.50050864174181,"[4.481116727761436, 8.02285259287437e-12]",30.0,504.0,20.0,221.0,193.75
Burr_XII,48,0.3069520559605331,0.639910083536289,4.613904111921066,21.53748049257368,"[0.22087429805278255, 1.5161983237168366]",182.0,97.0,129.0,375.0,195.75
Burr_III,48,0.3069846217890206,0.639910083536289,4.613969243578041,21.537545624230653,"[0.2962589330574049, 0.6298280278153293]",184.0,97.0,131.0,376.0,197.0
Logistic,48,0.3070175885337144,0.639910083536289,4.614035177067429,21.53761155772004,"[0.13402725445686772, 0.2834018710394848]",186.0,97.0,132.0,377.0,198.0
LogNormal,32,0.3082639378044502,0.6399659255420656,4.6165278756089005,21.526324561170554,"[4.432686315910995, 6.277312057150283e-11]",227.0,89.0,163.0,325.0,201.0
Gamma,24,0.2983067572979801,0.6207482076920364,4.59661351459596,21.503642831598473,"[8.868084661041888e-05, 0.03690786995958656]",84.0,448.0,60.0,222.0,203.5
Gamma,32,0.30852106053316175,0.6399659255420656,4.617042121066324,21.52683880662798,"[7.643489308578154e-05, 0.03463848323998107]",232.0,89.0,168.0,327.0,204.0
Weibull,24,0.29846738174501525,0.6207482076920364,4.59693476349003,21.50396408049254,"[1.1111002085068773, 0.12421716559492649]",87.0,448.0,61.0,224.0,205.0
Burr_XII,24,0.298571965468158,0.6207482076920364,4.597143930936316,21.504173247938827,"[0.23137776378277955, 1.4581009461921501]",89.0,448.0,63.0,225.0,206.25
LogNormal,15,0.3057489512056723,0.6261637794928421,4.611497902411345,21.50393537703755,"[4.482822001169566, 6.05437118865389e-11]",151.0,345.0,108.0,223.0,206.75
Burr_III,24,0.2985884245043508,0.6207482076920364,4.597176849008702,21.504206166011212,"[0.3024872260998716, 0.664254275539577]",90.0,448.0,64.0,226.0,207.0
Logistic,24,0.2985991466212643,0.6207482076920364,4.597198293242529,21.50422761024504,"[0.18128168076663329, 0.29200533756225655]",91.0,448.0,65.0,227.0,207.75
Weibull,32,0.3087998691204936,0.6399659255420656,4.617599738240987,21.527396423802642,"[1.159846006967001, 0.11795956219371928]",239.0,89.0,172.0,333.0,208.25
LogNormal,24,0.2986304417151803,0.6207482076920364,4.59726088343036,21.504290200432873,"[4.475117388857901, 7.125571739250294e-12]",92.0,448.0,66.0,228.0,208.5
Burr_XII,32,0.30898210866334846,0.6399659255420656,4.617964217326697,21.527760902888353,"[0.21412049557470303, 1.5442990017535352]",245.0,89.0,176.0,337.0,211.75
Burr_III,32,0.30901551204296335,0.6399659255420656,4.618031024085926,21.527827709647582,"[0.2910664649958616, 0.6154020315345101]",248.0,89.0,178.0,338.0,213.25
Logistic,32,0.3090505467062962,0.6399659255420656,4.618101093412593,21.527897778974246,"[0.11903081464121222, 0.2785703188207349]",249.0,89.0,179.0,340.0,214.25
Burr_III,190,0.29690771812409206,0.6493259985678033,4.5938154362481844,21.6608857885537,"[0.1765460133895164, 0.3397771467092807]",55.0,25.0,38.0,743.0,215.25
Weibull,15,0.3062213351075649,0.6261637794928421,4.612442670215129,21.504880144841337,"[1.125494396620618, 0.12198045313588043]",168.0,345.0,119.0,230.0,215.5
Burr_XII,190,0.29707131811922033,0.6493259985678033,4.59414263623844,21.661212988543955,"[0.0949488946861382, 2.2971297614973576]",56.0,25.0,39.0,746.0,216.5
Burr_XII,15,0.3062986602809174,0.6261637794928421,4.612597320561835,21.505034795188042,"[0.2278651056266667, 1.472362578308498]",170.0,345.0,121.0,231.0,216.75
Burr_III,15,0.30630873243442525,0.6261637794928421,4.61261746486885,21.505054939495057,"[0.3003834772467023, 0.6577284016370741]",171.0,345.0,122.0,233.0,217.75
Logistic,15,0.3063134817860811,0.6261637794928421,4.612626963572162,21.505064438198367,"[0.17534763347155827, 0.29052325858024236]",172.0,345.0,123.0,234.0,218.5
Gamma,59,0.2975800270327951,0.620005715374357,4.59516005406559,21.516159963268464,"[9.537162650091279e-05, 0.037543891355124676]",62.0,496.0,44.0,284.0,221.5
Gamma,25,0.30285302683788234,0.6204545620246434,4.605706053675765,21.50452608035486,"[9.336703071459775e-05, 0.03739269155264085]",116.0,464.0,83.0,229.0,223.0
Weibull,25,0.30311004232411115,0.6204545620246434,4.606220084648222,21.505040111327318,"[1.0989381937406948, 0.12643500798585186]",117.0,464.0,84.0,232.0,224.25
Gamma,49,0.30838424894547295,0.6364925335248001,4.616768497890946,21.53369654596576,"[8.452474637080176e-05, 0.03568301326476671]",229.0,153.0,165.0,355.0,225.5
Gamma,23,0.30320183669524414,0.620623298106364,4.6064036733904885,21.506613554190842,"[9.169183350209894e-05, 0.03713356757675692]",122.0,456.0,85.0,239.0,225.5
Weibull,59,0.2977135545199112,0.620005715374357,4.595427109039822,21.516427018242695,"[1.1178743228779409, 0.12394299998096013]",70.0,496.0,50.0,287.0,225.75
LogNormal,49,0.30849586220052533,0.6364925335248001,4.616991724401051,21.533919772475866,"[4.425505443873851, 2.130332865183877e-11]",231.0,153.0,167.0,356.0,226.75
Gamma,53,0.3070918725334559,0.6363016364096277,4.614183745066912,21.55116137056269,"[8.753265399539046e-05, 0.03608833910134109]",188.0,161.0,134.0,424.0,226.75
Burr_XII,25,0.3032602998723061,0.6204545620246434,4.606520599744612,21.50534062642371,"[0.2386119246341738, 1.4308597531434921]",123.0,464.0,86.0,235.0,227.0
Burr_XII,59,0.2977958230935939,0.620005715374357,4.595591646187188,21.51659155539006,"[0.22571808743193264, 1.4898473537612988]",72.0,496.0,51.0,289.0,227.0
Burr_III,25,0.30328295475113703,0.6204545620246434,4.606565909502274,21.50538593618137,"[0.3080215768368179, 0.6807262403111114]",124.0,464.0,87.0,236.0,227.75
Burr_III,59,0.2978128988892133,0.620005715374357,4.5956257977784265,21.5166257069813,"[0.2987021371372817, 0.6431159410823581]",74.0,496.0,52.0,290.0,228.0
Weibull,49,0.30862265191339117,0.6364925335248001,4.617245303826782,21.534173351901597,"[1.1430162845862368, 0.12079770175852708]",234.0,153.0,169.0,357.0,228.25
Logistic,59,0.2978233414293289,0.620005715374357,4.595646682858658,21.51664659206153,"[0.14612711435537082, 0.28549922548496703]",75.0,496.0,53.0,291.0,228.75
Weibull,53,0.3074074499297253,0.6363016364096277,4.614814899859451,21.55179252535523,"[1.1361886770214573, 0.12191766376795711]",195.0,161.0,136.0,425.0,229.25
Burr_XII,49,0.3087745478225535,0.6364925335248001,4.617549095645107,21.534477143719922,"[0.22053114167606222, 1.518513170629055]",237.0,153.0,170.0,358.0,229.5
Burr_III,154,0.3037904298339675,0.6424929798232449,4.607580859667935,21.604080522017277,"[0.17591072865938556, 0.3380471763293745]",137.0,73.0,98.0,611.0,229.75
Logistic,25,0.30329942648702535,0.6204545620246434,4.6065988529740505,21.50541887965315,"[0.2073111462403093, 0.2980517988931267]",128.0,464.0,91.0,237.0,230.0
Weibull,23,0.3034644464383065,0.620623298106364,4.6069288928766134,21.507138773676967,"[1.1059478181781937, 0.12538944169878538]",131.0,456.0,93.0,242.0,230.5
Burr_XII,154,0.30394504162949865,0.6424929798232449,4.607890083258997,21.60438974560834,"[0.09441386848760687, 2.303482966899924]",139.0,73.0,100.0,612.0,231.0
Burr_III,49,0.3088048096759922,0.6364925335248001,4.617609619351985,21.5345376674268,"[0.2961093834368708, 0.6285507425713251]",240.0,153.0,173.0,359.0,231.25
Logistic,49,0.30883561163806966,0.6364925335248001,4.617671223276139,21.534599271350956,"[0.13271556047504296, 0.2832133229105887]",242.0,153.0,174.0,360.0,232.25
LogNormal,25,0.30351777478537495,0.6204545620246434,4.60703554957075,21.505855576249846,"[4.468526457413953, 4.761096249401628e-12]",133.0,464.0,94.0,238.0,232.25
Burr_XII,23,0.3036108848223755,0.620623298106364,4.607221769644751,21.507431650445106,"[0.23492404947180703, 1.446397974789151]",134.0,456.0,95.0,244.0,232.25
Burr_III,23,0.30363315610083996,0.620623298106364,4.60726631220168,21.507476193002034,"[0.30548468429173753, 0.6713128569662108]",135.0,456.0,96.0,245.0,233.0
LogNormal,53,0.30757633078004565,0.6363016364096277,4.615152661560091,21.55213028705587,"[4.42341572149049, 1.2693620151512481e-11]",203.0,161.0,143.0,427.0,233.5
Logistic,23,0.3036489256602577,0.620623298106364,4.607297851320515,21.50750773212087,"[0.19291830213961306, 0.29522012917491497]",136.0,456.0,97.0,247.0,234.0
Burr_XII,53,0.3075976966685243,0.6363016364096277,4.615195393337048,21.55217301883283,"[0.22348477590861854, 1.506516639776683]",204.0,161.0,144.0,428.0,234.25
LogNormal,23,0.3038276923082693,0.620623298106364,4.607655384616539,21.507865265416893,"[4.466036780919538, 5.911618082530626e-12]",138.0,456.0,99.0,250.0,235.75
LogNormal,59,0.2984970378664819,0.620005715374357,4.5969940757329635,21.51799398493584,"[4.451031132511425, 1.3757982123209119e-11]",88.0,496.0,62.0,298.0,236.0
Burr_III,53,0.3076343976259932,0.6363016364096277,4.615268795251986,21.552246420747764,"[0.29837357253686964, 0.6348643223957527]",207.0,161.0,147.0,429.0,236.0
Burr_III,181,0.3054612883488085,0.6442309584122378,4.610922576697617,21.633076266166473,"[0.1764477155713816, 0.3378992647784375]",146.0,41.0,105.0,654.0,236.5
Burr_XII,181,0.3056361430849178,0.6442309584122378,4.611272286169836,21.63342597563869,"[0.09468531480356995, 2.304186599625109]",150.0,41.0,107.0,656.0,238.5
Logistic,53,0.30767434934996973,0.6363016364096277,4.61534869869994,21.552326324195718,"[0.1393972692177484, 0.28528685155341776]",212.0,161.0,151.0,430.0,238.5
Burr_III,198,0.2908636428303485,0.6696023734890096,4.581727285660697,21.68918174983029,"[0.1763733448468362, 0.33966154186281405]",28.0,1.0,18.0,923.0,242.5
Burr_III,199,0.2910209579209284,0.6520597198062923,4.582041915841857,21.688295602080135,"[0.17662738647500828, 0.34027817975768826]",29.0,17.0,19.0,913.0,244.5
Burr_XII,198,0.29106532457430695,0.6696023734890096,4.582130649148614,21.689585113318206,"[0.09487345266823874, 2.2972955737036207]",31.0,1.0,21.0,927.0,245.0
Burr_XII,199,0.2911982488998758,0.6520597198062923,4.582396497799752,21.688650184038032,"[0.09508263466423594, 2.2950033654637427]",32.0,17.0,22.0,918.0,247.25
Burr_III,192,0.29378720638757655,0.6288595700033133,4.587574412775153,21.661874585297518,"[0.17753471640386406, 0.3424368121498715]",36.0,241.0,25.0,751.0,263.25
Burr_XII,192,0.2939082811365493,0.6288595700033133,4.587816562273098,21.66211673479546,"[0.09579232122247765, 2.287296745621699]",37.0,241.0,26.0,755.0,264.75
Burr_III,195,0.2912492259294907,0.644134022064033,4.5824984518589815,21.6935509302699,"[0.1772211361524105, 0.34131704057576945]",33.0,57.0,23.0,949.0,265.5
Burr_XII,195,0.2913954497169647,0.644134022064033,4.582790899433929,21.69384337784485,"[0.09550253204367104, 2.2913377443117966]",34.0,57.0,24.0,951.0,266.5
Gamma,55,0.3057611718726744,0.6222370538782707,4.6115223437453485,21.54138282794264,"[9.018263073312962e-05, 0.0365320952814133]",152.0,416.0,109.0,391.0,267.0
Weibull,55,0.3058093208657599,0.6222370538782707,4.6116186417315195,21.541479125928813,"[1.133572117911569, 0.12209818243697695]",154.0,416.0,111.0,392.0,268.25
Burr_XII,55,0.30586234587174344,0.6222370538782707,4.611724691743487,21.541585175940778,"[0.22237470273590665, 1.5092506049421257]",156.0,416.0,112.0,393.0,269.25
Burr_III,55,0.305875767184161,0.6222370538782707,4.611751534368322,21.541612018565615,"[0.29717771427896067, 0.633144234208721]",158.0,416.0,113.0,394.0,270.25
Logistic,55,0.30588449571132037,0.6222370538782707,4.6117689914226405,21.54162947561993,"[0.1370350278648022, 0.2841673315342619]",159.0,416.0,114.0,395.0,271.0
Burr_III,194,0.288487651011909,0.6366840903659485,4.576975302023818,21.689225681539543,"[0.17710777979381928, 0.34169076580589985]",15.0,145.0,9.0,924.0,273.25
Burr_XII,194,0.2886305478797688,0.6366840903659485,4.577261095759537,21.689511475275264,"[0.09550524492653074, 2.2897614788620397]",17.0,145.0,10.0,926.0,274.5
LogNormal,55,0.30624745861608665,0.6222370538782707,4.612494917232174,21.542355401429464,"[4.430833700783858, 1.0962986140354596e-11]",169.0,416.0,120.0,401.0,276.5
Gamma,44,0.2963957203226826,0.6128769014110778,4.592791440645366,21.511326283251684,"[9.731748952018115e-05, 0.038005026078027596]",48.0,772.0,33.0,269.0,280.5
Weibull,44,0.29652399698580595,0.6128769014110778,4.593047993971612,21.511582836577933,"[1.1004667041405722, 0.12614137981453682]",49.0,772.0,34.0,270.0,281.25
Burr_XII,44,0.29660011537698056,0.6128769014110778,4.593200230753961,21.51173507336028,"[0.23418859642315668, 1.4490697397896168]",51.0,772.0,35.0,271.0,282.25
Gamma,30,0.3114082878271236,0.6281257590733775,4.622816575654247,21.527421300066553,"[8.363296031166611e-05, 0.035605688474553594]",309.0,265.0,222.0,334.0,282.5
Burr_III,44,0.29661330512068534,0.6128769014110778,4.593226610241371,21.51176145284769,"[0.304446325152093, 0.6680269969729509]",53.0,772.0,36.0,272.0,283.25
Logistic,44,0.29662090897068877,0.6128769014110778,4.593241817941378,21.511776660547696,"[0.18337335885846187, 0.2931250090517808]",54.0,772.0,37.0,273.0,284.0
LogNormal,44,0.2972868192003831,0.6128769014110778,4.5945736384007665,21.513108481007087,"[4.4672051519106715, 8.876215092618863e-12]",58.0,772.0,41.0,280.0,287.75
Burr_III,197,0.2880438519210762,0.6290429042904291,4.576087703842152,21.6847422254418,"[0.17730893544821727, 0.3423440135437138]",13.0,233.0,7.0,903.0,289.0
Burr_XII,197,0.28816752047644545,0.6290429042904291,4.576335040952891,21.684989562552538,"[0.09568480802585042, 2.287381477307653]",14.0,233.0,8.0,904.0,289.75
Gamma,58,0.30962877544068435,0.6264889708374571,4.619257550881368,21.541345708460817,"[9.397251629662416e-05, 0.03682674299010688]",265.0,321.0,189.0,389.0,291.0
Burr_III,176,0.3076139568505422,0.6381766119884418,4.6152279137010845,21.646619494882525,"[0.17696348595518382, 0.33826754561406813]",205.0,129.0,145.0,689.0,292.0
Weibull,30,0.31170869812192786,0.6281257590733775,4.623417396243855,21.52802212065616,"[1.139335487211256, 0.12112795583588705]",330.0,265.0,236.0,343.0,293.5
Weibull,58,0.30989549098482977,0.6264889708374571,4.619790981969659,21.54187913954911,"[1.1282864284452547, 0.12342498481693918]",270.0,321.0,193.0,396.0,295.0
Burr_III,187,0.29754149525031703,0.6382582566588105,4.595082990500634,21.696212222983725,"[0.1777363814544655, 0.3413142544143536]",61.0,121.0,43.0,959.0,296.0
Burr_XII,58,0.31005265499655055,0.6264889708374571,4.620105309993101,21.54219346757255,"[0.22568904059197728, 1.4995884256794931]",273.0,321.0,194.0,397.0,296.25
Burr_XII,176,0.3077732697475092,0.6381766119884418,4.615546539495019,21.64693812067646,"[0.09498505181551194, 2.303026518191244]",214.0,129.0,152.0,692.0,296.75
Burr_III,58,0.3100828659427047,0.6264889708374571,4.620165731885409,21.54225388946486,"[0.30017074267174326, 0.6380359813391737]",275.0,321.0,196.0,399.0,297.75
LogNormal,30,0.3118695231300852,0.6281257590733775,4.62373904626017,21.528343770672475,"[4.434747253500521, 2.7757857256903545e-11]",339.0,265.0,243.0,344.0,297.75
Burr_XII,30,0.3118863019820375,0.6281257590733775,4.623772603964075,21.52837732837638,"[0.22256652122646212, 1.506927590612925]",340.0,265.0,244.0,345.0,298.5
Logistic,58,0.3101102658155869,0.6264889708374571,4.6202205316311735,21.54230868921062,"[0.14247417029008064, 0.2867135159128841]",277.0,321.0,197.0,400.0,298.75
Burr_III,30,0.3119167757955827,0.6281257590733775,4.623833551591165,21.52843827600347,"[0.29758154096726314, 0.6360742469009886]",342.0,265.0,246.0,346.0,299.75
Burr_XII,187,0.2976791752474594,0.6382582566588105,4.5953583504949185,21.69648758297801,"[0.09574091278145251, 2.2917613433961392]",69.0,121.0,49.0,960.0,299.75
Logistic,30,0.3119444241160546,0.6281257590733775,4.623888848232109,21.528493572644415,"[0.1448440010450882, 0.28586970971604386]",343.0,265.0,247.0,347.0,300.5
Burr_III,188,0.30670161585903377,0.643618207623682,4.613403231718068,21.67343132322642,"[0.17678219414495902, 0.3379572896565424]",176.0,65.0,126.0,837.0,301.0
Burr_XII,188,0.30686132782594633,0.643618207623682,4.613722655651893,21.673750747160245,"[0.09481402304730153, 2.3044314338840706]",181.0,65.0,128.0,840.0,303.5
LogNormal,58,0.3106900191419848,0.6264889708374571,4.62138003828397,21.54346819586342,"[4.416962953201347, 1.803366880274395e-11]",288.0,321.0,206.0,406.0,305.25
Burr_III,182,0.307856267391435,0.6420288001229146,4.61571253478287,21.665560305867015,"[0.17714431110038292, 0.33822314060632996]",216.0,81.0,154.0,779.0,307.5
Burr_XII,182,0.30803136014448557,0.6420288001229146,4.616062720288971,21.66591049137312,"[0.09507604529202644, 2.303248182242804]",225.0,81.0,161.0,784.0,312.75
Gamma,33,0.3111022626740493,0.6224532432522868,4.622204525348098,21.53061800527569,"[9.1145663237338e-05, 0.03662299568432533]",292.0,408.0,210.0,349.0,314.75
Gamma,22,0.30724186868673387,0.6136889217146012,4.614483737373468,21.508896176581757,"[9.15235749373581e-05, 0.036985672821756715]",189.0,708.0,135.0,252.0,321.0
Weibull,22,0.30741410683255727,0.6136889217146012,4.614828213665114,21.5092406528734,"[1.1105400947225417, 0.12488947403035941]",196.0,708.0,137.0,253.0,323.5
Burr_XII,22,0.3075151238941318,0.6136889217146012,4.615030247788264,21.50944268699655,"[0.23303615689118895, 1.4559450895014039]",199.0,708.0,139.0,255.0,325.25
Burr_III,22,0.3075307234114871,0.6136889217146012,4.615061446822974,21.509473886031262,"[0.3044504956293816, 0.6658436586400578]",200.0,708.0,140.0,256.0,326.0
Weibull,33,0.3114747769192702,0.6224532432522868,4.622949553838541,21.531363033766134,"[1.119493211874886, 0.12421890554474234]",318.0,408.0,229.0,350.0,326.25
Logistic,22,0.3075403407856391,0.6136889217146012,4.615080681571278,21.509493120779567,"[0.18597834837401392, 0.2941506315565082]",201.0,708.0,141.0,257.0,326.75
Gamma,18,0.3074173083231212,0.6136152010422644,4.614834616646243,21.509363169529852,"[9.197786752903123e-05, 0.03714075981096792]",197.0,724.0,138.0,254.0,328.25
Burr_XII,33,0.3116696639217064,0.6224532432522868,4.6233393278434125,21.531752807771007,"[0.2310368468703889, 1.4708834419607257]",326.0,408.0,233.0,351.0,329.5
Burr_III,185,0.31007562754436707,0.6549345752938568,4.620151255088734,21.674934915796563,"[0.17642809192372236, 0.33621781682185536]",274.0,9.0,195.0,843.0,330.25
Burr_III,33,0.31170114835589924,0.6224532432522868,4.623402296711799,21.53181577663939,"[0.3038012321739461, 0.6564447351762843]",329.0,408.0,235.0,352.0,331.0
Weibull,18,0.3075409001044836,0.6136152010422644,4.6150818002089675,21.509610353092576,"[1.1012859746912218, 0.1261027001454148]",202.0,724.0,142.0,258.0,331.5
