distribution,bin_size,log_loss,auc,aic,bic,params,log_loss_rank,auc_rank,aic_rank,bic_rank,avg_rank
Burr_XII,22,0.11002504381379795,0.9789115646258504,4.2200500876275955,13.824839614276218,"[9.165259116512493, 0.056601071608722214]",61.0,51.0,68.0,76.0,64.0
LogNormal,105,0.11151946655895616,0.8992248062015504,4.223038933117913,13.963145756714164,"[3.2366456967721446, 7.404295742029399e-12]",63.0,97.0,70.0,121.0,87.75
LogNormal,114,0.12152019009806696,0.9059139784946236,4.243040380196134,13.966463061157596,"[3.266571962973593, 2.100393817417127e-12]",74.0,87.0,77.0,125.0,90.75
Weibull,105,0.11418626824477358,0.8992248062015504,4.228372536489547,13.968479360085798,"[1.0839822984418883, 0.17808405196432697]",67.0,97.0,73.0,127.0,91.0
Logistic,105,0.11512204789084889,0.8992248062015504,4.230244095781698,13.97035091937795,"[0.5912156338535456, 0.4824810272422551]",69.0,97.0,74.0,129.0,92.25
Exponential,33,0.32006288091284574,0.9910714285714286,2.6401257618256917,7.481741238303283,[0.24918961804826623],316.0,41.0,6.0,6.0,92.25
Gamma,88,0.09817521280547178,0.8767123287671232,4.196350425610944,13.965323729696507,"[0.0007044227004978711, 0.04622753592605905]",50.0,143.0,60.0,123.0,94.0
Logistic,114,0.12744514191052916,0.9059139784946236,4.254890283821059,13.97831296478252,"[0.38595624841347204, 0.43978505702538184]",77.0,87.0,79.0,134.0,94.25
Weibull,114,0.12766339695755785,0.9059139784946236,4.255326793915116,13.978749474876576,"[1.1548847523505332, 0.1642328320484935]",78.0,87.0,80.0,135.0,95.0
LogNormal,88,0.09929258233060018,0.8767123287671232,4.198585164661201,13.967558468746764,"[3.2627922971518424, 1.6664700019547344e-10]",51.0,143.0,61.0,126.0,95.25
Gamma,114,0.12796645199167805,0.9059139784946236,4.255932903983356,13.979355584944816,"[0.0004960855312882954, 0.03899030449660369]",79.0,87.0,81.0,136.0,95.75
Weibull,88,0.09982894950560968,0.8767123287671232,4.199657899011219,13.968631203096784,"[1.0518224637400952, 0.18377506860288445]",52.0,143.0,62.0,128.0,96.25
Logistic,88,0.10069917096953285,0.8767123287671232,4.201398341939066,13.970371646024631,"[0.6526865909087644, 0.48966028448045457]",53.0,143.0,63.0,130.0,97.25
Burr_III,105,0.127277747494132,0.8992248062015504,4.254555494988264,13.994662318584515,"[0.2418562588183587, 0.28853943928765224]",75.0,97.0,78.0,141.0,97.75
Burr_XII,105,0.1281604143712666,0.8992248062015504,4.256320828742533,13.996427652338784,"[0.11515215031168788, 2.557968988890059]",80.0,97.0,82.0,143.0,100.5
Burr_III,88,0.10927008326064151,0.8767123287671232,4.218540166521283,13.987513470606848,"[0.24139922733064662, 0.28930377987227984]",59.0,143.0,66.0,137.0,101.25
Burr_XII,88,0.10988817479770477,0.8767123287671232,4.21977634959541,13.988749653680975,"[0.1151086832514268, 2.554012839941638]",60.0,143.0,67.0,138.0,102.0
Burr_III,114,0.14260854494568678,0.9059139784946236,4.285217089891374,14.008639770852835,"[0.24235448195783402, 0.28712463536475713]",106.0,87.0,103.0,148.0,111.0
Burr_XII,114,0.14377336069863164,0.9059139784946236,4.287546721397264,14.010969402358723,"[0.1151700655975279, 2.566977146113084]",110.0,87.0,106.0,149.0,113.0
LogNormal,100,0.13888463553664068,0.8950617283950616,4.277769271073281,14.02616626197987,"[3.18021097270303, 3.2302790433563205e-12]",95.0,110.0,94.0,160.0,114.75
Weibull,100,0.14110345576103686,0.8950617283950616,4.282206911522073,14.030603902428663,"[1.0966565247213171, 0.1781866829635301]",103.0,110.0,101.0,166.0,120.0
Weibull,41,0.1106044248657166,0.8429951690821256,4.2212088497314335,13.996313993060667,"[1.0158226827248116, 0.19066951040584132]",62.0,212.0,69.0,142.0,121.25
Logistic,41,0.11188909877106935,0.8429951690821256,4.2237781975421385,13.998883340871373,"[0.8209711259745369, 0.5131700501375721]",64.0,212.0,71.0,145.0,123.0
Logistic,100,0.14322260222874014,0.8950617283950616,4.28644520445748,14.03484219536407,"[0.6042770998920238, 0.49224179433925097]",108.0,110.0,104.0,174.0,124.0
LogNormal,41,0.11312727664944194,0.8429951690821256,4.226254553298884,14.001359696628118,"[3.280006089725064, 6.026171109366587e-12]",66.0,212.0,72.0,147.0,124.25
Burr_III,34,0.16115196277765906,0.9222503160556257,4.322303925555318,13.9969695549265,"[0.2416471141098759, 0.287198772392262]",152.0,71.0,137.0,144.0,126.0
Burr_III,41,0.12037664819714361,0.8429951690821256,4.2407532963942876,14.015858439723521,"[0.24075326369085187, 0.28837424732567063]",70.0,212.0,75.0,150.0,126.75
Burr_XII,34,0.162395765523389,0.9222503160556257,4.324791531046778,13.99945716041796,"[0.11488512946726098, 2.5658619847751494]",153.0,71.0,138.0,146.0,127.0
Burr_XII,41,0.1206419691720625,0.8429951690821256,4.241283938344125,14.01638908167336,"[0.11466755789129732, 2.558333089978104]",71.0,212.0,76.0,151.0,127.5
Burr_III,26,0.17676994583288402,0.9237726098191215,4.353539891665768,13.989201034574068,"[0.24128269898812152, 0.28852211516832993]",176.0,61.0,153.0,139.0,132.25
Burr_XII,26,0.1778677448591397,0.9237726098191215,4.355735489718279,13.991396632626579,"[0.1150195220645494, 2.5602456320372697]",178.0,61.0,155.0,140.0,133.5
Burr_III,35,0.18152375499887774,0.9166666666666666,4.363047509997756,13.961159234115348,"[0.2347523443202858, 0.32472158697286824]",184.0,80.0,158.0,120.0,135.5
Exponential,105,0.450820318994993,0.8992248062015504,2.9016406379899857,7.7716940497881115,[0.24185997842893509],432.0,97.0,7.0,7.0,135.75
Burr_III,36,0.15519985147049767,0.8576864535768645,4.3103997029409955,13.908511427058587,"[0.7106029818338998, 1.9124941333733667]",137.0,195.0,126.0,85.0,135.75
Logistic,36,0.1552466373794639,0.8576864535768645,4.310493274758928,13.90860499887652,"[3.2753313276842575, 0.7715253932213271]",138.0,195.0,127.0,86.0,136.5
Burr_XII,36,0.15537159727653083,0.8576864535768645,4.310743194553062,13.908854918670654,"[1.6059412447828545, 0.35708959596600753]",139.0,195.0,128.0,87.0,137.25
LogNormal,36,0.15574458220753787,0.8576864535768645,4.311489164415076,13.909600888532667,"[2.262943637899857, 1.205906606502936]",141.0,195.0,129.0,88.0,138.25
Burr_III,31,0.15315896288725964,0.8360389610389611,4.306317925774519,13.888760851226891,"[0.23496670985132379, 0.2963440695209583]",133.0,225.0,123.0,77.0,139.5
Burr_XII,31,0.15381188503067286,0.8360389610389611,4.307623770061346,13.890066695513717,"[0.11385239007455972, 2.518212051692124]",136.0,225.0,125.0,78.0,141.0
Exponential,114,0.4917888095781374,0.9059139784946236,2.983577619156275,7.8452889596370055,[0.21413673096535335],458.0,87.0,9.0,10.0,141.0
Burr_III,100,0.15692491270810427,0.8950617283950616,4.3138498254162085,14.062246816322798,"[0.24487048916251597, 0.28501561714466506]",143.0,110.0,130.0,200.0,145.75
Logistic,24,0.17063720770168345,0.874331550802139,4.341274415403367,13.957144302803218,"[3.17516050196717, 0.8053968878600682]",168.0,154.0,147.0,115.0,146.0
Burr_III,24,0.17079933625702234,0.874331550802139,4.341598672514045,13.957468559913895,"[0.7408138786543549, 1.9370719476578235]",169.0,154.0,148.0,116.0,146.75
Burr_XII,100,0.1578826992557577,0.8950617283950616,4.315765398511515,14.064162389418104,"[0.11569923778681417, 2.5771405426380403]",144.0,110.0,131.0,204.0,147.25
Burr_XII,24,0.17175527081961475,0.874331550802139,4.34351054163923,13.959380429039081,"[1.8031955429719118, 0.3310510814400902]",171.0,154.0,149.0,117.0,147.75
LogNormal,24,0.1718314912190139,0.874331550802139,4.343662982438028,13.95953286983788,"[2.166226481789512, 1.1730288339065889]",172.0,154.0,150.0,118.0,148.5
Exponential,88,0.4609630175612275,0.8767123287671232,2.921926035122455,7.8064126871652375,[0.23905299418882264],443.0,143.0,8.0,8.0,150.5
Weibull,36,0.16972535303412406,0.8576864535768645,4.339450706068249,13.93756243018584,"[0.39070418130511353, 0.4574590698262076]",166.0,195.0,145.0,107.0,153.25
LogNormal,84,0.13714302553753088,0.8051470588235294,4.2742860510750615,14.049391194404297,"[3.2429600708074706, 1.0134131319474175e-10]",88.0,260.0,88.0,185.0,155.25
Burr_III,25,0.18577391896575784,0.8694444444444445,4.371547837931516,13.971887974535916,"[0.24284208473868438, 0.28906108564939204]",191.0,162.0,163.0,131.0,161.75
Burr_XII,25,0.1869529475649978,0.8694444444444445,4.373905895129996,13.974246031734396,"[0.1158240771179844, 2.5594223657739383]",192.0,162.0,164.0,133.0,162.75
Burr_III,38,0.1917584674845341,0.8866305329719965,4.383516934969069,14.03226427505524,"[0.2447988184154497, 0.28369326093447855]",197.0,119.0,168.0,171.0,163.75
Burr_XII,38,0.19278441331465032,0.8866305329719965,4.3855688266293,14.034316166715474,"[0.11546869257799275, 2.584775041667644]",200.0,119.0,169.0,173.0,165.25
Burr_III,28,0.16986313420543722,0.8236763236763237,4.339726268410875,13.948955308536123,"[0.23151432058846244, 0.32876804096493734]",167.0,237.0,146.0,113.0,165.75
Exponential,100,0.64225095701583,0.8950617283950617,3.28450191403166,8.158700409484954,[0.24167070770381116],529.0,107.0,15.0,16.0,166.75
Logistic,84,0.14520618692940893,0.8051470588235294,4.290412373858818,14.065517517188052,"[0.19038554755866188, 0.39321654512889836]",117.0,260.0,112.0,206.0,173.75
Exponential,4,0.5518925129385132,0.8600852272727273,3.103785025877026,7.8419375204729835,[0.04140297499047582],493.0,183.0,13.0,9.0,174.5
LogNormal,33,0.22719001724731394,0.9910714285714286,4.454380034494628,14.137610987449811,"[3.3920713903788497, 6.6838028113633495e-12]",231.0,41.0,194.0,239.0,176.25
Exponential,84,0.512519289104127,0.84375,3.025038578208254,7.912591149872871,[0.23447670583332977],472.0,210.0,11.0,12.0,176.25
Burr_III,27,0.18718997976596455,0.8820224719101124,4.374379959531929,14.09989578563473,"[0.24485375375163104, 0.283775391120193]",193.0,133.0,165.0,219.0,177.5
Burr_XII,27,0.18829969367646085,0.8820224719101124,4.376599387352922,14.102115213455724,"[0.11552448379404238, 2.5849417811883058]",194.0,133.0,166.0,220.0,178.25
Burr_XII,30,0.18199576634963105,0.8141065830721004,4.363991532699262,13.959872358649124,"[1.6133209975017617, 0.35952929073610224]",185.0,253.0,159.0,119.0,179.0
Weibull,84,0.14847066439975828,0.8051470588235294,4.296941328799517,14.07204647212875,"[1.2577811301810773, 0.14842007893967413]",129.0,260.0,119.0,210.0,179.5
Burr_III,30,0.1838951682653928,0.8141065830721004,4.367790336530786,13.963671162480646,"[0.7126445878538544, 1.8943069035010593]",187.0,253.0,160.0,122.0,180.5
Logistic,30,0.18490771177753076,0.8141065830721004,4.369815423555061,13.965696249504923,"[3.204889766330289, 0.7703107041884658]",190.0,253.0,162.0,124.0,182.25
Gamma,84,0.15379238361541464,0.8051470588235294,4.307584767230829,14.082689910560063,"[0.00041667230650473775, 0.0351754019897262]",135.0,260.0,124.0,215.0,183.5
Exponential,34,0.7512025206363759,0.8792667509481669,3.502405041272752,8.339737855958344,[0.26109851886215024],566.0,141.0,17.0,17.0,185.25
Exponential,26,0.9342302853468297,0.9237726098191215,3.8684605706936592,8.686291142147809,[0.18632796934801865],632.0,61.0,25.0,25.0,185.75
LogNormal,30,0.18858871007733471,0.8141065830721004,4.37717742015467,13.97305824610453,"[2.279878395786055, 1.184164509108456]",195.0,253.0,167.0,132.0,186.75
Exponential,24,0.6708004133702208,0.8602941176470589,3.3416008267404416,8.149535770440368,[0.23763783676484582],540.0,181.0,16.0,15.0,188.0
Burr_XII,23,0.1770134896186376,0.7826666666666667,4.354026979237275,13.940959244397295,"[1.669630052548792, 0.3532567013320505]",177.0,321.0,154.0,108.0,190.0
Burr_III,23,0.17892219580236027,0.7826666666666667,4.35784439160472,13.94477665676474,"[0.721268062709945, 1.8960307163890846]",179.0,321.0,156.0,109.0,191.25
Logistic,23,0.179830359879183,0.7826666666666667,4.359660719758366,13.946592984918386,"[3.164327194179341, 0.7794829673726095]",183.0,321.0,157.0,111.0,193.0
Weibull,95,0.13019567437968224,0.7393162393162394,4.260391348759365,14.017044285342015,"[1.0626158556852612, 0.1826135773759774]",81.0,462.0,83.0,153.0,194.75
Logistic,95,0.13022190438631867,0.7393162393162394,4.260443808772638,14.017096745355287,"[0.6387090723163608, 0.4907952832338914]",82.0,462.0,84.0,154.0,195.5
Gamma,83,0.14062198844552293,0.7647058823529411,4.281243976891046,14.058388896021773,"[0.0008046082222262954, 0.04812074664169012]",102.0,389.0,100.0,191.0,195.5
Gamma,95,0.13031681647215965,0.7393162393162394,4.2606336329443195,14.01728656952697,"[0.0006995423527617193, 0.04560455284715401]",83.0,462.0,85.0,155.0,196.25
LogNormal,23,0.18447306219163848,0.7826666666666667,4.368946124383277,13.955878389543296,"[2.2704266299838327, 1.1735088634164381]",189.0,321.0,161.0,114.0,196.25
Burr_III,84,0.16470432059955226,0.8051470588235294,4.329408641199104,14.10451378452834,"[0.24573650847731038, 0.2828052127617141]",161.0,260.0,143.0,223.0,196.75
LogNormal,95,0.1307797228737757,0.7393162393162394,4.261559445747551,14.018212382330201,"[3.2398465351829997, 1.662594988616532e-09]",85.0,462.0,86.0,156.0,197.25
Burr_XII,84,0.16634565208244512,0.8051470588235294,4.33269130416489,14.107796447494124,"[0.11577001825028965, 2.5916985222602493]",162.0,260.0,144.0,226.0,198.0
Weibull,30,0.21053050808510568,0.8141065830721004,4.421061016170212,14.016941842120072,"[0.4071439043002551, 0.4331328305981715]",213.0,253.0,180.0,152.0,199.5
Weibull,83,0.1437681812582198,0.7647058823529411,4.287536362516439,14.064681281647166,"[1.0339491795856606, 0.1893886329874893]",109.0,389.0,105.0,205.0,202.0
Burr_III,95,0.13726971142962147,0.7393162393162394,4.274539422859243,14.031192359441894,"[0.24272974685356183, 0.2877108570704175]",89.0,462.0,89.0,168.0,202.0
Burr_XII,95,0.13781463439864738,0.7393162393162394,4.275629268797295,14.032282205379945,"[0.11534871521224419, 2.562571483471211]",90.0,462.0,90.0,172.0,203.5
LogNormal,6,0.2723654228160453,0.8656655844155844,4.544730845632091,14.030492117215896,"[2.4203499942965534, 1.4429626488968368]",266.0,172.0,221.0,165.0,206.0
Logistic,83,0.14556974599362635,0.7647058823529411,4.291139491987253,14.068284411117979,"[0.7154614472385431, 0.5044372525230454]",120.0,389.0,113.0,207.0,207.25
Logistic,6,0.2727389091142738,0.8656655844155844,4.545477818228548,14.031239089812354,"[4.075096433583521, 0.7112652277468489]",267.0,172.0,222.0,169.0,207.5
Exponential,41,0.5066468956953906,0.7801932367149758,3.0132937913907814,7.900846363055399,[0.2072510765975908],466.0,344.0,10.0,11.0,207.75
Burr_III,6,0.2732287018256602,0.8656655844155844,4.546457403651321,14.032218675235127,"[0.6499408358847556, 1.9901718732302347]",270.0,172.0,223.0,170.0,208.75
Logistic,75,0.22670411764597465,0.882183908045977,4.453408235291949,14.244773630787686,"[0.3524944688205123, 0.45617046830377933]",228.0,127.0,191.0,289.0,208.75
Weibull,75,0.22703550040013248,0.882183908045977,4.454071000800265,14.245436396296002,"[1.231491822160065, 0.15899077114929747]",229.0,127.0,192.0,290.0,209.5
LogNormal,83,0.14688647141318292,0.7647058823529411,4.293772942826366,14.070917861957092,"[3.232222252000092, 1.4681964307293892e-11]",124.0,389.0,117.0,209.0,209.75
Burr_III,32,0.19649028728169163,0.7905004240882103,4.392980574563383,14.024260554712045,"[0.24419754001143296, 0.28742864518155]",201.0,311.0,170.0,157.0,209.75
Burr_XII,32,0.1970891663245321,0.7905004240882103,4.394178332649064,14.025458312797726,"[0.1159692402841652, 2.566488307808952]",202.0,311.0,171.0,158.0,210.5
Burr_XII,6,0.2745577241465715,0.8656655844155844,4.549115448293143,14.03487671987695,"[1.4890709902111823, 0.34948482740005227]",271.0,172.0,224.0,175.0,210.5
LogNormal,34,0.27912057772016186,0.9222503160556257,4.5582411554403235,14.232906784811506,"[3.2624629239142457, 2.5886442184985245e-12]",276.0,71.0,228.0,277.0,213.0
Burr_III,83,0.14904090361342795,0.7647058823529411,4.298081807226856,14.075226726357583,"[0.24400024937599443, 0.2864216550672595]",130.0,389.0,120.0,213.0,213.0
Weibull,6,0.27842899392949266,0.8656655844155844,4.556857987858986,14.042619259442791,"[0.3634027517426559, 0.40907678933898073]",275.0,172.0,227.0,179.0,213.25
Exponential,31,0.9024017533937727,0.8579545454545454,3.8048035067875454,8.596024969513731,[0.17435566176729148],614.0,193.0,24.0,22.0,213.25
Burr_XII,83,0.1493103802156167,0.7647058823529411,4.298620760431233,14.075765679561961,"[0.11561254890099035, 2.5696786581885402]",131.0,389.0,121.0,214.0,213.75
Gamma,105,0.255100451336033,0.8992248062015503,4.510200902672066,14.250307726268318,"[0.11406437278704451, 0.535340128350877]",255.0,106.0,211.0,293.0,216.25
Weibull,131,0.21112947538662896,0.8223039215686274,4.422258950773258,14.118269499925985,"[1.1121887796145606, 0.18054793874407626]",214.0,245.0,181.0,234.0,218.5
LogNormal,131,0.21322387235788745,0.8223039215686274,4.426447744715775,14.122458293868501,"[3.063852199118581, 5.924640783487595e-11]",217.0,245.0,183.0,235.0,220.0
Exponential,27,0.9908190194664486,0.8691813804173356,3.981638038932897,8.844395951984298,[0.24552506115676934],657.0,170.0,27.0,28.0,220.5
Logistic,131,0.21474039652751506,0.8223039215686274,4.42948079305503,14.125491342207756,"[0.664102752539253, 0.5193090388817728]",220.0,245.0,185.0,237.0,221.75
Burr_III,75,0.25328874882132646,0.882183908045977,4.5065774976426525,14.297942893138389,"[0.25287984000750796, 0.2755227716035872]",254.0,127.0,210.0,309.0,225.0
Weibull,119,0.16360591303939354,0.7473684210526317,4.327211826078787,14.044341895661518,"[1.088339910515303, 0.17954050250181663]",155.0,428.0,139.0,180.0,225.5
Burr_III,131,0.22627083089397246,0.8223039215686274,4.4525416617879445,14.148552210940672,"[0.2510321438614479, 0.2779770556127231]",226.0,245.0,190.0,242.0,225.75
Logistic,119,0.16413722350569343,0.7473684210526317,4.3282744470113865,14.045404516594116,"[0.6061630048439555, 0.49176855041541195]",157.0,428.0,140.0,181.0,226.5
Burr_XII,75,0.25532184011833414,0.882183908045977,4.510643680236669,14.302009075732405,"[0.11707953733061, 2.6313984599519062]",257.0,127.0,213.0,310.0,226.75
LogNormal,119,0.1643170634251308,0.7473684210526317,4.328634126850262,14.045764196432991,"[3.189594539951486, 8.462497170820621e-11]",159.0,428.0,141.0,182.0,227.5
Exponential,95,0.541790103808348,0.7628205128205127,3.083580207616696,7.961906675908021,[0.2400180514065128],486.0,399.0,12.0,13.0,227.5
Burr_XII,131,0.2271780518641294,0.8223039215686274,4.454356103728259,14.150366652880985,"[0.11677455174447107, 2.6162785558931057]",230.0,245.0,193.0,243.0,227.75
Logistic,4,0.29237042148465353,0.8600852272727273,4.584740842969307,14.061045832161222,"[15.22768698919023, 0.9966789182382698]",294.0,183.0,240.0,197.0,228.5
Burr_III,4,0.2924358854467121,0.8600852272727273,4.584871770893424,14.061176760085338,"[0.8953133463916996, 8.57769664265883]",295.0,183.0,241.0,198.0,229.25
Exponential,35,1.0867129449828874,0.8720238095238094,4.173425889965775,8.97248175202457,[0.23130517872181838],672.0,160.0,56.0,29.0,229.25
LogNormal,4,0.29312962152596717,0.8600852272727273,4.586259243051934,14.062564232243849,"[1.7819845162554155, 2.68772491680546]",298.0,183.0,243.0,201.0,231.25
Exponential,87,0.5879338225761473,0.7629107981220657,3.1758676451522945,8.061377315187112,[0.23865748466864384],506.0,397.0,14.0,14.0,232.75
Exponential,119,0.8932626168673855,0.7957894736842105,3.7865252337347712,8.645090268526136,[0.24069719658341754],605.0,286.0,23.0,24.0,234.5
Exponential,25,1.1455881997820434,0.888888888888889,4.291176399564087,9.091346467866288,[0.21906767519221307],676.0,117.0,114.0,33.0,235.0
Weibull,4,0.29832302573941377,0.8600852272727273,4.596646051478827,14.072951040670743,"[0.18370921571949583, 0.5085871428622722]",303.0,183.0,246.0,211.0,235.75
Burr_III,119,0.17231223453164918,0.7473684210526317,4.344624469063298,14.061754538646028,"[0.24478665005915654, 0.28515277962889324]",173.0,428.0,151.0,199.0,237.75
Exponential,23,0.8416042829305919,0.788,3.6832085658611837,8.476674698441194,[0.24672118466284435],595.0,318.0,21.0,20.0,238.5
Burr_XII,119,0.17295005187463064,0.7473684210526317,4.345900103749261,14.063030173331992,"[0.11569052302950221, 2.576313252768929]",174.0,428.0,152.0,202.0,239.0
Exponential,36,0.7823648501560377,0.7720700152207002,3.5647297003120757,8.363785562370872,[0.23298432863466892],573.0,354.0,18.0,18.0,240.75
Logistic,87,0.13790951904073395,0.6901408450704225,4.275819038081468,14.046838378151103,"[0.611624392714845, 0.4885522642396886]",91.0,600.0,91.0,183.0,241.25
Weibull,87,0.13876685986036993,0.6901408450704225,4.27753371972074,14.048553059790375,"[1.0763004798197346, 0.18061797033129667]",93.0,600.0,92.0,184.0,242.25
Weibull,70,0.2427946092677019,0.799416180150125,4.485589218535404,14.160254847906586,"[1.1422158218730194, 0.17660919641269116]",247.0,270.0,205.0,250.0,243.0
Logistic,70,0.24541043342907687,0.799416180150125,4.4908208668581535,14.165486496229336,"[0.6005694259493494, 0.5126518664415685]",249.0,270.0,206.0,252.0,244.25
LogNormal,38,0.3065887326256551,0.8866305329719965,4.61317746525131,14.261924805337483,"[3.1971218238333514, 3.243488973407439e-11]",307.0,119.0,252.0,300.0,244.5
Exponential,8,0.7938511327336918,0.7699055330634278,3.5877022654673834,8.364209257839567,[0.038753846204357144],576.0,367.0,19.0,19.0,245.25
LogNormal,70,0.24770853217360736,0.799416180150125,4.495417064347214,14.170082693718397,"[3.0355759597581726, 8.976300257859663e-11]",250.0,270.0,207.0,255.0,245.5
LogNormal,87,0.14003615577727882,0.6901408450704225,4.280072311554558,14.051091651624192,"[3.2232714010698906, 3.81153221693524e-12]",100.0,600.0,98.0,186.0,246.0
LogNormal,78,0.2247918073020002,0.7923497267759563,4.449583614604,14.234866896948178,"[3.1607555586757425, 2.476314079818379e-10]",225.0,303.0,189.0,278.0,248.75
