row_idx,pair_id,text1,text2,doer_label,confidence,evaluator_verdict,human_label,human_notes
4379,d17696fc0ef6c918001a90adbf39bb8d,PRECIOUS-Gold slips ahead of US jobs data; on track for 3rd weekly loss,PRECIOUS-Gold struggles near 2-1/2-week low on U.S. jobs data,True,4,incorrect,,
4478,11cd1b98e3aa352af3331d4615fb0851,Gold Climbs to Four-Week High,Gold Rises to Six-Week High,True,5,incorrect,,
4498,b47a8ab6eb0323cca4aa40faf34a8acf,"PRECIOUS-Gold comes off from 4-week low, but US stimulus fears remain",PRECIOUS-Gold near 5-month low on U.S. stimulus tapering worries,True,5,incorrect,,
4501,1e99884f734477c17715976e80604e4c,"Will Gold Hit $1,600?","Gold Breaks $1,600",True,5,incorrect,,
4562,3062a7beef3db6b9517e6b4ab5e1a0ed,"Gold down 1 percent, partly paring losses after Fed",Gold Pares Losses After Fed Statement,True,5,incorrect,,
4751,58a66c8e5993cd716caab67553bde623,"PRECIOUS-Gold steady helped by weak U.S. job data, dollar","PRECIOUS-Gold prices crawl up, shaky U.S. jobs data supports",False,5,incorrect,,
4776,a3d045725c727e84982746b63bcfeace,Gold Prices Inch Higher,Gold Prices Rise,True,5,incorrect,,
4817,37127ee723730b971462f655a702b497,Gold Hits 5-Month Highs,Gold Hits High of Nearly Four Weeks,True,4,incorrect,,
4870,e029d68cfdc7ee10bdd1481b6b47673c,Gold Hits 8-Week High,Gold Hits Three-Month High,True,5,incorrect,,
5135,9bc144c79b69df53c3cddc70403290ed,PRECIOUS-Gold falls to near 6-year low with Fed still in focus,PRECIOUS-Gold drops to seven-week low on Fed rate hike prospects,True,4,incorrect,,
5161,2773bfa89e0294ae4888bc8d43aa2683,PRECIOUS-Gold holds near 2-week low as US rate hike looms,PRECIOUS-Gold holds losses on US rate hike uncertainty,True,5,incorrect,,
5357,6055016673c3cfeb3d3609fdefde0033,PRECIOUS-Gold falls on firmer dollar as U.S. rate hike bets intact,PRECIOUS-Gold holds losses on US rate hike uncertainty,False,5,incorrect,,
5428,58c95cf950726a1e986e2af30adf3c65,Gold Sinks to Four-Month Low,Gold Falls to Lowest Level in More Than Two Months,True,4,incorrect,,
5435,60efab58486399a4b6403c9ae7812c60,Gold Falls as Dollar Steadies,Gold Falls Amid Stronger Dollar,False,5,incorrect,,
5564,99ef55e2ccf3fc4b671166d89d842079,PRECIOUS-Gold steady below new record on Fed decision,PRECIOUS-Gold steady after ,False,1,incorrect,,
5755,901a0154fd985dbe6c01a7de20063ca9,"PRECIOUS-Gold regains strength, physical buyers scarce ","PRECIOUS-Bargain hunters lift gold, gains may be short-lived",False,3,incorrect,,
5823,910fc0332e498594b2fbd85903b63353,"PRECIOUS-Gold steady as Fed reaffirms stimulus, dollar rebounds",PRECIOUS-Gold holds steady ahead of Fed meeting,True,5,incorrect,,
6108,79bc386a6fa78e11a540103e0236b5d5,"PRECIOUS-Gold slips below $1,660/oz as dollar steadies",PRECIOUS-Gold steadies as dollar pauses but further weakness seen,True,4,incorrect,,
6425,5bc53523f2170156ed62ad43638fc6e9,SPDR Gold Trust holdings fall by 3.036 tonnes,SPDR Gold Trust holdings slip to lowest since mid-May,True,5,incorrect,,
7051,27f42718a924cca7f6630d95520f6efa,PRECIOUS-Gold steady after ,"PRECIOUS-Gold rebounds on weak dollar, caution remains",True,4,incorrect,,
7212,e7077c374ec27eedbb9788b2963a55de,"PRECIOUS-Gold holds near $1,230 ahead of Fed","PRECIOUS-Gold clings on near $1,200 ahead of Fed meeting",True,5,incorrect,,
7240,8d39383206f1d05145426eb3f80e269e,Gold Prices Extend Two-Month Highs,Gold Prices Rise Again,True,5,incorrect,,
7309,f988cd1fd888cb074597a41319b280db,Gold Gains After Fed Minutes,PRECIOUS-Gold turns higher as dollar down ahead of Fed minutes,True,4,incorrect,,
7488,24c8ead70f1b576b2288ad75c249e4d2,Gold Edges Higher After Fed Minutes,Gold Moves Higher After Fed Statement,True,5,incorrect,,
7608,b71b85922120c2c67a098c623b933fd7,"Gold Prices Swell Above $1,400",Gold Prices Turn Higher,True,5,incorrect,,
7670,2c80879ed2b1666b4dd9423572127ba7,"PRECIOUS-Gold steady ahead of Fed, platinum near 5-mth high",PRECIOUS-Gold holds near 12-wk high as dollar pressured ahead of Fed outcome,True,4,incorrect,,
7941,fb58e940a43aafb7d007ab68dd48c139,PRECIOUS-Gold steady after ,"PRECIOUS-Gold climbs as dollar weakens, equities rise",True,5,incorrect,,
8042,ea5e3d25b8ec3b273cdccebaa98102fe,Gold Pressured by Dollar,Dollar Weighs on Gold as Prices Fall,False,5,incorrect,,
8068,ddf239f04dac46649680b97c95dc72d9,Gold Prices Push Higher,Gold Prices Soar on Global Economic Worry,True,5,incorrect,,
8236,c0f610482b3501dc5512378de1fd06fe,Gold Prices Edge Higher,Gold Prices Ease,True,5,incorrect,,
8287,16b9e6090f5d5953dce719553b41ed22,Gold Pulls Back on Fed Plan,Gold Falls as Investors Focus on Fed,False,5,incorrect,,
8394,96458fbc6d37de08ee41632b175918c7,Weak Dollar Helps Gold Hit Record,Weak Dollar Buoys Gold,True,5,incorrect,,
8471,a59da06c880aafc4f4f83528f98ccbed,"PRECIOUS-Gold slips, investors stay away before Fed outcome",PRECIOUS-Gold pauses after 4-day rally; investors turn cautious,True,3,incorrect,,
8566,61f839dc1492fc2f1d8731b8d3754e1d,PRECIOUS-Gold falls as dollar jumps after Fed minutes,PRECIOUS-Gold drops as dollar gains; loose central bank policy supports,False,5,incorrect,,
8672,3bb1320831d2b411694d1e52e972649c,Gold Prices Decline,Gold Prices Slip,False,5,incorrect,,
8683,35694399a1dab637ebed7a04f529416d,Gold Falls as Dollar Strengthens,"Gold, Palladium Fall as Dollar Rallies",False,5,incorrect,,
8765,2a12b3869b5bc75a495db1b7af200718,Gold Prices Decline,Gold Prices Continue to Drift Lower,False,5,incorrect,,
9405,0f41d2b1f04fd149a9fdf65fa56d5f1b,"Will Gold Hit $1,600?","Gold Gains but Ends Short of $1,700",True,5,incorrect,,
9669,c37f334967f7ebdeeac7cf35db278571,Gold Prices Edge Lower,Gold Prices Fall 3.1%,True,5,incorrect,,
9670,ae9f464134e14964b47fae0bd0723a0f,Gold Continues to Slide,"Gold Slips Below $1,200",True,5,incorrect,,
10128,7d828ee4a1fe240f6c0d7b751ee4ea6d,"Gold Climbs Near $1,200",Gold Jumps 2%,True,5,incorrect,,
10155,eb81af0ca592970f09d3ce0789ab858b,Gold Prices Fall 3.1%,Gold Prices Settle Lower,True,5,incorrect,,
10468,dbbc9e9d3543b7545eb22486523019cb,Gold Continues to Rally,Gold Edges Up,False,5,incorrect,,
10505,8013fd7df5625608d5007e1549062c90,Gold Prices Settle Lower,Gold Prices Waver Post-Fed,False,5,incorrect,,
10725,fde8825a553a83c02aa0646b060d70b0,"Gold Tops $1,200",Gold Moves Higher,True,4,incorrect,,
10935,80107434dcb64885f85293420db7e585,Gold Rebounds 2.6%,Gold Pulls Higher,True,5,incorrect,,
10946,4fc08aacf17d0d8e393e9771b5d048d9,Gold Creeps Higher,"Gold Ends Above $1,600",True,5,incorrect,,
