id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,70,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,230,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,350,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,160,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,280,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,1.0,1.0,120,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_367,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,nifty_498,REG - Evolve Capital PLC - Director/PDMR Shareholding,- evolve capital plc|director/pdmr shareholding|evolve|capital|plc|pdmr,1.0,1.0,246,e0b031ca8baab62ca221a302ae50133c,True,5,False,
nifty_396,KPN Finance Chief Quits,kpn finance chief|kpn|finance,nifty_725,KPN Finance Chief Quits,kpn finance chief|kpn|finance,1.0,1.0,615,029af611f1e0960dfb29ee82389edf22,True,5,False,
nifty_474,CoBiz Bank Names New Board Member,cobiz bank|new board member|cobiz|bank,nifty_874,CoBiz Bank Names New Board Member,cobiz bank|new board member|cobiz|bank,1.0,1.0,750,d1e39f2e21c31cedd6842efc8ca5b3b4,True,5,False,
nifty_362,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,nifty_534,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,0.99999994,1.0,321,fe78c915932aabd6affb1313124152b7,True,5,False,
nifty_496,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,nifty_534,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,0.99999994,1.0,69,fe78c915932aabd6affb1313124152b7,True,5,False,
nifty_903,MEDIA ALERT: Kilopass Vice President of Marketing to Participate in Flash and IoT New Technologies Panel During the Flash Memory Summit,media alert|kilopass vice president|marketing|flash and iot new technologies panel|the flash memory summit|media|alert|kilopass|vice|president|iot|flash|memory,nifty_905,MEDIA ALERT: Kilopass Vice President of Marketing to Participate in Flash and IoT New Technologies Panel During the Flash Memory Summit,media alert|kilopass vice president|marketing|flash and iot new technologies panel|the flash memory summit|media|alert|kilopass|vice|president|iot|flash|memory,0.99999994,1.0,2,183b6f511eda9e1403a7b5e2cef62c95,True,5,False,
nifty_219,REG - Energy XXI (Bermuda) - Director shareholding,reg - energy xxi|director shareholding|energy|xxi|bermuda,nifty_332,REG - Energy XXI (Bermuda) - Director Shareholding,- energy xxi|bermuda|director shareholding|energy|xxi,0.99999994,0.6666666666666666,208,d9bb76cc0bfeab4bd99878134fea8ea6,True,5,False,
nifty_7,"Heartland Financial USA, Inc. Executive Announces Plans for Retirement","heartland financial usa, inc. executive|plans|retirement|heartland|financial|usa|inc.",nifty_32,"Heartland Financial USA, Inc. Executive Announces Plans for Retirement","heartland financial usa, inc. executive|plans|retirement|heartland|financial|usa|inc.",0.9999999,1.0,47,175de3dd71cfef64b58fae6a4e184ce5,True,5,False,
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999999,1.0,56,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_237,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999999,1.0,442,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999999,1.0,14,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999999,1.0,174,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_276,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999999,1.0,372,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_364,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999999,1.0,212,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_391,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,nifty_534,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,0.9999999,1.0,266,fe78c915932aabd6affb1313124152b7,True,5,False,
nifty_493, CUB Energy Inc. Announces New Chief Financial Officer,cub energy inc.|new chief financial officer|cub|energy|inc.|new|chief|financial|officer,nifty_724,Cub Energy Inc. Announces New Chief Financial Officer,cub energy inc.|new chief financial officer|cub|energy|inc.|new|chief|financial|officer,0.9999999,1.0,435,b167d20698303274b9567c6217edbde6,True,5,False,
nifty_150,REG - Energy XXI (Bermuda) - Director/PDMR Shareholding,reg - energy xxi|director|/pdmr shareholding|energy|xxi|bermuda|pdmr,nifty_364,REG - Energy XXI (Bermuda) - Director/PDMR Shareholding,reg - energy xxi|director|/pdmr shareholding|energy|xxi|bermuda|pdmr,0.9999998,1.0,391,5d731107452e8b53acf7416dae204a4a,True,5,False,
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999998,1.0,294,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_268,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999998,1.0,386,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_362,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,nifty_391,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,0.9999998,1.0,55,fe78c915932aabd6affb1313124152b7,True,5,False,
nifty_391,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,nifty_496,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,0.9999998,1.0,197,fe78c915932aabd6affb1313124152b7,True,5,False,
nifty_427,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,nifty_478,REG - AEA Technology - Director/PDMR Shareholding,reg - aea technology - director|/pdmr shareholding|aea|technology|pdmr,0.9999998,1.0,92,d65a69609c4606d715f2dc636bfe27b5,True,5,False,
nifty_273,Ultimate`s Chief Information Officer to Present at American Payroll Association`s 29th Annual Congress,chief information officer|american payroll association`s 29th annual congress|chief|officer|american|payroll|annual|congress,nifty_275,Ultimate`s Chief Information Officer to Present at American Payroll Association`s 29th Annual Congress,chief information officer|american payroll association`s 29th annual congress|chief|officer|american|payroll|annual|congress,0.9999997,1.0,5,27679ac0b7c517449d340a18d90289d2,True,5,False,
nifty_362,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,nifty_496,REG - Jupiter Fund Mgmt - Director/PDMR Shareholding,jupiter fund mgmt|jupiter|fund|pdmr,0.9999997,1.0,252,fe78c915932aabd6affb1313124152b7,True,5,False,
nifty_13," Premier Alliance Group, Inc. Announces New Governance, Risk and Compliance-Based Contract With a Top Financial","premier alliance group|new governance, risk and compliance-based contract|premier|alliance|group|inc.",nifty_202," Premier Alliance Group, Inc. Announces New Governance, Risk and Compliance Based Contracts With a Top Financial","premier alliance group|new governance, risk and compliance based contracts|premier|alliance|group|inc.",0.9953266,0.7142857142857143,344,8b927e2e3a35291d71874f502fe6b48e,True,5,False,not_reviewed
nifty_166,Daimler CFO says Chinese investor owns stake-paper,daimler cfo|chinese investor|stake-paper|daimler,nifty_166,Daimler CFO says Chinese investor owns stake: paper,daimler cfo|chinese investor|stake|daimler,0.98979324,0.6,0,3eefd25ca456c89947ca0853310b4322,True,5,False,not_reviewed
nifty_502,"David Harris Promoted to Senior Vice President Finance, Chief Financial Officer and Principal Accounting Officer of Stater Bros. Markets",david harris|senior vice president|finance|chief financial officer|principal accounting officer|stater bros. markets|david|harris|vice|president|chief|officer|principal|accounting|stater|bros.|markets,nifty_769,"David Harris Promoted to Executive Vice President Finance, Chief Financial Officer and Principal Accounting Officer of Stater Bros. Markets",david harris|executive vice president|finance|chief financial officer|principal accounting officer|stater bros. markets|david|harris|executive|vice|president|chief|financial|officer|principal|accounting|stater|bros.|markets,0.9881471,0.8,496,3ea92b0fc01ab654cc49fc2566894fe4,True,5,False,not_reviewed
nifty_881,Joyent Appoints New CEO to Accelerate Growth With Focus on Hybrid Cloud Computing,joyent|new ceo|growth|focus|hybrid cloud computing,nifty_881,UPDATE: Joyent Appoints New CEO to Accelerate Growth With Focus on Hybrid Cloud Computing,update|joyent|new ceo|growth|focus|hybrid cloud computing,0.98322314,0.8333333333333334,0,61b230f7f18b95bf03adf8cb3c800913,True,5,False,not_reviewed
nifty_30,Strategas Establishes Agency Equity Trading Desk; Hires Senior Salesman Patrick Alwell as Director,strategas|agency equity trading desk|senior salesman patrick alwell|director|equity|trading|desk|patrick|alwell,nifty_30,Updated: Strategas Establishes Agency Equity Trading Desk; Hires Senior Salesman Patrick Alwell as Director,strategas|agency equity trading desk|senior salesman patrick alwell|director|agency|equity|trading|desk|patrick|alwell,0.9696619,0.9,0,2a573747feefd5a638cc98bc1edd1d84,True,5,False,not_reviewed
nifty_512, Cisco Appoints Marc Benioff and Kristina Johnson to Board of Directors,cisco|marc benioff|kristina johnson|board|directors|marc|benioff|kristina|johnson,nifty_512,"Cisco appoints Marc Benioff, Kristina Johnson as directors",cisco|marc benioff|kristina johnson|directors|marc|benioff|kristina|johnson,0.9677028,0.8888888888888888,0,1cac1ef901b76066762f35d06f36b8bd,True,5,False,not_reviewed
nifty_154, Geokinetics Names Gary L. Pittman as Chief Financial Officer,geokinetics|gary l. pittman|chief financial officer|gary|l.|pittman|chief|financial|officer,nifty_154,Geokinetics Inc.: Geokinetics Names Gary L. Pittman as Chief Financial Officer,geokinetics|gary l. pittman|chief financial officer|inc.|gary|l.|pittman|chief|financial|officer,0.9647966,0.9,0,f56ac9dd7f7195b4078423895d408f94,True,5,False,not_reviewed
nifty_361,Research and Markets: The New CEO Corporate Leadership Manual,research|markets|the new ceo corporate leadership manual|ceo|corporate|leadership|manual,nifty_496,Research and Markets: CEO Corporate Leadership Manual - The Ultimate Instruction Manual for Every New CEO,research|markets|ceo corporate leadership manual|the ultimate instruction manual|every new ceo|ceo|corporate|leadership|manual,0.9521972,0.6,253,1bb0c9bf58a9aa9cc158511c15b53d90,True,5,False,not_reviewed
nifty_391,Rene Circ Joins CoStar Group's Property and Portfolio Research Division as Director of Research,rene circ|costar group's property and portfolio research division|director|research|rene|circ|costar|group|property|portfolio|division,nifty_391,UPDATE -- Rene Circ Joins CoStar Group's Property and Portfolio Research Division as Director of Research - Industrial,update|rene circ|costar group's property and portfolio research division|director|research - industrial|rene|circ|costar|group|property|portfolio|research|division|industrial,0.9491533,0.7857142857142857,0,6c6e71c6377588e3b7612a24910a05d8,True,5,False,not_reviewed
nifty_985,BioAmber Announces New Chief Financial Officer and Change to the Board,bioamber|new chief financial officer|change|the board|officer,nifty_1097,BioAmber Announces Change in Chief Financial Officer,bioamber|change|chief financial officer|chief|officer,0.9456048,0.4285714285714285,204,e739e18e56e63b5918166f5d171246bf,True,5,False,not_reviewed
nifty_1204,Spirit AeroSystems Names Tom Gentile Operating Chief,spirit aerosystems|tom gentile|operating chief|spirit|aerosystems|tom|gentile|operating|chief,nifty_1267,Spirit AeroSystems Names Tom Gentile CEO,spirit aerosystems|tom gentile|ceo|spirit|aerosystems|tom|gentile,0.9420847,0.6,113,5c16e01b8a585aa3fa2dfe24313fbd28,False,5,False,not_reviewed
nifty_701,CORRECTED (OFFICIAL)-Yandex co-founder and chief technology officer in coma,corrected (official)-yandex co|founder|chief technology officer|coma|official)-yandex,nifty_701,UPDATE 1-Yandex co-founder and chief technology officer in coma,update|yandex co|founder|chief technology officer|coma|yandex,0.9416967,0.375,0,af3b5086f3e03ed22898001b4e03ebb9,True,5,False,not_reviewed
nifty_558,"First Financial Northwest, Inc. Announces Appointment of Senior Vice President and Chief Lending Officer of First Savings Bank Northwest",first financial northwest|appointment|senior vice president|chief lending officer|first savings bank northwest|first|financial|northwest|inc.|senior|vice|president|chief|lending|officer|savings|bank,nifty_691,"First Financial Northwest, Inc. Announces Appointment of Chief Operating Officer of First Savings Bank Northwest","first financial northwest, inc.|appointment|chief operating officer|first savings bank northwest|first|financial|northwest|inc.|chief|operating|officer|savings|bank",0.9397188,0.5,258,ab12f5526b845402e0e5ab08ee32fbf0,False,5,False,not_reviewed
nifty_400,Urban Outfitters CEO Resigns,urban outfitters ceo|urban|outfitters,nifty_400,Urban Outfitters' CEO Quits,urban outfitters' ceo|urban|outfitters,0.93966705,0.5,0,079e2360ea1c292d116d42831f9d2331,True,5,False,not_reviewed
nifty_185,First Financial Bancorp Appoints New Director,first financial bancorp|new director|first|financial|bancorp,nifty_926,First Financial Bancorp Appoints Two New Directors,first financial bancorp|two new directors|first|financial|bancorp,0.93886966,0.6666666666666666,1377,d4d4de93ad2e761665893f85e3f85d37,True,5,False,not_reviewed
nifty_525,Life Partners Holdings Announces New CFO,life partners holdings|new cfo|life|partners|holdings,nifty_525,Life Partners Holdings names CFO,life partners holdings|cfo|life|partners|holdings,0.93186384,0.6666666666666666,0,987bf62e50ab0cf994201bf208da8f12,True,5,False,not_reviewed
nifty_1151,Lumber Liquidators Names New CEO,lumber liquidators|new ceo|lumber|liquidators,nifty_1351,Lumber Liquidators Announces New CEO,lumber liquidators|new ceo|lumber|liquidators,0.93015575,1.0,369,c1076f99fc000fcc2cbe6bae655167e0,True,5,False,not_reviewed
nifty_150,REG - Energy XXI (Bermuda) - Director/PDMR Shareholding,reg - energy xxi|director|/pdmr shareholding|energy|xxi|bermuda|pdmr,nifty_219,REG - Energy XXI (Bermuda) - Director shareholding,reg - energy xxi|director shareholding|energy|xxi|bermuda,0.9224196,0.5,127,f4b40ec8792625557d9ed285eabbf165,True,5,False,not_reviewed
nifty_219,REG - Energy XXI (Bermuda) - Director shareholding,reg - energy xxi|director shareholding|energy|xxi|bermuda,nifty_364,REG - Energy XXI (Bermuda) - Director/PDMR Shareholding,reg - energy xxi|director|/pdmr shareholding|energy|xxi|bermuda|pdmr,0.9224196,0.5,264,2034a3445871c27a5a54028839cd277a,True,5,False,not_reviewed
nifty_150,REG - Energy XXI (Bermuda) - Director/PDMR Shareholding,reg - energy xxi|director|/pdmr shareholding|energy|xxi|bermuda|pdmr,nifty_332,REG - Energy XXI (Bermuda) - Director Shareholding,- energy xxi|bermuda|director shareholding|energy|xxi,0.9224196,0.3333333333333333,335,fca74e25ab15329d7466c47119a32518,True,5,False,correct
nifty_332,REG - Energy XXI (Bermuda) - Director Shareholding,- energy xxi|bermuda|director shareholding|energy|xxi,nifty_364,REG - Energy XXI (Bermuda) - Director/PDMR Shareholding,reg - energy xxi|director|/pdmr shareholding|energy|xxi|bermuda|pdmr,0.9224196,0.3333333333333333,56,f4506f7d5e370fd4a25ba6e6bd29e826,True,5,False,not_reviewed
nifty_644,Oremex Gold Appoints Interim Chief Financial Officer,oremex gold|interim chief financial officer|oremex|gold|chief|financial|officer,nifty_644,Oremex Silver Appoints Interim Chief Financial Officer,oremex silver|interim chief financial officer|oremex|silver|chief|financial|officer,0.9197655,0.5555555555555556,0,c315d3fe50d2f4c0953cd10bb09104e0,False,5,False,correct
nifty_828,McDonald's Operating Chief to Retire,mcdonald's operating chief|mcdonald,nifty_1314,McDonald’s U.S. Chief to Retire,mcdonald’s u.s. chief|mcdonald|u.s.,0.91789865,0.25,895,678e85383730529f67ff9676d567c6e1,False,5,False,not_reviewed
nifty_659,Microsoft names Corporate Vice President Amy Hood as new Microsoft chief financial officer,microsoft|corporate vice president amy hood|new microsoft chief financial officer|corporate|vice|president|amy|hood,nifty_659,Microsoft names insider Amy Hood as chief financial officer,microsoft|insider amy hood|chief financial officer|amy|hood,0.9141325,0.3,0,02f8012a8e6722fbaa317833126de1d3,True,5,False,not_reviewed
nifty_864,Orange names French treasury chief as chief financial officer,orange|french treasury chief|chief financial officer,nifty_864,CORRECTED-UPDATE 1-Orange names French treasury chief as chief financial officer,orange|french treasury chief|chief financial officer|corrected,0.91193146,0.75,0,cb471ff2958626429b3663e001ff20d2,True,5,False,not_reviewed
nifty_103," Augme Technologies, Inc. Engages Top Intellectual Property Advisor","augme technologies, inc.|top intellectual property advisor|augme|technologies|inc.",nifty_202," Augme Technologies, Inc. Appoints Top Intellectual Property Expert to Board of Directors","augme technologies, inc.|top intellectual property expert|board|directors|augme|technologies|inc.",0.9070542,0.5,181,4ffdb8816d8ef4fcfc40b7849bd58731,False,5,False,not_reviewed
nifty_79, Quantum Solar Power Corp. Announces the Addition of New Board Members,quantum solar power corp.|the addition|new board members|quantum|solar|power|corp.,nifty_309, Quantum Solar Power Announces the Appointment of New Board Members,quantum solar power|the appointment|new board members|quantum|solar|power,0.90631527,0.4444444444444444,420,8e22fafd5ad88a5d36f13f8acd09ee77,True,5,False,not_reviewed
nifty_612,UPDATE 1-BlackRock names Morgan Stanley banker as CFO,blackrock|morgan stanley banker|cfo|update|morgan|stanley,nifty_612,UPDATE 3-BlackRock names Morgan Stanley banker Shedlin CFO,blackrock|morgan stanley banker shedlin cfo|morgan|stanley|shedlin|cfo,0.9039994,0.5,0,4417b5a4561f45cbd88489767933bccb,False,5,False,not_reviewed
nifty_320, Sandstorm Metals & Energy Announces the Appointment of Erfan Kazemi as Chief Financial Officer,sandstorm metals|energy|the appointment|erfan kazemi|chief financial officer|sandstorm|metals|erfan|kazemi|chief|financial|officer,nifty_320, Sandstorm Gold Announces the Appointment of Erfan Kazemi as Chief Financial Officer,sandstorm gold|the appointment|erfan kazemi|chief financial officer|sandstorm|gold|erfan|kazemi|chief|financial|officer,0.90379894,0.6428571428571429,0,7a8274d5cbf7a5c50a824f78443f724c,False,5,False,not_reviewed
nifty_772,Hedge fund Taconic Capital co-founder Brody to retire,hedge fund taconic capital co-founder brody|taconic|capital|brody,nifty_772,Taconic Capital Advisors Co-Founder Ken Brody to Retire at Year's End,taconic capital advisors co|founder ken brody|year's end|taconic|capital|advisors|co|ken|brody,0.9028275,0.3,0,21b4ed8321f13286f6823ed902491738,True,5,False,not_reviewed
nifty_760,Marrone Bio Innovations Announces Chief Financial Officer to Retire From the Company,marrone bio innovations|chief financial officer|the company|marrone|bio|innovations|officer,nifty_814,Marrone Bio Innovations Appoints New Chief Financial Officer,marrone bio innovations|new chief financial officer|marrone|bio|innovations|chief|officer,0.90071446,0.5555555555555556,110,7eb834a4d1e794ffee0727eab124e451,False,5,False,correct
nifty_1294,Eli Lilly CEO to Retire,eli lilly ceo|eli|lilly,nifty_1462,Eli Lilly Financial Chief to Retire After 11 Years in Role,eli lilly financial chief|11 years|role|eli|lilly,0.8991439,0.3333333333333333,309,62cadbd415878894249e5d5f902111b5,False,5,False,not_reviewed
nifty_265, New Hana Appoints New Chief Financial Officer,new hana|new chief financial officer|hana|officer,nifty_265, Hana Mining Appoints New Chief Financial Officer,hana mining|new chief financial officer|hana|mining|chief|officer,0.898102,0.4285714285714285,0,85d0189e3071eba4fb9df8781fb9991d,False,5,False,not_reviewed
nifty_1199,"GoPro forecasts revenue below analysts' estimates, names new CFO",gopro|revenue|analysts' estimates|new cfo|cfo,nifty_1199,"UPDATE 1-GoPro forecasts revenue below estimates, names new CFO",gopro|revenue|estimates|new cfo|update|cfo,0.89794165,0.5714285714285714,0,ba0c62d4cb41e38023cf7f479973be19,True,5,False,not_reviewed
nifty_592,Cryptzone appoints new Vice President Europe,cryptzone|new vice president|europe|vice|president,nifty_592,CORRECTION: Cryptzone appoints new Vice President Europe,correction|cryptzone|new vice president europe|vice|president|europe,0.89719677,0.5714285714285714,0,c99c84ea501c2d88b5a15338e965aed4,True,5,False,not_reviewed
nifty_942,Darden Names Lee Interim CEO,darden|lee|interim ceo,nifty_1009,Darden Names Gene Lee CEO,darden|gene lee|ceo|gene|lee,0.8928599,0.3333333333333333,132,b8656156f6fbd8ca4fbee6983cdf35d6,False,5,False,not_reviewed
nifty_554,UPDATE 1-Moore Capital manager Coffey to retire-sources,-sources|update|moore|capital|coffey,nifty_554,Moore Capital manager Coffey to retire: sources,moore capital manager coffey|moore|capital|coffey,0.89285755,0.5,0,bfff970f9d66fb163ea7fc91dd6bb015,True,5,False,not_reviewed
nifty_32,American CareSource Names Matthew D. Thompson as Interim Chief Financial Officer,american caresource|matthew d. thompson|interim chief financial officer|american|caresource|matthew|d.|thompson|chief|financial|officer,nifty_119,American CareSource Holdings Announces Matthew D. Thompson Move from Interim CFO to Chief Financial Officer,american caresource holdings|matthew d. thompson|interim cfo|chief financial officer|american|caresource|holdings|matthew|d.|thompson|chief|officer,0.8924584,0.5333333333333333,156,9846dbca8ce1974f1da307dfd669d658,True,5,False,not_reviewed
nifty_868,Bayer CEO to leave end-2016; CFO to become head of strategy,bayer ceo|end-2016|cfo|head|strategy|bayer,nifty_868,"UPDATE 1-Bayer's CEO to quit in 2016, CFO moves over to lead strategy",bayer's ceo|cfo|strategy|update|bayer,0.8917279,0.375,0,9915d38d9069356385198a0a11c1a60b,True,5,False,not_reviewed
