id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict,final_label
nifty_195,REG - Epic Securities Plc - Interim Management Statement,nifty_283,REG - Epic Securities Plc - Interim Management Statement,1.0000006,1.0,161,2c08faf1b319ae4e61cb1babe9a8b59f,True,5.0,False,,True
nifty_202,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_234,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000006,1.0,58,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_202,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_237,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000006,1.0,64,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_234,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_237,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000006,1.0,6,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_237,REG - African Mining & Exp - Holding(s) in Company,nifty_303,REG - African Mining & Exp - Holding(s) in Company,1.0000006,1.0,120,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_244,REG - African Mining & Exp - Holding(s) in Company,nifty_303,REG - African Mining & Exp - Holding(s) in Company,1.0000006,1.0,107,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_252,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000006,1.0,93,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_265,REG - African Mining & Exp - Holding(s) in Company,nifty_303,REG - African Mining & Exp - Holding(s) in Company,1.0000006,1.0,70,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_268,REG - African Mining & Exp - Holding(s) in Company,nifty_303,REG - African Mining & Exp - Holding(s) in Company,1.0000006,1.0,64,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_500,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000006,1.0,364,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_318,REG - Higher Education Sec - Doc re. Investor Report,nifty_450,REG - Higher Education Sec - Doc re. Investor Report,1.0000006,1.0,245,44b4235ded698e141d9862034f4b8b2e,True,5.0,False,,True
nifty_362,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_394,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000006,1.0,62,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_367,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_394,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000006,1.0,51,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_98,REG - Cobham PLC - Holding(s) in Company,nifty_99,REG - Cobham PLC - Holding(s) in Company,1.0000005,1.0,1,427929d5e104a426102a725cf3a49b01,True,5.0,False,,True
nifty_98,REG - Cobham PLC - Holding(s) in Company,nifty_505,REG - Cobham PLC - Holding(s) in Company,1.0000005,1.0,748,427929d5e104a426102a725cf3a49b01,True,5.0,False,,True
nifty_98,REG - Xtract Energy plc - Investment Update,nifty_141,REG - Xtract Energy plc - Investment Update,1.0000005,1.0,77,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_98,REG - Xtract Energy plc - Investment Update,nifty_243,REG - Xtract Energy plc - Investment Update,1.0000005,1.0,265,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_98,REG - Xtract Energy plc - Investment Update,nifty_276,REG - Xtract Energy plc - Investment Update,1.0000005,1.0,323,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_99,REG - Cobham PLC - Holding(s) in Company,nifty_505,REG - Cobham PLC - Holding(s) in Company,1.0000005,1.0,747,427929d5e104a426102a725cf3a49b01,True,5.0,False,,True
nifty_119,REG - British Empire Sec - Monthly Update,nifty_259,REG - British Empire Sec - Monthly Update,1.0000005,1.0,258,2e75f35d1414e776411c18a3241f7fdb,True,5.0,False,,True
nifty_119,REG - British Empire Sec - Monthly Update,nifty_501,REG - British Empire Sec - Monthly Update,1.0000005,1.0,705,2e75f35d1414e776411c18a3241f7fdb,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,27,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_202,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,117,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_234,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,175,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_237,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,181,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_456,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,585,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_141,REG - Xtract Energy plc - Investment Update,nifty_243,REG - Xtract Energy plc - Investment Update,1.0000005,1.0,188,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_141,REG - Xtract Energy plc - Investment Update,nifty_276,REG - Xtract Energy plc - Investment Update,1.0000005,1.0,246,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_142,REG - BH Macro Limited - Monthly Shareholder Report,nifty_355,REG - BH Macro Limited - Monthly Shareholder Report,1.0000005,1.0,390,4642470ce1dd60508255e18afb974684,True,5.0,False,,True
nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_217,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,118,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_283,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,238,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_288,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,246,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_456,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000005,1.0,558,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_165,REG - SR Global Fund Inc. - Issue of New Series,nifty_381,REG - SR Global Fund Inc. - Issue of New Series,1.0000005,1.0,398,81fb3dfcb4b602a7dd7c223585dd5ddc,True,5.0,False,,True
nifty_165,REG - SR Global Fund Inc. - Issue of New Series,nifty_427,REG - SR Global Fund Inc. - Issue of New Series,1.0000005,1.0,484,81fb3dfcb4b602a7dd7c223585dd5ddc,True,5.0,False,,True
nifty_166,REG - Bankers Investment - Total Voting Rights,nifty_364,REG - Bankers Investment - Total Voting Rights,1.0000005,1.0,363,b7d5c8fb9b282a5a43d78839424181d9,True,5.0,False,,True
nifty_181,REG - Gresham Computing - Holding(s) in Company,nifty_352,REG - Gresham Computing - Holding(s) in Company,1.0000005,1.0,313,38b97dc226abbb59b3781123c5d062bc,True,5.0,False,,True
nifty_181,REG - British PortfolioTst - Top 10 Holdings,nifty_214,REG - British PortfolioTst - Top 10 Holdings,1.0000005,1.0,62,12ffe1a226318d57d4c182775455258d,True,5.0,False,,True
nifty_184,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,nifty_207,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,1.0000005,1.0,43,9cec3e715d1b30c8e157a944519a46f2,True,5.0,False,,True
nifty_216,REG - African Mining & Exp - Holding(s) in Company,nifty_303,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,157,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_218,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,155,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_234,REG - Bank of Nova Scotia - Publication of Prospectus,nifty_438,REG - Bank of Nova Scotia - Publication of Prospectus,1.0000005,1.0,376,930789c1349d8e2a479d913f8dad706a,True,5.0,False,,True
nifty_237,REG - African Mining & Exp - Holding(s) in Company,nifty_244,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,13,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_237,REG - African Mining & Exp - Holding(s) in Company,nifty_265,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,50,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_237,REG - African Mining & Exp - Holding(s) in Company,nifty_268,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,56,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_237,REG - African Mining & Exp - Holding(s) in Company,nifty_283,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,84,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_243,REG - Xtract Energy plc - Investment Update,nifty_276,REG - Xtract Energy plc - Investment Update,1.0000005,1.0,58,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_243,REG - Epistem Holdings plc - Holding(s) in Company,nifty_273,REG - Epistem Holdings plc - Holding(s) in Company,1.0000005,1.0,52,f9b6f03c12df85b53fc62c462451e93a,True,5.0,False,,True
nifty_244,REG - African Mining & Exp - Holding(s) in Company,nifty_265,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,37,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_244,REG - African Mining & Exp - Holding(s) in Company,nifty_268,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,43,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_244,REG - African Mining & Exp - Holding(s) in Company,nifty_283,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,71,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_252,REG - Cazenove Abs Equity - Holding(s) in Company,nifty_309,REG - Cazenove Abs Equity - Holding(s) in Company,1.0000005,1.0,105,bad4f6bb5182e1388fa533d276420b89,True,5.0,False,,True
nifty_252,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_318,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,120,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_252,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_352,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,182,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_259,REG - British Empire Sec - Monthly Update,nifty_501,REG - British Empire Sec - Monthly Update,1.0000005,1.0,447,2e75f35d1414e776411c18a3241f7fdb,True,5.0,False,,True
nifty_265,REG - African Mining & Exp - Holding(s) in Company,nifty_268,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,6,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_265,REG - African Mining & Exp - Holding(s) in Company,nifty_283,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,34,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_268,REG - African Mining & Exp - Holding(s) in Company,nifty_283,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,28,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_283,REG - African Mining & Exp - Holding(s) in Company,nifty_303,REG - African Mining & Exp - Holding(s) in Company,1.0000005,1.0,36,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_318,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,27,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_333,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,55,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_352,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,89,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_367,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,116,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_303,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_420,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,216,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_318,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_352,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,62,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_318,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_367,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,89,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_318,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_500,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,337,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_318,REG - Higher Education Sec - Doc re. Investor Report,nifty_498,REG - Higher Education Sec - Doc re. Investor Report,1.0000005,1.0,335,44b4235ded698e141d9862034f4b8b2e,True,5.0,False,,True
nifty_332,REG - Hellerup Invest L.P. - Holding in Company,nifty_420,REG - Hellerup Invest L.P. - Holding in Company,1.0000005,1.0,162,9aaaafffb0a2f3cb5f96fb78a4de86ee,True,5.0,False,,True
nifty_332,REG - Hellerup Invest L.P. - Holding in Company,nifty_456,REG - Hellerup Invest L.P. - Holding in Company,1.0000005,1.0,230,9aaaafffb0a2f3cb5f96fb78a4de86ee,True,5.0,False,,True
nifty_352,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_367,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,27,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_352,REG - VietNam Holding Ltd - Monthly Investor Report,nifty_500,REG - VietNam Holding Ltd - Monthly Investor Report,1.0000005,1.0,275,aabbe5559fc50aa99813e29efc2ed905,True,5.0,False,,True
nifty_362,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_367,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,11,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_362,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_388,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,49,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_362,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_391,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,55,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_362,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_427,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,125,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_367,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_388,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,38,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_367,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_391,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,44,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_367,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_427,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,114,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_381,REG - SR Global Fund Inc. - Issue of New Series,nifty_427,REG - SR Global Fund Inc. - Issue of New Series,1.0000005,1.0,86,81fb3dfcb4b602a7dd7c223585dd5ddc,True,5.0,False,,True
nifty_388,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_394,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,13,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_391,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_394,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,7,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_394,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,nifty_427,REG - BowLeven PlcDeutsche Bank AG - Holding(s) in Company,1.0000005,1.0,63,ad14bf0b4d48844561ac49084afa5293,True,5.0,False,,True
nifty_420,REG - Hellerup Invest L.P. - Holding in Company,nifty_456,REG - Hellerup Invest L.P. - Holding in Company,1.0000005,1.0,68,9aaaafffb0a2f3cb5f96fb78a4de86ee,True,5.0,False,,True
nifty_438,REG - DWS Vietnam Fund - Share Buy-Back,nifty_474,REG - DWS Vietnam Fund - Share Buy-Back,1.0000005,1.0,64,0f2ffdf798a56e83b761d22df074a923,True,5.0,False,,True
nifty_450,REG - Higher Education Sec - Doc re. Investor Report,nifty_498,REG - Higher Education Sec - Doc re. Investor Report,1.0000005,1.0,90,44b4235ded698e141d9862034f4b8b2e,True,5.0,False,,True
nifty_456,REG - DWS Vietnam Fund - Share Buy-Back,nifty_469,REG - DWS Vietnam Fund - Share Buy-Back,1.0000005,1.0,22,0f2ffdf798a56e83b761d22df074a923,True,5.0,False,,True
nifty_473,REG - DWS Vietnam Fund - Share Buy-Back,nifty_474,REG - DWS Vietnam Fund - Share Buy-Back,1.0000005,1.0,1,0f2ffdf798a56e83b761d22df074a923,True,5.0,False,,True
nifty_498,REG - Hals-Development - The Board of Directors resolutions,nifty_521,REG - Hals-Development - THE BOARD OF DIRECTORS RESOLUTIONS,1.0000005,0.7142857142857143,41,c0794b2193e66e3cd18bdf575f46b3a6,True,5.0,False,,True
nifty_119,REG - Higher Education Sec - Doc re. Investor report,nifty_318,REG - Higher Education Sec - Doc re. Investor Report,1.0000005,0.5714285714285714,364,34bc54c2a676fc5113d56ddf096d932e,True,5.0,False,,True
nifty_119,REG - Higher Education Sec - Doc re. Investor report,nifty_450,REG - Higher Education Sec - Doc re. Investor Report,1.0000005,0.5714285714285714,609,34bc54c2a676fc5113d56ddf096d932e,True,5.0,False,,True
nifty_98,REG - Xtract Energy plc - Investment Update,nifty_119,REG - Xtract Energy plc - Investment Update,1.0000004,1.0,36,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_112,REG - Hampson Industries - Holding(s) in Company,nifty_181,REG - Hampson Industries - Holding(s) in Company,1.0000004,1.0,126,c8df35f52cd5e4c30996c6fe715dcd7e,True,5.0,False,,True
nifty_113,REG - Elektron PLCPanther Securities - Holding(s) in Company,nifty_187,REG - Elektron PLCPanther Securities - Holding(s) in Company,1.0000004,1.0,134,5581b2ce8fae41222e7969298e1ba326,True,5.0,False,,True
nifty_113,REG - Elektron PLCPanther Securities - Holding(s) in Company,nifty_273,REG - Elektron PLCPanther Securities - Holding(s) in Company,1.0000004,1.0,290,5581b2ce8fae41222e7969298e1ba326,True,5.0,False,,True
nifty_113,REG - Acuity Environmental - Issue of Equity,nifty_216,REG - Acuity Environmental - Issue of Equity,1.0000004,1.0,189,4922aed264785895f74f8d13d26d39b8,True,5.0,False,,True
nifty_119,REG - Xtract Energy plc - Investment Update,nifty_141,REG - Xtract Energy plc - Investment Update,1.0000004,1.0,41,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_119,REG - Xtract Energy plc - Investment Update,nifty_243,REG - Xtract Energy plc - Investment Update,1.0000004,1.0,229,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_119,REG - Xtract Energy plc - Investment Update,nifty_276,REG - Xtract Energy plc - Investment Update,1.0000004,1.0,287,8000c2a19f3af9b6b5292092e403ca11,True,5.0,False,,True
nifty_119,REG - British Empire Sec - Monthly Update,nifty_391,REG - British Empire Sec - Monthly Update,1.0000004,1.0,497,2e75f35d1414e776411c18a3241f7fdb,True,5.0,False,,True
nifty_134,REG - Aurora Offshore FdII - New series of Shares,nifty_360,REG - Aurora Offshore FdII - New Series of Shares,1.0000004,1.0,412,9f21a652a743d6cbe24498a00eaf841e,True,5.0,False,,True
nifty_138,REG - Murray Inc Trust PLC - Annual Financial Report,nifty_534,REG - Murray Inc Trust PLC - Annual Financial Report,1.0000004,1.0,728,b6fb9e2fcf3aa69db577400c37fb7786,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_207,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,126,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_217,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,145,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_283,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,265,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_288,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,273,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_139,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_469,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,607,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_141,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,nifty_184,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,1.0000004,1.0,78,9cec3e715d1b30c8e157a944519a46f2,True,5.0,False,,True
nifty_141,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,nifty_207,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,1.0000004,1.0,121,9cec3e715d1b30c8e157a944519a46f2,True,5.0,False,,True
nifty_152,REG - Norseman Gold PLC - Holding(s) in Company,nifty_202,REG - Norseman Gold PLC - Holding(s) in Company,1.0000004,1.0,92,4421fb40bb6126d305899f4969f4bd38,True,5.0,False,,True
nifty_152,REG - Norseman Gold PLC - Holding(s) in Company,nifty_272,REG - Norseman Gold PLC - Holding(s) in Company,1.0000004,1.0,219,4421fb40bb6126d305899f4969f4bd38,True,5.0,False,,True
nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_207,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,99,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_154,REG - Lloyds TSB Bank PLC - Publication of Final Terms,nifty_469,REG - Lloyds TSB Bank PLC - Publication of Final Terms,1.0000004,1.0,580,c3470f7df78003aa61847eb7955f8490,True,5.0,False,,True
nifty_165,REG - SR Global Fund Inc. - Issue of New Series,nifty_227,REG - SR Global Fund Inc. - Issue of New Series,1.0000004,1.0,118,81fb3dfcb4b602a7dd7c223585dd5ddc,True,5.0,False,,True
nifty_166,REG - African Mining & Exp - Holding(s) in Company,nifty_216,REG - African Mining & Exp - Holding(s) in Company,1.0000004,1.0,96,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_166,REG - African Mining & Exp - Holding(s) in Company,nifty_237,REG - African Mining & Exp - Holding(s) in Company,1.0000004,1.0,133,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_166,REG - African Mining & Exp - Holding(s) in Company,nifty_244,REG - African Mining & Exp - Holding(s) in Company,1.0000004,1.0,146,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_166,REG - African Mining & Exp - Holding(s) in Company,nifty_265,REG - African Mining & Exp - Holding(s) in Company,1.0000004,1.0,183,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_166,REG - African Mining & Exp - Holding(s) in Company,nifty_268,REG - African Mining & Exp - Holding(s) in Company,1.0000004,1.0,189,35eff97551aa09582c3a56ffee1aa4dc,True,5.0,False,,True
nifty_166,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,nifty_207,REG - TVC Holdings PLCAllied Irish Banks - Holding(s) in Company,1.0000004,1.0,78,9cec3e715d1b30c8e157a944519a46f2,True,5.0,False,,True
