id,date,news,label,pct_change,preprocessed_text,topic_id,topic_label
nifty_2,2010-01-11,Actuate To Present at the Needham 12th Annual Growth Stock Conference,Fall,-0.0093,actuate to present at the needham 12th annual growth stock conference,1,present_conference_investor
nifty_2,2010-01-11,"New York & Company, Inc. Announces Participation in Consumer Conferences and Comments on Financial Outlook",Fall,-0.0093,"new york & company, inc. announces participation in consumer conferences and comments on financial outlook",1,present_conference_investor
nifty_2,2010-01-11,"Business Analytics SaaS Market to Grow Three Times Faster Than the Overall Business Analytics Market, IDC Finds",Fall,-0.0093,"business analytics saas market to grow three times faster than the overall business analytics market, idc finds",0,security_cloud_cyber
nifty_2,2010-01-11,"European shares rise 0.6 pct; oils, miners strong",Fall,-0.0093,"european shares rise 0.6 pct; oils, miners strong",17,european_european shares_european stocks
nifty_2,2010-01-11,"DCT Industrial Trust(R) to Release 2009 Year End and Fourth Quarter Financial Results on February 11, 2010",Fall,-0.0093,"dct industrial trust r to release 2009 year end and fourth quarter financial results on february 11, 2010",8,2012 results_2011 results_fourth quarter
nifty_2,2010-01-11,New Executives Bolster Intalio as It Expands Into New Markets,Fall,-0.0093,new executives bolster intalio as it expands into new markets,3,officer_appoints_chief
nifty_2,2010-01-11,"Tianyin Pharmaceutical, Co., Inc. Announces Cash Dividend to Common Shareholders - Record Date January 29, 2010",Fall,-0.0093,"tianyin pharmaceutical, co., inc. announces cash dividend to common shareholders - record date january 29, 2010",10,dividend_quarterly dividend_declares
nifty_2,2010-01-11,Sant̩ Ventures Invests $2.6MM in TVA Medical,Fall,-0.0093,sant ventures invests $2.6mm in tva medical,9,secures_series_funding
nifty_2,2010-01-11,"McAfee, Inc. Adds Eight New Partners to Its Security Innovation Alliance Partner Program",Fall,-0.0093,"mcafee, inc. adds eight new partners to its security innovation alliance partner program",0,security_cloud_cyber
nifty_2,2010-01-11, BVI Networks Expands Analytics and Store Operations Capabilities for Its RetailNEXT In-Store Business Intelligence,Fall,-0.0093,bvi networks expands analytics and store operations capabilities for its retailnext in-store business intelligence,0,security_cloud_cyber
nifty_2,2010-01-11,AERT's 2010 Letter to Shareholders,Fall,-0.0093,aert 2010 letter to shareholders,6,holding company_holding_notice
nifty_2,2010-01-11,Cybera Announces National Launch of SECURE|LINK,Fall,-0.0093,cybera announces national launch of secure link,0,security_cloud_cyber
nifty_2,2010-01-11,Telos Achieves Technology Partner Status in McAfee Security Innovation Alliance,Fall,-0.0093,telos achieves technology partner status in mcafee security innovation alliance,0,security_cloud_cyber
nifty_2,2010-01-11,Neoprobe to Present at OneMedPlace Finance Forum,Fall,-0.0093,neoprobe to present at onemedplace finance forum,1,present_conference_investor
nifty_2,2010-01-11,"Survey:  Steady Growth for Business Intelligence Seen in 2010, but Twitter Data Won't be in the Growth Plans",Fall,-0.0093,"survey: steady growth for business intelligence seen in 2010, but twitter data won t be in the growth plans",0,security_cloud_cyber
nifty_2,2010-01-11,PCTEL Anticipates Fourth Quarter Revenue of $14.8 Million,Fall,-0.0093,pctel anticipates fourth quarter revenue of $14.8 million,14,fy_ebitda_euros
nifty_2,2010-01-11,Ebix Sets Base in Latin America with the Strategic Acquisition of Brazilian Company MCN,Fall,-0.0093,ebix sets base in latin america with the strategic acquisition of brazilian company mcn,13,brazil_petrobras_brazilian
nifty_2,2010-01-11,Infinity Announces Updated Presentation Time at the J.P. Morgan Healthcare Conference,Fall,-0.0093,infinity announces updated presentation time at the j.p. morgan healthcare conference,1,present_conference_investor
nifty_2,2010-01-11," AXT, Inc. to Present at the 12th Annual Needham Growth Stock Conference",Fall,-0.0093,"axt, inc. to present at the 12th annual needham growth stock conference",1,present_conference_investor
nifty_2,2010-01-11,"Meetings of the MCNC Advisory Council, the MCNC Board of Directors, and the MCNC Finance & Audit Committee",Fall,-0.0093,"meetings of the mcnc advisory council, the mcnc board of directors, and the mcnc finance & audit committee",1,present_conference_investor
nifty_2,2010-01-11,Microsoft Unveils New Dynamics ERP Retail Offering,Fall,-0.0093,microsoft unveils new dynamics erp retail offering,0,security_cloud_cyber
nifty_2,2010-01-11,Aprimo Names Umesh Singh as Chief Financial Officer,Fall,-0.0093,aprimo names umesh singh as chief financial officer,3,officer_appoints_chief
nifty_2,2010-01-11,Emergent Selects Imagine Software for Advanced Risk Management,Fall,-0.0093,emergent selects imagine software for advanced risk management,0,security_cloud_cyber
nifty_2,2010-01-11,Black Box Corporation Executives to Present at the 12th Annual Needham Growth Stock Conference,Fall,-0.0093,black box corporation executives to present at the 12th annual needham growth stock conference,1,present_conference_investor
nifty_2,2010-01-11,Ingersoll Rand Schedules Conference Call and Webcast To Announce its 2009 Fourth-quarter Financial Results,Fall,-0.0093,ingersoll rand schedules conference call and webcast to announce its 2009 fourth-quarter financial results,11,earnings release_release_quarter earnings
nifty_2,2010-01-11,Annual Global Retail CIO Survey Shows Improving Climate for IT Investment Trends,Fall,-0.0093,annual global retail cio survey shows improving climate for it investment trends,19,carbon_solar_climate
nifty_2,2010-01-11,"James Solomon joins Avison Young as Managing Director, U.S. Capital Markets",Fall,-0.0093,"james solomon joins avison young as managing director, u.s. capital markets",3,officer_appoints_chief
nifty_2,2010-01-11, Exploit.PGF-JS.Gen Outranks the Trojan Leadership in BitDefender's December Top Ten Threat Report,Fall,-0.0093,exploit.pgf-js.gen outranks the trojan leadership in bitdefender december top ten threat report,0,security_cloud_cyber
nifty_2,2010-01-11, Appirio Webinar Examines 2010 Cloud Computing Predictions,Fall,-0.0093,appirio webinar examines 2010 cloud computing predictions,0,security_cloud_cyber
nifty_2,2010-01-11,RingCube Joins McAfee Security Innovation Alliance,Fall,-0.0093,ringcube joins mcafee security innovation alliance,0,security_cloud_cyber
nifty_2,2010-01-11,ISSI to Present at 12th Annual Needham Growth Stock Conference,Fall,-0.0093,issi to present at 12th annual needham growth stock conference,1,present_conference_investor
nifty_2,2010-01-11,Online Entrepreneur Hugh Chappell Joins Net Communities as Chairman,Fall,-0.0093,online entrepreneur hugh chappell joins net communities as chairman,3,officer_appoints_chief
nifty_2,2010-01-11,"Brazil stocks rise on China imports, real weaker",Fall,-0.0093,"brazil stocks rise on china imports, real weaker",13,brazil_petrobras_brazilian
nifty_2,2010-01-11,FACTBOX-Witnesses for U.S. financial crisis hearings,Fall,-0.0093,witnesses for u.s. financial crisis hearings,5,ecb_eurozone_zone
nifty_2,2010-01-11,Securex Turns to GT Software`s Ivory Service Architect To Convert Batch Applications for Online Access,Fall,-0.0093,securex turns to gt software s ivory service architect to convert batch applications for online access,0,security_cloud_cyber
nifty_2,2010-01-11,SecureWorks Extends PCI Approved Scanning Vendor Solutions,Fall,-0.0093,secureworks extends pci approved scanning vendor solutions,0,security_cloud_cyber
nifty_2,2010-01-11,US gold hits five-week high on dollar decline,Fall,-0.0093,us gold hits five-week high on dollar decline,15,preciousgold_gold_bullion
nifty_2,2010-01-11, TradeCard Achieves 10% Revenue Growth in 2009,Fall,-0.0093,tradecard achieves 10% revenue growth in 2009,14,fy_ebitda_euros
nifty_2,2010-01-11,OfficeMax Announces Date for 2010 Investor Day,Fall,-0.0093,officemax announces date for 2010 investor day,1,present_conference_investor
nifty_2,2010-01-11,"UPDATE 1-Teleflex sees strong 2010, names CFO; shares rise",Fall,-0.0093,"teleflex sees strong 2010, names cfo; shares rise",3,officer_appoints_chief
nifty_2,2010-01-11, Saputo Inc.: Fiscal 2010 Third Quarter Results Conference Call and Webcast for Analysts and Institutional Investors,Fall,-0.0093,saputo inc.: fiscal 2010 third quarter results conference call and webcast for analysts and institutional investors,11,earnings release_release_quarter earnings
nifty_2,2010-01-11,Resverlogix Presenting at Biotech Showcase,Fall,-0.0093,resverlogix presenting at biotech showcase,1,present_conference_investor
nifty_2,2010-01-11, Fortis Inc. Announces First Quarter Dividends-2010,Fall,-0.0093,fortis inc. announces first quarter dividends-2010,2,analyst_technical_updates
nifty_2,2010-01-11,"NI Technology Updates Outlooks for Research in Motion, Palm, Nvidia, Taiwan Semiconductor Manufacturing and United Microelectronics",Fall,-0.0093,"ni technology updates outlooks for research in motion, palm, nvidia, taiwan semiconductor manufacturing and united microelectronics",2,analyst_technical_updates
nifty_2,2010-01-11, REMINDER: Invitation-RONA Inc. 2010 Investor Day,Fall,-0.0093,reminder: invitation-rona inc. 2010 investor day,1,present_conference_investor
nifty_2,2010-01-11,Salin Bank Adds Ray Gusky as the New Executive Vice President-Chief Financial Officer and Director of Risk Management,Fall,-0.0093,salin bank adds ray gusky as the new executive vice president-chief financial officer and director of risk management,3,officer_appoints_chief
nifty_2,2010-01-11,Fed unlikely to be swayed by jobs data: Bullard,Fall,-0.0093,fed unlikely to be swayed by jobs data: bullard,7,fed_yellen_rate
nifty_2,2010-01-11,Business Update: ECB for reforms,Fall,-0.0093,business update: ecb for reforms,5,ecb_eurozone_zone
nifty_2,2010-01-11,"SigmaTron International, Inc. Reports New Banking Relationship",Fall,-0.0093,"sigmatron international, inc. reports new banking relationship",6,holding company_holding_notice
nifty_2,2010-01-11,Global Cash Access to Present at the 12th Annual ICR XChange Conference,Fall,-0.0093,global cash access to present at the 12th annual icr xchange conference,1,present_conference_investor
nifty_2,2010-01-11, ChicagoFIRST Addresses Cyber Security Threats,Fall,-0.0093,chicagofirst addresses cyber security threats,0,security_cloud_cyber
nifty_2,2010-01-11,"Zacks Releases the Performance Results of the Zacks Top 10 Stocks for 2009: Google, Shanda, URS Corporation, Teva Pharmaceutical Industries Limited and Energy Transfer Partners L.P.",Fall,-0.0093,"zacks releases the performance results of the zacks top 10 stocks for 2009: google, shanda, urs corporation, teva pharmaceutical industries limited and energy transfer partners l.p.",2,analyst_technical_updates
nifty_2,2010-01-11,MoneyGram to Release Fourth Quarter and Full Year Financial Results Feb. 4,Fall,-0.0093,moneygram to release fourth quarter and full year financial results feb. 4,8,2012 results_2011 results_fourth quarter
nifty_2,2010-01-11,"Research and Markets: Global Data Warehouse Software Market in Retail Industry 2008-2012 Report Identifies the Market Trends, Drivers, and Challenges",Fall,-0.0093,"global data warehouse software market in retail industry 2008-2012 report identifies the market trends, drivers, and challenges",0,security_cloud_cyber
nifty_2,2010-01-11,"Transatlantic Holdings, Inc. To Release Fourth Quarter Earnings On February 10, 2010",Fall,-0.0093,"transatlantic holdings, inc. to release fourth quarter earnings on february 10, 2010",11,earnings release_release_quarter earnings
nifty_2,2010-01-11,HIGHLIGHTS-EU economy chief-designate Rehn in parliament,Fall,-0.0093,highlights-eu economy chief-designate rehn in parliament,5,ecb_eurozone_zone
nifty_2,2010-01-11,"Coherent, Inc. to Present at the 12th Annual Needham Growth Stock Conference",Fall,-0.0093,"coherent, inc. to present at the 12th annual needham growth stock conference",1,present_conference_investor
nifty_2,2010-01-11,QuantRx to Present at OneMedForum 2010 Finance Conference,Fall,-0.0093,quantrx to present at onemedforum 2010 finance conference,1,present_conference_investor
nifty_2,2010-01-11," Stoneware, Inc. Provides Fluid Access to Resources for Florence USD Through Private Cloud Computing",Fall,-0.0093,"stoneware, inc. provides fluid access to resources for florence usd through private cloud computing",0,security_cloud_cyber
nifty_2,2010-01-11, National New Markets Fund Closes $15 Million in Tax Credit Financing for Landmark Homeless Transformation Campus in San,Fall,-0.0093,national new markets fund closes $15 million in tax credit financing for landmark homeless transformation campus in san,9,secures_series_funding
nifty_2,2010-01-11,Tesoro Corporation To Release Fourth Quarter and Full Year 2009 Earnings,Fall,-0.0093,tesoro corporation to release fourth quarter and full year 2009 earnings,8,2012 results_2011 results_fourth quarter
nifty_2,2010-01-11,Perficient to Present at 12th Annual Needham Growth Stock Conference,Fall,-0.0093,perficient to present at 12th annual needham growth stock conference,1,present_conference_investor
nifty_2,2010-01-11,Spherix to Present at Annual OneMedPlace Finance Forum and at EBD Biotech Showcase in San Francisco,Fall,-0.0093,spherix to present at annual onemedplace finance forum and at ebd biotech showcase in san francisco,1,present_conference_investor
nifty_2,2010-01-11,"Gold hits 5-week high on dollar drop, China data",Fall,-0.0093,"gold hits 5-week high on dollar drop, china data",15,preciousgold_gold_bullion
nifty_2,2010-01-11,"US gold ends up on dollar drop, near 5-week high",Fall,-0.0093,"us gold ends up on dollar drop, near 5-week high",15,preciousgold_gold_bullion
nifty_2,2010-01-11,First Defiance to Release Fourth Quarter Earnings on January 18 and Host Conference Call and Webcast on January 19,Fall,-0.0093,first defiance to release fourth quarter earnings on january 18 and host conference call and webcast on january 19,11,earnings release_release_quarter earnings
nifty_2,2010-01-11,"Cyber Security Requirements Prompt New Security+, CNSS, and FISMA Courses at Lunarline",Fall,-0.0093,"cyber security requirements prompt new security , cnss, and fisma courses at lunarline",0,security_cloud_cyber
nifty_2,2010-01-11, El Paso Corporation to Present at BMO Capital Markets Conference,Fall,-0.0093,el paso corporation to present at bmo capital markets conference,1,present_conference_investor
nifty_2,2010-01-11,Nalco Announces Date for 4th Quarter Financial Results and Conference Call/Webcast,Fall,-0.0093,nalco announces date for 4th quarter financial results and conference call webcast,11,earnings release_release_quarter earnings
nifty_2,2010-01-11,"Polypore International, Inc. Sets Fourth Quarter 2009 Earnings Release and Conference...",Fall,-0.0093,"polypore international, inc. sets fourth quarter 2009 earnings release and conference",11,earnings release_release_quarter earnings
nifty_2,2010-01-11,Equity One Hires Leading Developer,Fall,-0.0093,equity one hires leading developer,3,officer_appoints_chief
nifty_2,2010-01-11,"Larry Kilgore Named Southwest Securities, FSB Regional President for Downtown Fort Worth and Southlake Banking Centers",Fall,-0.0093,"larry kilgore named southwest securities, fsb regional president for downtown fort worth and southlake banking centers",3,officer_appoints_chief
nifty_2,2010-01-11,STEC to Present at The 12th Annual Needham Growth Stock Conference,Fall,-0.0093,stec to present at the 12th annual needham growth stock conference,1,present_conference_investor
nifty_2,2010-01-11,American Principle Bank Announces David R. Booker's Retirement as an Executive Officer,Fall,-0.0093,american principle bank announces david r. booker retirement as an executive officer,3,officer_appoints_chief
nifty_2,2010-01-11, ShopNBC to Present at 12th Annual ICR XChange Investor Conference,Fall,-0.0093,shopnbc to present at 12th annual icr xchange investor conference,1,present_conference_investor
nifty_2,2010-01-11,SonicWALL Announces Timing of Fourth Quarter and Full Year 2009 Earnings Announcement and Webcast,Fall,-0.0093,sonicwall announces timing of fourth quarter and full year 2009 earnings announcement and webcast,11,earnings release_release_quarter earnings
nifty_2,2010-01-11,Suffolk Bancorp Thwarts Data Intrusion at Banking Subsidiary,Fall,-0.0093,suffolk bancorp thwarts data intrusion at banking subsidiary,0,security_cloud_cyber
nifty_2,2010-01-11,"Zacks Earnings Preview: H.B. Fuller, Sealy Corp, Supervalu and Charles Schwab",Fall,-0.0093,"zacks earnings preview: h.b. fuller, sealy corp, supervalu and charles schwab",2,analyst_technical_updates
nifty_2,2010-01-11,"Zacks Analyst Blog Highlights: Goldcorp Inc., New Gold Inc., Barrick Gold Corporation, Newmont Mining Corporation and Saks Inc.",Fall,-0.0093,"zacks analyst blog highlights: goldcorp inc., new gold inc., barrick gold corporation, newmont mining corporation and saks inc.",2,analyst_technical_updates
nifty_2,2010-01-11,"Zacks Analyst Blog Highlights: Google Inc, Alcatel-Lucent, Hewlett-Packard Co., International Business Machines and Yahoo Inc.",Fall,-0.0093,"zacks analyst blog highlights: google inc, alcatel-lucent, hewlett-packard co., international business machines and yahoo inc.",2,analyst_technical_updates
nifty_2,2010-01-11,"Zacks Analyst Blog Highlights: Manpower, Kelly Services, Ford, Toyota and Charles Schwab Corp.",Fall,-0.0093,"zacks analyst blog highlights: manpower, kelly services, ford, toyota and charles schwab corp.",2,analyst_technical_updates
nifty_2,2010-01-11,"ADTRAN, Inc. to Release Fourth Quarter Earnings on January 20, 2010",Fall,-0.0093,"adtran, inc. to release fourth quarter earnings on january 20, 2010",11,earnings release_release_quarter earnings
nifty_2,2010-01-11,Mindpix Corporation Discovers Identity of Notorious Corporate Cyber Basher,Fall,-0.0093,mindpix corporation discovers identity of notorious corporate cyber basher,0,security_cloud_cyber
nifty_2,2010-01-11,AHF Blasts Merck on AIDS Drug Pricing During Investor Conference Protest in S.F.,Fall,-0.0093,ahf blasts merck on aids drug pricing during investor conference protest in s.f.,1,present_conference_investor
nifty_2,2010-01-11,Cirrus Logic Announces Preliminary Q3 Revenue Increases 49 Percent Year Over Year to $65 Million,Fall,-0.0093,cirrus logic announces preliminary q3 revenue increases 49 percent year over year to $65 million,14,fy_ebitda_euros
nifty_2,2010-01-11,Seguin Partners Acquires CFO Publishing from The Economist Group,Fall,-0.0093,seguin partners acquires cfo publishing from the economist group,3,officer_appoints_chief
nifty_2,2010-01-11,"DST Systems, Inc. Announces Notification of Earnings Release Date",Fall,-0.0093,"dst systems, inc. announces notification of earnings release date",11,earnings release_release_quarter earnings
nifty_2,2010-01-11,HK stocks seen opening flat; energy stocks eyed,Fall,-0.0093,hk stocks seen opening flat; energy stocks eyed,12,kong_hong_hong kong
nifty_2,2010-01-11,HK stocks to open down 0.15  pct; China Shenhua rises,Fall,-0.0093,hk stocks to open down 0.15 pct; china shenhua rises,12,kong_hong_hong kong
nifty_2,2010-01-11,"HK shares fall, led by banks; China nudges upCorporate Watch",Fall,-0.0093,"hk shares fall, led by banks; china nudges upcorporate watch",12,kong_hong_hong kong
nifty_2,2010-01-11,"For Brazilian Stocks, 2010 Has Tough Act to Follow",Fall,-0.0093,"for brazilian stocks, 2010 has tough act to follow",13,brazil_petrobras_brazilian
nifty_3,2010-01-12,"Joe Golden, Former Head of Investments and Acquisitions for Cisco EMEA, Joins Ubidyne Advisory Board",Rise,0.0084,"joe golden, former head of investments and acquisitions for cisco emea, joins ubidyne advisory board",3,officer_appoints_chief
nifty_3,2010-01-12,China stocks end nearly 2 pct up on economy hopes,Rise,0.0084,china stocks end nearly 2 pct up on economy hopes,12,kong_hong_hong kong
nifty_3,2010-01-12,Ultimate USB Security at Your Fingertips with the Next Generation Stealth MXP Bio Encrypted USB Drive,Rise,0.0084,ultimate usb security at your fingertips with the next generation stealth mxp bio encrypted usb drive,0,security_cloud_cyber
nifty_3,2010-01-12,HK stocks down 0.38 pct; Chalco slips,Rise,0.0084,hk stocks down 0.38 pct; chalco slips,12,kong_hong_hong kong
nifty_3,2010-01-12,"China jumps, led by shipping stocks; HK slips",Rise,0.0084,"china jumps, led by shipping stocks; hk slips",12,kong_hong_hong kong
nifty_3,2010-01-12,Hong Kong IPO Pipeline - Jan 12,Rise,0.0084,hong kong ipo pipeline - jan 12,16,ipo_yuan_mln yuan
nifty_3,2010-01-12,Syclo Positioned in the 'Leaders' Quadrant of 2009 Mobile Enterprise Application Platforms Magic Quadrant,Rise,0.0084,syclo positioned in the leaders quadrant of 2009 mobile enterprise application platforms magic quadrant,0,security_cloud_cyber
nifty_3,2010-01-12,Research and Markets: Hong Kong - Mobile Communications - Market Overview & Statistics,Rise,0.0084,hong kong - mobile communications - market overview & statistics,12,kong_hong_hong kong
nifty_3,2010-01-12, Metatron Releases  iPhone Application for Political Fundraising,Rise,0.0084,metatron releases iphone application for political fundraising,0,security_cloud_cyber
nifty_3,2010-01-12," Open Kernel Labs Momentum Highlighted by Second Round Funding, New Customers, New Offerings, and Major Technology",Rise,0.0084,"open kernel labs momentum highlighted by second round funding, new customers, new offerings, and major technology",0,security_cloud_cyber
nifty_3,2010-01-12,Q4 `09 Macronix Earnings Release,Rise,0.0084,q4 09 macronix earnings release,11,earnings release_release_quarter earnings
nifty_3,2010-01-12,FarStone Releases Total Backup Recovery 7 Suite for Enhanced Business Management and Increased Scalability,Rise,0.0084,farstone releases total backup recovery 7 suite for enhanced business management and increased scalability,0,security_cloud_cyber
nifty_3,2010-01-12,European shares extend losses on China tightening,Rise,0.0084,european shares extend losses on china tightening,17,european_european shares_european stocks
nifty_3,2010-01-12,AHF Blasts Merck on AIDS Drug Pricing During Investor Conference Protest in S.F.,Rise,0.0084,ahf blasts merck on aids drug pricing during investor conference protest in s.f.,1,present_conference_investor
nifty_3,2010-01-12,"Astec Industries, Inc. To Present at CJS Securities Tenth Annual 'New Ideas For The New Year' Investor Conference",Rise,0.0084,"astec industries, inc. to present at cjs securities tenth annual new ideas for the new year investor conference",1,present_conference_investor
nifty_3,2010-01-12,European shares fall; banks and miners weak,Rise,0.0084,european shares fall; banks and miners weak,17,european_european shares_european stocks
nifty_3,2010-01-12,VirnetX Featured as Stock Pick of 2010 by KonLin Investment Letter,Rise,0.0084,virnetx featured as stock pick of 2010 by konlin investment letter,2,analyst_technical_updates
nifty_3,2010-01-12,Consolidated Graphics to Present at the CJS Securities Investor Conference,Rise,0.0084,consolidated graphics to present at the cjs securities investor conference,1,present_conference_investor
nifty_3,2010-01-12,KVH Industries' CEO & CFO to Speak at 12th Annual Needham Growth Stock Conference,Rise,0.0084,kvh industries ceo & cfo to speak at 12th annual needham growth stock conference,1,present_conference_investor
nifty_3,2010-01-12,the Rubicon Project Fights Malvertising with the Launch of Rubicon Security,Rise,0.0084,the rubicon project fights malvertising with the launch of rubicon security,0,security_cloud_cyber
nifty_3,2010-01-12, REMINDER/COGECO Inc. and Cogeco Cable Inc. Schedule Release of Financial Results for the First Quarter of Fiscal 2010,Rise,0.0084,reminder cogeco inc. and cogeco cable inc. schedule release of financial results for the first quarter of fiscal 2010,11,earnings release_release_quarter earnings
nifty_3,2010-01-12,Molecular Biometrics Closes $12.5 Million Series B Equity Funding,Rise,0.0084,molecular biometrics closes $12.5 million series b equity funding,9,secures_series_funding
nifty_3,2010-01-12,"Research and Markets: Mobile Applications, as Well as Internet Browsing Will Yield US$139.6 Billion across All European Markets in the 2009-2014 Period",Rise,0.0084,"mobile applications, as well as internet browsing will yield us$139.6 billion across all european markets in the 2009-2014 period",0,security_cloud_cyber
nifty_3,2010-01-12,"Big Lots, Inc. Announces Participation In Upcoming ICR Xchange Investor Conference",Rise,0.0084,"big lots, inc. announces participation in upcoming icr xchange investor conference",1,present_conference_investor
nifty_3,2010-01-12,"China Wind Systems, Inc. Announces New Chief Financial Officer, Independent Director",Rise,0.0084,"china wind systems, inc. announces new chief financial officer, independent director",3,officer_appoints_chief
nifty_3,2010-01-12,McAfee Positioned in the Leaders Quadrant for Secure Web Gateway Magic Quadrant,Rise,0.0084,mcafee positioned in the leaders quadrant for secure web gateway magic quadrant,0,security_cloud_cyber
nifty_3,2010-01-12,"VigLink Secures Funding From First Round Capital, Google Ventures, Angel Investors",Rise,0.0084,"viglink secures funding from first round capital, google ventures, angel investors",9,secures_series_funding
nifty_3,2010-01-12,Over Sixty Percent of IT Shops Plan to Adopt a Hybrid Cloud Model in the Coming Year According to Software Developers,Rise,0.0084,over sixty percent of it shops plan to adopt a hybrid cloud model in the coming year according to software developers,0,security_cloud_cyber
nifty_3,2010-01-12, China Direct Industries to Supply Magnesium to Fortune Global 500 Customers in 2010,Rise,0.0084,china direct industries to supply magnesium to fortune global 500 customers in 2010,18,global chinese_chinese_industry 2014
nifty_3,2010-01-12,Flurry Raises $7 Million Series B to Accelerate Mobile Analytics Firm's Rapid Growth,Rise,0.0084,flurry raises $7 million series b to accelerate mobile analytics firm rapid growth,9,secures_series_funding
nifty_3,2010-01-12,CEP Logic Launches New IT Security Website,Rise,0.0084,cep logic launches new it security website,0,security_cloud_cyber
nifty_3,2010-01-12,Leading Experts Slated to Speak at Global Conference on Change Management,Rise,0.0084,leading experts slated to speak at global conference on change management,1,present_conference_investor
