id1,text1,entity1,id2,text2,entity2,text_similarity_score,entity_similarity_score,date_difference
nifty_1335,Mixed Jobs Report Won’t Be a Tiebreaker for the Fed,mixed jobs report|a tiebreaker|the fed|fed,nifty_1336,Mixed Jobs Report Won’t Be a Tiebreaker for the Fed,mixed jobs report|a tiebreaker|the fed|fed,0.99999994,1.0,1
nifty_103,FACTBOX-Fed staff forecasts from FOMC minutes,factbox-fed staff forecasts|fomc minutes|factbox|fed|fomc,nifty_272,FACTBOX-Fed staff forecasts from FOMC minutes,factbox-fed staff forecasts|fomc minutes|factbox|fed|fomc,0.9999999,1.0,308
nifty_103,FACTBOX-Fed staff forecasts from FOMC minutes,factbox-fed staff forecasts|fomc minutes|factbox|fed|fomc,nifty_376,FACTBOX-Fed staff forecasts from FOMC minutes,factbox-fed staff forecasts|fomc minutes|factbox|fed|fomc,0.9999999,1.0,496
nifty_166,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,nifty_181,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,0.9999999,1.0,29
nifty_166,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,nifty_219,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,0.9999999,1.0,99
nifty_166,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,nifty_303,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,0.9999999,1.0,253
nifty_181,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,nifty_219,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,0.9999999,1.0,70
nifty_272,FACTBOX-Fed staff forecasts from FOMC minutes,factbox-fed staff forecasts|fomc minutes|factbox|fed|fomc,nifty_376,FACTBOX-Fed staff forecasts from FOMC minutes,factbox-fed staff forecasts|fomc minutes|factbox|fed|fomc,0.9999999,1.0,188
nifty_272,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,nifty_273,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,0.9999999,1.0,1
nifty_272,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,nifty_283,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,0.9999999,1.0,21
nifty_272,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,nifty_288,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,0.9999999,1.0,29
nifty_272,Bullard prefers paring Fed's balance sheet for exit,bullard|fed's balance sheet|exit|fed,nifty_273,Bullard prefers paring Fed's balance sheet for exit,bullard|fed's balance sheet|exit|fed,0.9999999,1.0,1
nifty_273,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,nifty_283,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,0.9999999,1.0,20
nifty_273,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,nifty_288,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,0.9999999,1.0,28
nifty_283,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,nifty_288,TAKE-A-LOOK-Fed's easy-money era ebbs with QE2's close,a-look|fed's easy-money era|qe2's close|fed|qe2,0.9999999,1.0,8
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,273
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,589
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,862
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,140
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,183
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,638
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,182
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999999,1.0,455
nifty_1043,U.S. fed funds rate remains at 0.13 pct,u.s. fed funds rate|0.13 pct|u.s.,nifty_1078,U.S. fed funds rate remains at 0.13 pct,u.s. fed funds rate|0.13 pct|u.s.,0.9999999,1.0,63
nifty_1328,San Francisco Fed Studies Slow Credit Recovery and Excess Returns on Capital,san francisco fed|slow credit recovery|excess returns|capital|san|francisco|fed,nifty_1329,San Francisco Fed Studies Slow Credit Recovery and Excess Returns on Capital,san francisco fed|slow credit recovery|excess returns|capital|san|francisco|fed,0.9999999,1.0,1
nifty_139,Q+A-What could prompt more Fed easing?,what|more fed easing|fed,nifty_141,Q+A-What could prompt more Fed easing?,what|more fed easing|fed,0.9999998,1.0,5
nifty_147,U.S. commercial paper market expands in week-Fed,u.s. commercial paper market|week|u.s.|fed,nifty_500,U.S. commercial paper market expands in week - Fed,u.s. commercial paper market|week|u.s.|fed,0.9999998,1.0,651
nifty_181,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,nifty_303,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,0.9999998,1.0,224
nifty_219,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,nifty_303,"FACTBOX-Fed officials' comments on the economy, policy",factbox-fed officials' comments|the economy|policy|fed,0.9999998,1.0,154
nifty_227,"Factbox: Fed officials' comments on the economy, policy",factbox|fed officials' comments|the economy|policy|fed,nifty_376,"Factbox: Fed officials' comments on the economy, policy",factbox|fed officials' comments|the economy|policy|fed,0.9999998,1.0,267
nifty_333,"Factbox: Fed officials' comments on the economy, policy",factbox|fed officials' comments|the economy|policy|fed,nifty_376,"Factbox: Fed officials' comments on the economy, policy",factbox|fed officials' comments|the economy|policy|fed,0.9999998,1.0,76
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999998,1.0,407
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999998,1.0,274
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999998,1.0,134
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999998,1.0,49
nifty_913,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999998,1.0,504
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999976,1.0,133
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999976,1.0,456
nifty_692,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999976,1.0,911
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999976,1.0,316
nifty_839,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999976,1.0,589
nifty_499,Factbox: Fed minutes show support for more stimulus rising,factbox|fed minutes|support|more stimulus|fed,nifty_525,Factbox: Fed minutes show support for more stimulus rising,factbox|fed minutes|support|more stimulus|fed,0.9999997,1.0,47
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999997,1.0,323
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999997,1.0,778
nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.9999997,1.0,455
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,456
nifty_767,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,729
nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,133
nifty_940,FACTBOX: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,406
nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,273
nifty_1008,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,322
nifty_1160,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,nifty_1184,Factbox: Fed staff forecasts from FOMC minutes,factbox|fed staff forecasts|fomc minutes|fed|fomc,0.99999964,1.0,49
nifty_507,Fed Moving Closer to Action,fed|action,nifty_524,Fed Moving Closer to Action,fed|action,0.9999996,1.0,29
nifty_147,U.S. commercial paper market expands in week-Fed,u.s. commercial paper market|week|u.s.|fed,nifty_512,U.S. commercial paper market expands in week -Fed,u.s. commercial paper market|week|u.s.|-fed,0.9999996,0.6,672
nifty_500,U.S. commercial paper market expands in week - Fed,u.s. commercial paper market|week|u.s.|fed,nifty_512,U.S. commercial paper market expands in week -Fed,u.s. commercial paper market|week|u.s.|-fed,0.9999996,0.6,21
nifty_1371,Live: Janet Yellen’s Postmeeting Press Conference,janet|yellen,nifty_1419,Live: Janet Yellen’s Postmeeting Press Conference,janet|yellen,0.9999995,1.0,91
nifty_1371,Live: Janet Yellen’s Postmeeting Press Conference,janet|yellen,nifty_1469,Live: Janet Yellen’s Postmeeting Press Conference,janet|yellen,0.9999995,1.0,182
nifty_1419,Live: Janet Yellen’s Postmeeting Press Conference,janet|yellen,nifty_1469,Live: Janet Yellen’s Postmeeting Press Conference,janet|yellen,0.9999995,1.0,91
nifty_748,Fed's default crisis tools back on the shelf -- for now,fed's default crisis tools|the shelf|fed,nifty_748,Fed's default crisis tools back on the shelf - for now,fed's default crisis tools|the shelf|fed,0.9982814,1.0,0
nifty_608,Fed's Bernanke to testify on monetary policy on Feb. 26-27,fed's bernanke|monetary policy|feb.|fed|bernanke,nifty_608,Fed's Bernanke to testify on monetary policy on February 26-27,fed's bernanke|monetary policy|february|fed|bernanke,0.99665695,0.6666666666666666,0
nifty_1239,U.S. economy looks good but Fed remains cautious -Dudley,u.s. economy|fed|-dudley|u.s.,nifty_1239,U.S. economy looks good but Fed remains cautious: Dudley,u.s. economy|fed|u.s.|dudley,0.9957656,0.6,0
nifty_332,Fed's Lacker: Easing would stir inflation-report,fed's lacker|easing|inflation|-report|fed|lacker,nifty_332,Fed's Lacker: Easing would stir inflation: report,fed's lacker|easing|inflation|report|fed|lacker,0.9947371,0.7142857142857143,0
nifty_758,Fed could keep U.S. rates rock-bottom into 2016 -Rosengren,fed|u.s. rates|u.s.|-rosengren,nifty_758,Fed could keep U.S. rates rock-bottom into 2016: Rosengren,fed|u.s. rates|u.s.|rosengren,0.9946084,0.6,0
nifty_1224,Fed's Williams downplays soft U.S. market inflation measures -MNI,fed's williams|soft u.s. market inflation measures|-mni|fed|williams|u.s.,nifty_1224,Fed's Williams downplays soft U.S. market inflation measures: MNI,fed's williams|soft u.s. market inflation measures|fed|williams|u.s.|mni,0.9938376,0.7142857142857143,0
nifty_502,HIGHLIGHTS-Bernanke's Q&A; testimony to Senate Banking panel,highlights|bernanke's q&a|testimony|senate banking panel|bernanke|senate|banking,nifty_502,Highlights: Bernanke's Q&A; testimony to Senate Banking panel,highlights|bernanke's q&a|testimony|senate banking panel|bernanke|senate|banking,0.99360853,1.0,0
nifty_502,Highlights: Bernanke's Q&A; testimony to Senate Banking panel,highlights|bernanke's q&a|testimony|senate banking panel|bernanke|senate|banking,nifty_619,HIGHLIGHTS-Bernanke's Q&A; testimony to Senate Banking panel,highlights|bernanke's q&a|testimony|senate banking panel|bernanke|senate|banking,0.9936085,1.0,224
nifty_1224,U.S. fed funds rate remains at 0.37 pct,u.s. fed funds rate|0.37 pct|u.s.,nifty_1225,U.S. fed funds rate remain at 0.37 pct,u.s. fed funds rate|0.37 pct|u.s.,0.9933742,1.0,1
nifty_1225,U.S. fed funds rate remain at 0.37 pct,u.s. fed funds rate|0.37 pct|u.s.,nifty_1227,U.S. fed funds rate remains at 0.37 pct,u.s. fed funds rate|0.37 pct|u.s.,0.99337405,1.0,6
nifty_1239,"U.S. doing well on inflation, employment -Fed's Rosengren",u.s.|inflation|employment|-fed|rosengren,nifty_1239,"U.S. doing well on inflation, employment: Fed's Rosengren",u.s.|inflation|employment|fed|rosengren,0.9932403,0.6666666666666666,0
nifty_860,Fed won't allow inflation upon exit -Williams,fed|inflation|exit,nifty_860,Fed won't allow inflation upon exit: Williams,fed|inflation|exit|williams,0.993223,0.75,0
nifty_1437,Quarles Would Be Another ‘Clone’ at the Fed,quarles|another ‘clone|the fed|fed,nifty_1439,Quarles Would Be a ‘Clone’ at the Fed,quarles|a ‘clone|the fed|fed,0.9930796,0.6,2
nifty_860,Fed is moving toward normalizing policy- Williams,fed|williams,nifty_860,Fed is moving toward normalizing policy: Williams,fed|policy|williams,0.9929305,0.6666666666666666,0
nifty_932,Monetary policy will not solve all U.S. job market ills-Evans,monetary policy|all u.s. job market ills|u.s.|evans,nifty_932,Monetary policy will not solve all U.S. job market ills: Evans,monetary policy|all u.s. job market ills|u.s.|evans,0.9929144,1.0,0
nifty_185,US commercial paper market falls in week-Fed,us commercial paper market|week|us|fed,nifty_234,U.S. commercial paper market falls in week - Fed,u.s. commercial paper market|week|u.s.|fed,0.9929077,0.3333333333333333,91
nifty_808,Asset bubbles risk grows with better U.S. economy -Fed's Bullard,asset bubbles risk|better u.s. economy|u.s.|-fed,nifty_808,Asset bubbles risk grows with better U.S. economy: Fed's Bullard,asset bubbles risk|better u.s. economy|u.s.|fed|bullard,0.9926284,0.5,0
